时间,今值,预测值
2010年4月30日07:30,4.4%,0.7%
2010年3月30日07:30,-0.5%,1.5%
2010年3月2日07:30,1.7%,2.6%
2010年1月29日07:30,2.1%,1.6%
2009年12月25日07:30,2.2%,0.5%
2009年11月27日07:30,1.6%,0.6%
2009年10月30日07:30,1.0%,1.2%
2009年10月2日07:30,2.6%,0.0%
2009年8月28日07:30,-2.0%,-0.5%
2009年7月31日07:30,0.2%,0.3%
2009年6月30日07:30,0.3%,-1.5%
2009年5月29日07:30,-1.3%,-0.7%
2009年5月1日07:30,-0.4%,-2.6%
2009年3月31日07:30,-3.5%,-4.6%
2009年2月27日07:30,-5.9%,-5.7%
2009年1月30日07:30,-4.6%,-3.6%
2008年12月26日07:30,-0.5%,-3.7%
2008年11月28日07:30,-3.8%,-3.4%
2008年10月31日07:30,-2.3%,-3.9%
2008年9月30日07:30,-4.0%,-1.3%
2008年9月30日07:30,-4.0%,-1.3%
2008年8月29日07:30,-0.5%,-1.8%
2008年7月29日07:30,-1.8%,-2.8%
2008年6月27日07:30,-3.2%,-2.0%
2008年5月30日08:30,-2.7%,-0.7%
2008年4月30日07:30,-1.6%,0.4%
2008年3月28日07:30,0.0%,2.5%
2008年2月29日07:30,3.6%,0.4%
2008年1月1日 (十二月)17:00,2.20%, 
2007年12月1日 (十一月)17:00,-0.60%, 
2007年11月1日 (十月)17:00,0.60%, 
2007年10月1日 (九月)17:00,3.20%, 
2007年9月1日 (八月)17:00,1.60%, 
2007年8月1日 (七月)17:00,-0.10%, 
2007年7月1日 (六月)17:00,0.10%, 
2007年6月1日 (五月)17:00,0.40%, 
2007年5月1日 (四月)17:00,1.10%, 
2007年4月1日 (三月)17:00,0.10%, 
2007年3月1日 (二月)17:00,1.30%, 
2007年2月1日 (一月)17:00,0.60%, 
2007年1月1日 (十二月)17:00,-1.90%, 
2006年12月1日 (十一月)17:00,-0.70%, 
2006年11月1日 (十月)17:00,-2.40%, 
2006年10月1日 (九月)17:00,-6.00%, 
2006年9月1日 (八月)17:00,-4.30%, 
2006年8月1日 (七月)17:00,-1.30%, 
2006年7月1日 (六月)17:00,-1.70%, 
2006年6月1日 (五月)17:00,-1.30%, 
2006年5月1日 (四月)17:00,-1.50%, 
2006年4月1日 (三月)17:00,-1.60%, 
2006年3月1日 (二月)17:00,-1.00%, 
2006年2月1日 (一月)17:00,-2.40%, 
2006年1月1日 (十二月)17:00,0.50%, 
2005年12月1日 (十一月)17:00,-0.50%, 
2005年11月1日 (十月)17:00,2.00%, 
2005年10月1日 (九月)17:00,1.60%, 
2005年9月1日 (八月)17:00,0.80%, 
2005年8月1日 (七月)17:00,-2.30%, 
2005年7月1日 (六月)17:00,1.00%, 
2005年6月1日 (五月)17:00,-1.60%, 
2005年5月1日 (四月)17:00,-2.50%, 
2005年4月1日 (三月)17:00,-0.80%, 
2005年3月1日 (二月)17:00,-4.10%, 
2005年2月1日 (一月)17:00,0.30%, 
2005年1月1日 (十二月)17:00,-3.00%, 
2004年12月1日 (十一月)17:00,-1.50%, 
2004年11月1日 (十月)17:00,-1.60%, 
2004年10月1日 (九月)17:00,-1.10%, 
2004年9月1日 (八月)17:00,-0.20%, 
2004年8月1日 (七月)17:00,0.30%, 
2004年7月1日 (六月)17:00,-3.00%, 
2004年6月1日 (五月)17:00,5.00%, 
2004年5月1日 (四月)17:00,3.90%, 
2004年4月1日 (三月)17:00,0.20%, 
2004年3月1日 (二月)17:00,5.30%, 
2004年2月1日 (一月)17:00,1.20%, 
2004年1月1日 (十二月)17:00,0.00%, 
2003年12月1日 (十一月)17:00,0.70%, 
2003年11月1日 (十月)17:00,-1.60%, 
2003年10月1日 (九月)17:00,-2.40%, 
2003年9月1日 (八月)17:00,1.60%, 
2003年8月1日 (七月)17:00,-3.90%, 
2003年7月1日 (六月)17:00,1.30%, 
2003年6月1日 (五月)17:00,-1.30%, 
2003年5月1日 (四月)17:00,-1.60%, 
2003年4月1日 (三月)17:00,-2.40%, 
2003年3月1日 (二月)17:00,-0.70%, 
2003年2月1日 (一月)17:00,-1.60%, 
2003年1月1日 (十二月)17:00,-0.60%, 
2002年12月1日 (十一月)17:00,-1.70%, 
2002年11月1日 (十月)17:00,0.80%, 
2002年10月1日 (九月)17:00,4.90%, 
2002年9月1日 (八月)17:00,-0.20%, 
2002年8月1日 (七月)17:00,1.30%, 
2002年7月1日 (六月)17:00,2.00%, 
2002年6月1日 (五月)17:00,-1.70%, 
2002年5月1日 (四月)17:00,1.80%, 
2002年4月1日 (三月)17:00,-1.30%, 
2002年3月1日 (二月)17:00,-5.10%, 
2002年2月1日 (一月)17:00,0.50%, 
2002年1月1日 (十二月)17:00,-6.60%, 
2001年12月1日 (十一月)17:00,0.60%, 
2001年11月1日 (十月)17:00,-0.20%, 
2001年10月1日 (九月)17:00,-3.20%, 
2001年9月1日 (八月)17:00,-1.50%, 
2001年8月1日 (七月)17:00,-2.60%, 
2001年7月1日 (六月)17:00,-2.90%, 
2001年6月1日 (五月)17:00,-1.80%, 
2001年5月1日 (四月)17:00,-4.00%, 
2001年4月1日 (三月)17:00,2.30%, 
2001年3月1日 (二月)17:00,1.40%, 
2001年2月1日 (一月)17:00,0.20%, 
