时间,今值,预测值
1999年9月1日 (八月)17:00,0.50%, 
1999年8月1日 (七月)17:00,0.39%, 
1999年7月1日 (六月)17:00,0.29%, 
1999年6月1日 (五月)17:00,0.38%, 
1999年5月1日 (四月)17:00,0.49%, 
1999年4月1日 (三月)17:00,0.39%, 
1999年3月1日 (二月)17:00,0.30%, 
1999年2月1日 (一月)17:00,0.30%, 
1999年1月1日 (十二月)17:00,0.30%, 
1998年12月1日 (十一月)17:00,0.20%, 
1998年11月1日 (十月)17:00,0.49%, 
1998年10月1日 (九月)17:00,0.49%, 
1998年9月1日 (八月)17:00,0.59%, 
1998年8月1日 (七月)17:00,0.80%, 
1998年7月1日 (六月)17:00,1.08%, 
1998年6月1日 (五月)17:00,0.99%, 
1998年5月1日 (四月)17:00,0.99%, 
1998年4月1日 (三月)17:00,0.80%, 
1998年3月1日 (二月)17:00,0.69%, 
1998年2月1日 (一月)17:00,0.60%, 
1998年1月1日 (十二月)17:00,1.19%, 
1997年12月1日 (十一月)17:00,1.39%, 
1997年11月1日 (十月)17:00,1.09%, 
1997年10月1日 (九月)17:00,1.50%, 
1997年9月1日 (八月)17:00,1.60%, 
1997年8月1日 (七月)17:00,1.10%, 
1997年7月1日 (六月)17:00,1.00%, 
1997年6月1日 (五月)17:00,0.90%, 
1997年5月1日 (四月)17:00,0.99%, 
1997年4月1日 (三月)17:00,1.10%, 
1997年3月1日 (二月)17:00,1.72%, 
1997年2月1日 (一月)17:00,1.82%, 
1997年1月1日 (十二月)17:00,1.72%, 
1996年12月1日 (十一月)17:00,1.62%, 
1996年11月1日 (十月)17:00,1.83%, 
1996年10月1日 (九月)17:00,1.63%, 
1996年9月1日 (八月)17:00,1.74%, 
1996年8月1日 (七月)17:00,2.46%, 
1996年7月1日 (六月)17:00,2.45%, 
1996年6月1日 (五月)17:00,2.56%, 
1996年5月1日 (四月)17:00,2.46%, 
1996年4月1日 (三月)17:00,2.57%, 
1996年3月1日 (二月)17:00,2.05%, 
1996年2月1日 (一月)17:00,1.97%, 
1996年1月1日 (十二月)17:00,2.17%, 
1995年12月1日 (十一月)17:00,2.07%, 
1995年11月1日 (十月)17:00,1.96%, 
1995年10月1日 (九月)17:00,1.97%, 
1995年9月1日 (八月)17:00,1.98%, 
1995年8月1日 (七月)17:00,1.46%, 
1995年7月1日 (六月)17:00,1.56%, 
1995年6月1日 (五月)17:00,1.45%, 
1995年5月1日 (四月)17:00,1.66%, 
1995年4月1日 (三月)17:00,1.67%, 
1995年3月1日 (二月)17:00,1.78%, 
1995年2月1日 (一月)17:00,1.78%, 
1995年1月1日 (十二月)17:00,1.47%, 
1994年12月1日 (十一月)17:00,1.47%, 
1994年11月1日 (十月)17:00,1.58%, 
1994年10月1日 (九月)17:00,1.68%, 
1994年9月1日 (八月)17:00,1.69%, 
1994年8月1日 (七月)17:00,1.58%, 
1994年7月1日 (六月)17:00,1.80%, 
1994年6月1日 (五月)17:00,1.90%, 
1994年5月1日 (四月)17:00,1.69%, 
1994年4月1日 (三月)17:00,1.59%, 
1994年3月1日 (二月)17:00,1.81%, 
1994年2月1日 (一月)17:00,1.93%, 
1994年1月1日 (十二月)17:00,2.25%, 
1993年12月1日 (十一月)17:00,2.25%, 
1993年11月1日 (十月)17:00,2.26%, 
1993年10月1日 (九月)17:00,2.37%, 
1993年9月1日 (八月)17:00,2.27%, 
1993年8月1日 (七月)17:00,2.27%, 
1993年7月1日 (六月)17:00,2.16%, 
1993年6月1日 (五月)17:00,2.05%, 
1993年5月1日 (四月)17:00,2.16%, 
1993年4月1日 (三月)17:00,2.28%, 
1993年3月1日 (二月)17:00,2.18%, 
1993年2月1日 (一月)17:00,2.19%, 
1993年1月1日 (十二月)17:00,1.97%, 
1992年12月1日 (十一月)17:00,1.64%, 
1992年11月1日 (十月)17:00,1.97%, 
1992年10月1日 (九月)17:00,2.20%, 
1992年9月1日 (八月)17:00,1.98%, 
1992年8月1日 (七月)17:00,2.32%, 
1992年7月1日 (六月)17:00,2.55%, 
1992年6月1日 (五月)17:00,2.89%, 
1992年5月1日 (四月)17:00,3.12%, 
1992年4月1日 (三月)17:00,3.13%, 
1992年3月1日 (二月)17:00,2.91%, 
1992年2月1日 (一月)17:00,2.81%, 
1992年1月1日 (十二月)17:00,3.28%, 
1991年12月1日 (十一月)17:00,3.50%, 
1991年11月1日 (十月)17:00,2.82%, 
1991年10月1日 (九月)17:00,2.83%, 
1991年9月1日 (八月)17:00,3.54%, 
1991年8月1日 (七月)17:00,4.02%, 
1991年7月1日 (六月)17:00,3.79%, 
1991年6月1日 (五月)17:00,3.56%, 
1991年5月1日 (四月)17:00,3.22%, 
1991年4月1日 (三月)17:00,3.47%, 
1991年3月1日 (二月)17:00,3.48%, 
1991年2月1日 (一月)17:00,3.37%, 
