时间,今值,预测值
2015年11月23日 (十一月)16:00  ,51.3,52.6
2015年11月4日 (十月)16:50,52.7,52.3
2015年10月23日 (十月)15:00  ,52.3,51.6
2015年10月5日 (九月)15:50,51.9,51.2
2015年9月23日 (九月)15:00  ,51.2,51.0
2015年9月3日 (八月)15:50,50.6,51.8
2015年8月21日 (八月)15:00  ,51.8,52.0
2015年8月5日 (七月)15:50,52.0,52.0
2015年7月24日 (七月)15:00  ,52.0,53.8
2015年7月3日 (六月)15:50,54.1,54.1
2015年6月23日 (六月)15:00  ,54.1,52.6
2015年6月3日 (五月)15:50,52.8,51.6
2015年5月21日 (五月)15:00  ,51.6,51.9
2015年5月6日 (四月)15:50,51.4,50.8
2015年4月23日 (四月)15:00  ,50.8,52.5
2015年4月7日 (三月)15:50,52.4,52.8
2015年3月24日 (三月)16:00  ,52.8,52.8
2015年3月4日 (二月)16:50,53.4,53.4
2015年2月20日 (二月)16:00  ,53.4,49.8
2015年2月4日 (一月)16:50,49.4,49.5
2015年1月23日 (一月)16:00  ,49.5,50.7
2015年1月6日 (十二月)16:50,50.6,49.8
2014年12月16日 (十二月)16:00  ,49.8,48.3
2014年12月3日 (十一月)16:50,47.9,48.8
2014年11月20日 (十一月)16:00  ,48.8,48.6
2014年11月5日 (十月)16:50,48.3,48.1
2014年10月23日 (十月)15:00  ,48.1,48.2
2014年10月3日 (九月)15:50,48.4,49.4
2014年9月23日 (九月)15:00  ,49.4,50.1
2014年9月3日15:50,50.3,51.1
2014年8月21日15:00  ,51.1,50.0
2014年8月5日15:50,50.4,50.4
2014年7月24日15:00  ,50.4,48.4
2014年7月3日15:50,48.2,48.2
2014年6月23日15:00  ,48.2,49.4
2014年6月4日15:50,49.1,49.2
2014年5月22日15:00  ,49.2,50.2
2014年5月6日15:50,50.4,50.3
2014年4月23日15:00  ,50.3,51.4
2014年4月3日15:50,51.5,51.4
2014年3月24日16:00  ,51.4,47.5
2014年3月5日16:48,47.2,46.9
2014年2月20日15:58  ,46.9,49.4
2014年2月5日16:48,48.9,48.6
2014年1月23日15:58  ,48.6,48.1
2014年1月6日16:48,47.8,47.4
2013年12月16日15:58  ,47.4,49.0
2013年12月4日16:48,48.0,48.8
2013年11月21日15:58  ,48.8,51.0
2013年11月6日16:48,50.9,50.2
2013年10月24日14:58  ,50.2,51.3
2013年10月3日15:48,51.0,50.7
2013年9月23日14:58  ,50.7,49.3
2013年9月4日15:48,48.9,47.7
2013年8月22日14:58  ,47.7,49.2
2013年8月5日15:48,48.6,48.3
2013年7月24日14:58  ,48.3,47.6
2013年7月3日15:48,47.2,46.5
2013年6月20日14:58  ,46.5,44.8
2013年6月5日15:48,44.3,44.3
2013年5月23日14:58  ,44.3,44.5
2013年5月6日15:48,44.3,44.1
2013年4月23日14:58  ,44.1,42.0
2013年4月4日15:48,41.3,41.9
2013年3月21日15:58  ,41.9,44.0
2013年3月5日16:50,43.7,42.7
2013年2月21日15:58  ,42.7,44.5
2013年2月5日16:50,43.6,43.6
2013年1月24日15:58  ,43.6,45.6
2013年1月4日16:50,45.2,46.0
2012年12月14日15:58  ,46.0,45.9
2012年12月5日16:50,45.8,46.1
2012年11月22日16:00  ,46.1,45.3
2012年11月6日16:50,44.6,46.2
2012年10月24日14:58  ,46.2,45.7
2012年10月3日15:50,45.0,46.1
2012年9月20日14:58  ,46.1,49.4
2012年9月5日15:50,49.2,50.2
2012年8月23日14:58  ,50.2,49.9
2012年8月3日15:50,50.0,50.2
2012年7月24日14:58  ,50.2,47.8
2012年7月4日15:50,47.9,47.3
2012年6月21日14:58  ,47.3,45.0
2012年6月5日15:50,45.1,45.2
2012年5月24日14:58  ,45.2,45.7
2012年5月4日15:50,45.2,46.4
2012年4月23日14:58  ,46.4,50.2
2012年4月4日15:50,50.1,50.0
2012年3月22日15:58  ,50.0,50.6
2012年3月5日16:50,50.0,50.3
2012年2月22日16:00  ,50.3,51.9
2012年2月3日16:50,52.3,51.7
2012年1月24日16:00  ,51.7,50.5
2012年1月4日16:50,50.3,50.2
2011年12月15日16:00  ,50.2,49.2
2011年12月5日16:50,49.6,49.3
2011年11月23日16:00  ,49.3,44.5
2011年11月4日16:50,44.6,46.0
2011年10月24日15:00  ,46.0,50.4
2011年10月5日15:50,51.5,52.5
2011年9月22日15:00  ,52.5,54.2
2011年9月5日15:50,56.8,56.1
2011年8月23日15:00  ,56.1,53.5
2011年8月3日15:50,54.2,54.2
2011年7月21日15:00  ,54.2,55.5
2011年7月5日15:50,56.1,56.7
2011年6月23日15:00  ,56.7,60.5
2011年6月1日15:50,62.5,62.8
2011年5月23日15:00  ,62.8,62.1
2011年5月4日15:50,62.9,63.4
2011年4月19日15:00  ,63.4,60.1
2011年3月24日16:00  ,60.7,59.7
2011年2月21日16:00  ,60.8,58.0
2011年2月3日16:50,57.8,57.1
2011年1月24日16:00  ,57.1,55.2
2010年12月16日16:00  ,54.1,55.5
2010年12月3日16:50,55.0,55.7
2010年11月23日16:00  ,55.7,55.0
2010年10月21日15:00  ,55.3,57.5
2010年9月23日15:00  ,58.8,60.1
2010年8月23日15:00  ,59.9,60.7
2010年7月22日15:00  ,61.3,60.0
2010年6月23日15:00  ,61.6,61.2
2010年5月21日15:00  ,61.9,59.0
2010年4月22日15:00  ,57.8,54.5
2010年4月7日15:50,53.8,53.0
2010年3月24日16:00  ,53.0,54.9
2010年3月3日16:45,54.6,54.6
2010年2月19日16:00  ,54.7,56.4
2010年2月3日16:50,56.3,57.0
2010年1月21日16:00  ,57.0,59.3
2009年12月16日16:00  ,59.3,60.1
2009年11月23日16:00  ,60.4,57.6
2009年10月23日15:00  ,57.8,54.0
2009年9月23日15:00  ,52.2,50.1
2009年8月21日15:00  ,48.9,46.6
2009年7月24日15:00  ,45.5,47.6
2009年7月3日15:50,47.2,47.5
2009年6月23日15:00  ,47.5,48.6
2009年5月21日15:00,47.6,46.8
2009年4月23日15:00,46.2,43.8
2009年3月24日16:00,42.9,40.2
2009年2月20日16:00,40.1,42.8
2009年1月23日16:00,42.9,40.1
2008年12月16日16:00,41.6,45.0
2008年11月21日16:00,46.6,46.8
2008年10月24日15:00,48.8,48.9
2008年9月23日15:00,50.4,47.7
2008年8月21日15:00,48.5,47.3
