时间,今值,预测值
2012年7月5日20:15,176K,105K
2012年5月31日20:15,133K,148K
2012年5月2日20:15,119K,177K
2012年4月4日20:15,209K,200K
2012年3月7日21:15,216K,205K
2012年2月1日21:15,170K,190K
2012年1月5日21:15,325K,175K
2011年11月30日21:15,206K,130K
2011年11月2日20:15,110K,100K
2011年10月5日20:15,91K,70K
2011年8月31日20:15,91K,103K
2011年8月3日20:15,114K,100K
2011年7月7日20:15,157K,60K
2011年6月1日20:15,38K,178K
2011年5月4日20:15,179K,200K
2011年3月30日20:15,201K,210K
2011年3月2日21:15,217K,175K
2011年2月2日21:15,187K,150K
2011年1月5日21:15,297K,100K
2010年12月1日21:15,93K,65K
2010年11月3日20:15,43K,25K
2010年10月6日20:15,-39K,18K
2010年9月1日20:15,-10K,13K
2010年8月4日20:15,42K,25K
2010年6月30日20:15,13K,58K
2010年6月3日20:15,55K,56K
2010年5月5日20:15,32K,30K
2010年3月31日20:15,-23K,40K
2010年3月3日21:15,-20K,-10K
2010年2月3日21:15,-22K,-40K
2010年1月6日21:15,-84K,-75K
2009年12月2日21:15,-169K,-148K
2009年11月4日21:15,-203K,-190K
2009年9月30日20:15,-254K,-200K
2009年9月2日20:15,-298K,-250K
2009年8月5日20:15,-371K,-340K
2009年7月1日20:15,-473K,-410K
2009年6月3日20:15,-532K,-532K
2009年5月6日20:15,-491K,-644K
2009年4月1日20:15,-742K,-660K
2009年3月4日21:15,-697K,-565K
2009年2月4日21:15,-522K,-528K
2009年1月7日21:15,-693K,-450K
2008年12月3日21:15,-250K,-200K
2008年11月5日21:15,-157K,-100K
2008年10月1日20:15,-8K,-55K
2008年9月4日20:15,-33K,-30K
2008年7月30日20:15,9K,-58K
2008年7月2日20:15,-79K,-20K
2008年6月4日21:15,40K,-30K
2008年4月30日20:15,10K,-60K
2008年4月2日20:15,8K,-40K
2008年3月5日21:15,-23K,10K
2008年2月1日 (一月)20:15,42K, 
2008年1月1日 (十二月)20:15,0K, 
2007年12月1日 (十一月)20:15,66K, 
2007年11月1日 (十月)20:15,-8K, 
2007年10月1日 (九月)20:15,-3K, 
2007年9月1日 (八月)20:15,31K, 
2007年8月1日 (七月)20:15,-18K, 
2007年7月1日 (六月)20:15,97K, 
2007年6月1日 (五月)20:15,59K, 
2007年5月1日 (四月)20:15,137K, 
2007年4月1日 (三月)20:15,127K, 
2007年3月1日 (二月)20:15,153K, 
2007年2月1日 (一月)20:15,199K, 
2007年1月1日 (十二月)20:15,74K, 
2006年12月1日 (十一月)20:15,193K, 
2006年11月1日 (十月)20:15,90K, 
2006年10月1日 (九月)20:15,25K, 
2006年9月1日 (八月)20:15,98K, 
2006年8月1日 (七月)20:15,106K, 
2006年7月1日 (六月)20:15,125K, 
2006年6月1日 (五月)20:15,143K, 
2006年5月1日 (四月)20:15,148K, 
2006年4月1日 (三月)20:15,217K, 
2006年3月1日 (二月)20:15,307K, 
2006年2月1日 (一月)20:15,329K, 
2006年1月1日 (十二月)20:15,165K, 
2005年12月1日 (十一月)20:15,343K, 
2005年11月1日 (十月)20:15,154K, 
2005年10月1日 (九月)20:15,105K, 
2005年9月1日 (八月)20:15,175K, 
2005年8月1日 (七月)20:15,204K, 
2005年7月1日 (六月)20:15,253K, 
2005年6月1日 (五月)20:15,238K, 
2005年5月1日 (四月)20:15,218K, 
2005年4月1日 (三月)20:15,169K, 
2005年3月1日 (二月)20:15,174K, 
2005年2月1日 (一月)20:15,155K, 
2005年1月1日 (十二月)20:15,197K, 
2004年12月1日 (十一月)20:15,70K, 
2004年11月1日 (十月)20:15,203K, 
2004年10月1日 (九月)20:15,119K, 
2004年9月1日 (八月)20:15,126K, 
2004年8月1日 (七月)20:15,116K, 
2004年7月1日 (六月)20:15,133K, 
2004年6月1日 (五月)20:15,165K, 
2004年5月1日 (四月)20:15,224K, 
2004年4月1日 (三月)20:15,205K, 
2004年3月1日 (二月)20:15,140K, 
2004年2月1日 (一月)20:15,111K, 
2004年1月1日 (十二月)20:15,60K, 
2003年12月1日 (十一月)20:15,105K, 
2003年11月1日 (十月)20:15,146K, 
2003年10月1日 (九月)20:15,132K, 
2003年9月1日 (八月)20:15,24K, 
2003年8月1日 (七月)20:15,78K, 
2003年7月1日 (六月)20:15,25K, 
2003年6月1日 (五月)20:15,-6K, 
2003年5月1日 (四月)20:15,-86K, 
2003年4月1日 (三月)20:15,-91K, 
2003年3月1日 (二月)20:15,-68K, 
2003年2月1日 (一月)20:15,0K, 
2003年1月1日 (十二月)20:15,-35K, 
2002年12月1日 (十一月)20:15,-18K, 
2002年11月1日 (十月)20:15,-42K, 
2002年10月1日 (九月)20:15,-84K, 
2002年9月1日 (八月)20:15,-22K, 
2002年8月1日 (七月)20:15,-95K, 
2002年7月1日 (六月)20:15,-91K, 
2002年6月1日 (五月)20:15,-47K, 
2002年5月1日 (四月)20:15,-70K, 
2002年4月1日 (三月)20:15,-70K, 
2002年3月1日 (二月)20:15,-91K, 
2002年2月1日 (一月)20:15,-69K, 
2002年1月1日 (十二月)20:15,-223K, 
2001年12月1日 (十一月)20:15,-361K, 
2001年11月1日 (十月)20:15,-380K, 
2001年10月1日 (九月)20:15,-261K, 
2001年9月1日 (八月)20:15,-246K, 
2001年8月1日 (七月)20:15,-203K, 
2001年7月1日 (六月)20:15,-230K, 
2001年6月1日 (五月)20:15,-175K, 
