时间,今值,预测值
2013年3月1日 (二月)17:00,-1.45%, 
2013年2月1日 (一月)17:00,1.69%, 
2013年1月1日 (十二月)17:00,-0.13%, 
2012年12月1日 (十一月)17:00,-1.98%, 
2012年11月1日 (十月)17:00,0.42%, 
2012年10月1日 (九月)17:00,-3.21%, 
2012年9月1日 (八月)17:00,2.43%, 
2012年8月1日 (七月)17:00,-0.14%, 
2012年7月1日 (六月)17:00,-1.46%, 
2012年6月1日 (五月)17:00,4.62%, 
2012年5月1日 (四月)17:00,-1.55%, 
2012年4月1日 (三月)17:00,0.23%, 
2012年3月1日 (二月)17:00,1.25%, 
2012年2月1日 (一月)17:00,2.88%, 
2012年1月1日 (十二月)17:00,-3.46%, 
2011年12月1日 (十一月)17:00,3.24%, 
2011年11月1日 (十月)17:00,-3.23%, 
2011年10月1日 (九月)17:00,0.88%, 
2011年9月1日 (八月)17:00,3.07%, 
2011年8月1日 (七月)17:00,-1.79%, 
2011年7月1日 (六月)17:00,-0.27%, 
2011年6月1日 (五月)17:00,2.52%, 
2011年5月1日 (四月)17:00,-3.54%, 
2011年4月1日 (三月)17:00,4.84%, 
2011年3月1日 (二月)17:00,1.58%, 
2011年2月1日 (一月)17:00,1.01%, 
2011年1月1日 (十二月)17:00,-0.60%, 
2010年12月1日 (十一月)17:00,2.33%, 
2010年11月1日 (十月)17:00,0.00%, 
2010年10月1日 (九月)17:00,2.73%, 
2010年9月1日 (八月)17:00,-0.86%, 
2010年8月1日 (七月)17:00,-1.13%, 
2010年7月1日 (六月)17:00,2.94%, 
2010年6月1日 (五月)17:00,5.54%, 
2010年5月1日 (四月)17:00,-3.02%, 
2010年4月1日 (三月)17:00,7.81%, 
2010年3月1日 (二月)17:00,4.32%, 
2010年2月1日 (一月)17:00,-3.45%, 
2010年1月1日 (十二月)17:00,2.25%, 
2009年12月1日 (十一月)17:00,3.47%, 
2009年11月1日 (十月)17:00,-0.94%, 
2009年10月1日 (九月)17:00,2.36%, 
2009年9月1日 (八月)17:00,-2.51%, 
2009年8月1日 (七月)17:00,3.76%, 
2009年7月1日 (六月)17:00,4.29%, 
2009年6月1日 (五月)17:00,-1.85%, 
2009年5月1日 (四月)17:00,-1.81%, 
2009年4月1日 (三月)17:00,-0.18%, 
2009年3月1日 (二月)17:00,-2.39%, 
2009年2月1日 (一月)17:00,-6.89%, 
2009年1月1日 (十二月)17:00,-3.96%, 
2008年12月1日 (十一月)17:00,-9.40%, 
2008年11月1日 (十月)17:00,-0.33%, 
2008年10月1日 (九月)17:00,-0.38%, 
2008年9月1日 (八月)17:00,0.22%, 
2008年8月1日 (七月)17:00,-1.33%, 
2008年7月1日 (六月)17:00,2.70%, 
2008年6月1日 (五月)17:00,-2.17%, 
2008年5月1日 (四月)17:00,0.53%, 
2008年4月1日 (三月)17:00,-0.10%, 
2008年3月1日 (二月)17:00,-1.40%, 
2008年2月1日 (一月)17:00,2.52%, 
2008年1月1日 (十二月)17:00,-0.41%, 
2007年12月1日 (十一月)17:00,0.35%, 
2007年11月1日 (十月)17:00,-0.21%, 
2007年10月1日 (九月)17:00,1.00%, 
2007年9月1日 (八月)17:00,2.14%, 
2007年8月1日 (七月)17:00,0.21%, 
2007年7月1日 (六月)17:00,0.83%, 
2007年6月1日 (五月)17:00,-0.39%, 
2007年5月1日 (四月)17:00,2.11%, 
2007年4月1日 (三月)17:00,-1.46%, 
2007年3月1日 (二月)17:00,1.42%, 
2007年2月1日 (一月)17:00,-0.46%, 
2007年1月1日 (十二月)17:00,-2.57%, 
2006年12月1日 (十一月)17:00,0.30%, 
2006年11月1日 (十月)17:00,2.02%, 
2006年10月1日 (九月)17:00,7.46%, 
2006年9月1日 (八月)17:00,-0.61%, 
2006年8月1日 (七月)17:00,2.50%, 
2006年7月1日 (六月)17:00,0.76%, 
2006年6月1日 (五月)17:00,-1.31%, 
2006年5月1日 (四月)17:00,3.30%, 
2006年4月1日 (三月)17:00,-2.58%, 
2006年3月1日 (二月)17:00,3.05%, 
2006年2月1日 (一月)17:00,3.42%, 
2006年1月1日 (十二月)17:00,-0.13%, 
2005年12月1日 (十一月)17:00,-0.15%, 
2005年11月1日 (十月)17:00,0.01%, 
2005年10月1日 (九月)17:00,0.97%, 
2005年9月1日 (八月)17:00,2.59%, 
2005年8月1日 (七月)17:00,0.83%, 
2005年7月1日 (六月)17:00,-1.34%, 
2005年6月1日 (五月)17:00,5.83%, 
2005年5月1日 (四月)17:00,-1.23%, 
2005年4月1日 (三月)17:00,2.11%, 
2005年3月1日 (二月)17:00,-2.81%, 
2005年2月1日 (一月)17:00,4.85%, 
2005年1月1日 (十二月)17:00,-3.67%, 
2004年12月1日 (十一月)17:00,1.87%, 
2004年11月1日 (十月)17:00,1.95%, 
2004年10月1日 (九月)17:00,-0.45%, 
2004年9月1日 (八月)17:00,-1.19%, 
2004年8月1日 (七月)17:00,2.01%, 
2004年7月1日 (六月)17:00,-4.49%, 
2004年6月1日 (五月)17:00,3.09%, 
2004年5月1日 (四月)17:00,3.81%, 
2004年4月1日 (三月)17:00,0.32%, 
2004年3月1日 (二月)17:00,1.22%, 
2004年2月1日 (一月)17:00,-0.41%, 
2004年1月1日 (十二月)17:00,1.25%, 
2003年12月1日 (十一月)17:00,4.93%, 
2003年11月1日 (十月)17:00,-5.42%, 
2003年10月1日 (九月)17:00,3.50%, 
2003年9月1日 (八月)17:00,0.59%, 
2003年8月1日 (七月)17:00,1.74%, 
2003年7月1日 (六月)17:00,0.15%, 
2003年6月1日 (五月)17:00,2.29%, 
2003年5月1日 (四月)17:00,-1.73%, 
2003年4月1日 (三月)17:00,-1.91%, 
2003年3月1日 (二月)17:00,1.32%, 
2003年2月1日 (一月)17:00,-1.19%, 
2003年1月1日 (十二月)17:00,-3.00%, 
2002年12月1日 (十一月)17:00,3.22%, 
2002年11月1日 (十月)17:00,-2.13%, 
2002年10月1日 (九月)17:00,0.70%, 
2002年9月1日 (八月)17:00,5.40%, 
2002年8月1日 (七月)17:00,-4.86%, 
2002年7月1日 (六月)17:00,8.39%, 
2002年6月1日 (五月)17:00,-4.57%, 
2002年5月1日 (四月)17:00,-0.17%, 
2002年4月1日 (三月)17:00,0.26%, 
2002年3月1日 (二月)17:00,4.94%, 
2002年2月1日 (一月)17:00,-4.24%, 
2002年1月1日 (十二月)17:00,4.41%, 
2001年12月1日 (十一月)17:00,-4.08%, 
2001年11月1日 (十月)17:00,2.19%, 
2001年10月1日 (九月)17:00,-3.40%, 
2001年9月1日 (八月)17:00,0.02%, 
2001年8月1日 (七月)17:00,0.63%, 
2001年7月1日 (六月)17:00,1.71%, 
2001年6月1日 (五月)17:00,-1.48%, 
2001年5月1日 (四月)17:00,2.78%, 
2001年4月1日 (三月)17:00,-3.01%, 
2001年3月1日 (二月)17:00,0.97%, 
2001年2月1日 (一月)17:00,2.43%, 
2001年1月1日 (十二月)17:00,-1.77%, 
2000年12月1日 (十一月)17:00,-2.88%, 
2000年11月1日 (十月)17:00,8.56%, 
2000年10月1日 (九月)17:00,1.30%, 
2000年9月1日 (八月)17:00,-1.23%, 
2000年8月1日 (七月)17:00,1.26%, 
2000年7月1日 (六月)17:00,1.12%, 
2000年6月1日 (五月)17:00,4.01%, 
2000年5月1日 (四月)17:00,-1.04%, 
2000年4月1日 (三月)17:00,3.73%, 
2000年3月1日 (二月)17:00,1.70%, 
2000年2月1日 (一月)17:00,3.70%, 
2000年1月1日 (十二月)17:00,-4.56%, 
1999年12月1日 (十一月)17:00,6.83%, 
1999年11月1日 (十月)17:00,-0.42%, 
1999年10月1日 (九月)17:00,2.08%, 
1999年9月1日 (八月)17:00,-3.74%, 
1999年8月1日 (七月)17:00,3.57%, 
1999年7月1日 (六月)17:00,3.02%, 
1999年6月1日 (五月)17:00,-0.32%, 
1999年5月1日 (四月)17:00,3.91%, 
1999年4月1日 (三月)17:00,-2.22%, 
1999年3月1日 (二月)17:00,1.73%, 
1999年2月1日 (一月)17:00,2.22%, 
1999年1月1日 (十二月)17:00,-2.32%, 
1998年12月1日 (十一月)17:00,-0.62%, 
1998年11月1日 (十月)17:00,1.03%, 
1998年10月1日 (九月)17:00,-0.55%, 
1998年9月1日 (八月)17:00,-4.97%, 
1998年8月1日 (七月)17:00,2.34%, 
1998年7月1日 (六月)17:00,0.85%, 
1998年6月1日 (五月)17:00,-3.56%, 
1998年5月1日 (四月)17:00,5.75%, 
1998年4月1日 (三月)17:00,-2.04%, 
1998年3月1日 (二月)17:00,-0.34%, 
1998年2月1日 (一月)17:00,0.41%, 
1998年1月1日 (十二月)17:00,3.64%, 
1997年12月1日 (十一月)17:00,0.75%, 
1997年11月1日 (十月)17:00,-4.05%, 
1997年10月1日 (九月)17:00,6.17%, 
1997年9月1日 (八月)17:00,-1.20%, 
1997年8月1日 (七月)17:00,2.94%, 
1997年7月1日 (六月)17:00,-0.46%, 
1997年6月1日 (五月)17:00,8.01%, 
1997年5月1日 (四月)17:00,-4.91%, 
1997年4月1日 (三月)17:00,2.30%, 
1997年3月1日 (二月)17:00,3.42%, 
1997年2月1日 (一月)17:00,-2.00%, 
1997年1月1日 (十二月)17:00,2.78%, 
1996年12月1日 (十一月)17:00,-2.84%, 
1996年11月1日 (十月)17:00,4.15%, 
1996年10月1日 (九月)17:00,3.14%, 
1996年9月1日 (八月)17:00,-3.61%, 
1996年8月1日 (七月)17:00,6.27%, 
1996年7月1日 (六月)17:00,-1.78%, 
1996年6月1日 (五月)17:00,-0.09%, 
1996年5月1日 (四月)17:00,2.14%, 
1996年4月1日 (三月)17:00,-0.71%, 
1996年3月1日 (二月)17:00,-1.73%, 
1996年2月1日 (一月)17:00,0.40%, 
1996年1月1日 (十二月)17:00,3.35%, 
1995年12月1日 (十一月)17:00,-1.14%, 
1995年11月1日 (十月)17:00,-4.66%, 
1995年10月1日 (九月)17:00,8.27%, 
1995年9月1日 (八月)17:00,0.49%, 
1995年8月1日 (七月)17:00,-4.25%, 
1995年7月1日 (六月)17:00,2.48%, 
1995年6月1日 (五月)17:00,0.70%, 
1995年5月1日 (四月)17:00,1.38%, 
1995年4月1日 (三月)17:00,-1.86%, 
1995年3月1日 (二月)17:00,1.38%, 
1995年2月1日 (一月)17:00,0.51%, 
1995年1月1日 (十二月)17:00,3.37%, 
1994年12月1日 (十一月)17:00,-0.56%, 
1994年11月1日 (十月)17:00,0.12%, 
1994年10月1日 (九月)17:00,-1.53%, 
1994年9月1日 (八月)17:00,6.73%, 
1994年8月1日 (七月)17:00,-4.52%, 
1994年7月1日 (六月)17:00,0.03%, 
1994年6月1日 (五月)17:00,3.79%, 
1994年5月1日 (四月)17:00,1.09%, 
1994年4月1日 (三月)17:00,2.50%, 
1994年3月1日 (二月)17:00,2.07%, 
1994年2月1日 (一月)17:00,-2.21%, 
1994年1月1日 (十二月)17:00,2.93%, 
1993年12月1日 (十一月)17:00,-0.32%, 
1993年11月1日 (十月)17:00,0.66%, 
1993年10月1日 (九月)17:00,1.14%, 
1993年9月1日 (八月)17:00,2.72%, 
1993年8月1日 (七月)17:00,-0.12%, 
1993年7月1日 (六月)17:00,-0.93%, 
1993年6月1日 (五月)17:00,0.25%, 
1993年5月1日 (四月)17:00,0.27%, 
1993年4月1日 (三月)17:00,-8.03%, 
1993年3月1日 (二月)17:00,11.35%, 
1993年2月1日 (一月)17:00,-6.28%, 
1993年1月1日 (十二月)17:00,2.00%, 
1992年12月1日 (十一月)17:00,-6.26%, 
1992年11月1日 (十月)17:00,0.61%, 
1992年10月1日 (九月)17:00,-1.91%, 
1992年9月1日 (八月)17:00,-0.79%, 
1992年8月1日 (七月)17:00,11.54%, 
1992年7月1日 (六月)17:00,-5.43%, 
1992年6月1日 (五月)17:00,-9.04%, 
1992年5月1日 (四月)17:00,2.13%, 
1992年4月1日 (三月)17:00,1.57%, 
1992年3月1日 (二月)17:00,0.88%, 
1992年2月1日 (一月)17:00,-2.77%, 
1992年1月1日 (十二月)17:00,0.21%, 
1991年12月1日 (十一月)17:00,5.47%, 
1991年11月1日 (十月)17:00,0.18%, 
1991年10月1日 (九月)17:00,-5.16%, 
1991年9月1日 (八月)17:00,3.76%, 
1991年8月1日 (七月)17:00,4.81%, 
1991年7月1日 (六月)17:00,-4.30%, 
1991年6月1日 (五月)17:00,9.78%, 
1991年5月1日 (四月)17:00,-8.26%, 
1991年4月1日 (三月)17:00,-0.39%, 
1991年3月1日 (二月)17:00,-5.44%, 
1991年2月1日 (一月)17:00,3.65%, 
1991年1月1日 (十二月)17:00,1.35%, 
1990年12月1日 (十一月)17:00,-1.78%, 
1990年11月1日 (十月)17:00,0.46%, 
1990年10月1日 (九月)17:00,1.10%, 
1990年9月1日 (八月)17:00,-0.11%, 
1990年8月1日 (七月)17:00,8.65%, 
1990年7月1日 (六月)17:00,-2.44%, 
1990年6月1日 (五月)17:00,-1.85%, 
1990年5月1日 (四月)17:00,-3.04%, 
1990年4月1日 (三月)17:00,2.19%, 
1990年3月1日 (二月)17:00,-4.20%, 
1990年2月1日 (一月)17:00,6.13%, 
1990年1月1日 (十二月)17:00,0.19%, 
1989年12月1日 (十一月)17:00,1.51%, 
1989年11月1日 (十月)17:00,-2.58%, 
1989年10月1日 (九月)17:00,0.37%, 
1989年9月1日 (八月)17:00,0.37%, 
1989年8月1日 (七月)17:00,-4.09%, 
1989年7月1日 (六月)17:00,7.87%, 
1989年6月1日 (五月)17:00,-2.07%, 
1989年5月1日 (四月)17:00,1.53%, 
1989年4月1日 (三月)17:00,-0.76%, 
1989年3月1日 (二月)17:00,1.54%, 
1989年2月1日 (一月)17:00,0.39%, 
1989年1月1日 (十二月)17:00,3.81%, 
1988年12月1日 (十一月)17:00,-2.16%, 
1988年11月1日 (十月)17:00,8.97%, 
1988年10月1日 (九月)17:00,-2.90%, 
1988年9月1日 (八月)17:00,-1.83%, 
1988年8月1日 (七月)17:00,-1.21%, 
1988年7月1日 (六月)17:00,5.52%, 
1988年6月1日 (五月)17:00,4.90%, 
1988年5月1日 (四月)17:00,2.05%, 
1988年4月1日 (三月)17:00,4.02%, 
1988年3月1日 (二月)17:00,4.44%, 
1988年2月1日 (一月)17:00,-10.99%, 
1988年1月1日 (十二月)17:00,0.89%, 
1987年12月1日 (十一月)17:00,-0.22%, 
1987年11月1日 (十月)17:00,0.67%, 
1987年10月1日 (九月)17:00,6.15%, 
1987年9月1日 (八月)17:00,-3.86%, 
1987年8月1日 (七月)17:00,2.09%, 
1987年7月1日 (六月)17:00,-3.36%, 
1987年6月1日 (五月)17:00,0.68%, 
1987年5月1日 (四月)17:00,1.84%, 
1987年4月1日 (三月)17:00,-1.14%, 
1987年3月1日 (二月)17:00,8.91%, 
1987年2月1日 (一月)17:00,-7.13%, 
1987年1月1日 (十二月)17:00,0.46%, 
1986年12月1日 (十一月)17:00,0.23%, 
1986年11月1日 (十月)17:00,-0.69%, 
1986年10月1日 (九月)17:00,1.64%, 
1986年9月1日 (八月)17:00,-2.51%, 
1986年8月1日 (七月)17:00,0.00%, 
1986年7月1日 (六月)17:00,1.62%, 
1986年6月1日 (五月)17:00,-6.70%, 
1986年5月1日 (四月)17:00,3.35%, 
1986年4月1日 (三月)17:00,0.00%, 
1986年3月1日 (二月)17:00,-1.54%, 
1986年2月1日 (一月)17:00,-0.44%, 
1986年1月1日 (十二月)17:00,2.24%, 
1985年12月1日 (十一月)17:00,1.13%, 
1985年11月1日 (十月)17:00,-0.90%, 
1985年10月1日 (九月)17:00,0.22%, 
1985年9月1日 (八月)17:00,-4.09%, 
1985年8月1日 (七月)17:00,3.80%, 
1985年7月1日 (六月)17:00,-3.87%, 
1985年6月1日 (五月)17:00,4.03%, 
1985年5月1日 (四月)17:00,-3.04%, 
1985年4月1日 (三月)17:00,2.90%, 
1985年3月1日 (二月)17:00,3.23%, 
1985年2月1日 (一月)17:00,-2.69%, 
1985年1月1日 (十二月)17:00,2.06%, 
1984年12月1日 (十一月)17:00,1.63%, 
1984年11月1日 (十月)17:00,0.23%, 
1984年10月1日 (九月)17:00,2.63%, 
1984年9月1日 (八月)17:00,5.56%, 
1984年8月1日 (七月)17:00,9.39%, 
1984年7月1日 (六月)17:00,-8.35%, 
1984年6月1日 (五月)17:00,0.51%, 
1984年5月1日 (四月)17:00,0.77%, 
1984年4月1日 (三月)17:00,-4.41%, 
1984年3月1日 (二月)17:00,6.25%, 
1984年2月1日 (一月)17:00,0.00%, 
1984年1月1日 (十二月)17:00,2.13%, 
1983年12月1日 (十一月)17:00,3.01%, 
1983年11月1日 (十月)17:00,-1.35%, 
1983年10月1日 (九月)17:00,3.35%, 
1983年9月1日 (八月)17:00,3.17%, 
1983年8月1日 (七月)17:00,-4.14%, 
1983年7月1日 (六月)17:00,3.13%, 
1983年6月1日 (五月)17:00,1.15%, 
1983年5月1日 (四月)17:00,-0.86%, 
1983年4月1日 (三月)17:00,0.86%, 
1983年3月1日 (二月)17:00,-1.70%, 
1983年2月1日 (一月)17:00,2.62%, 
1983年1月1日 (十二月)17:00,-3.10%, 
1982年12月1日 (十一月)17:00,1.72%, 
1982年11月1日 (十月)17:00,-1.41%, 
1982年10月1日 (九月)17:00,1.43%, 
1982年9月1日 (八月)17:00,0.87%, 
1982年8月1日 (七月)17:00,-2.81%, 
1982年7月1日 (六月)17:00,-2.47%, 
1982年6月1日 (五月)17:00,1.96%, 
1982年5月1日 (四月)17:00,-1.65%, 
1982年4月1日 (三月)17:00,0.83%, 
1982年3月1日 (二月)17:00,0.56%, 
1982年2月1日 (一月)17:00,6.53%, 
1982年1月1日 (十二月)17:00,-5.07%, 
1981年12月1日 (十一月)17:00,0.57%, 
1981年11月1日 (十月)17:00,5.06%, 
1981年10月1日 (九月)17:00,0.90%, 
1981年9月1日 (八月)17:00,-4.86%, 
1981年8月1日 (七月)17:00,6.06%, 
1981年7月1日 (六月)17:00,2.80%, 
1981年6月1日 (五月)17:00,-2.13%, 
1981年5月1日 (四月)17:00,5.47%, 
1981年4月1日 (三月)17:00,-0.32%, 
1981年3月1日 (二月)17:00,4.35%, 
1981年2月1日 (一月)17:00,1.36%, 
1981年1月1日 (十二月)17:00,0.34%, 
1980年12月1日 (十一月)17:00,1.73%, 
1980年11月1日 (十月)17:00,0.35%, 
1980年10月1日 (九月)17:00,0.00%, 
1980年9月1日 (八月)17:00,1.77%, 
1980年8月1日 (七月)17:00,-2.75%, 
1980年7月1日 (六月)17:00,-2.02%, 
1980年6月1日 (五月)17:00,1.02%, 
1980年5月1日 (四月)17:00,-0.34%, 
1980年4月1日 (三月)17:00,-1.34%, 
1980年3月1日 (二月)17:00,2.05%, 
1980年2月1日 (一月)17:00,5.02%, 
1980年1月1日 (十二月)17:00,0.00%, 
1979年12月1日 (十一月)17:00,3.33%, 
1979年11月1日 (十月)17:00,1.12%, 
1979年10月1日 (九月)17:00,-1.84%, 
1979年9月1日 (八月)17:00,2.26%, 
1979年8月1日 (七月)17:00,0.76%, 
1979年7月1日 (六月)17:00,2.72%, 
1979年6月1日 (五月)17:00,-2.28%, 
1979年5月1日 (四月)17:00,3.14%, 
1979年4月1日 (三月)17:00,4.51%, 
1979年3月1日 (二月)17:00,1.67%, 
1979年2月1日 (一月)17:00,-4.38%, 
1979年1月1日 (十二月)17:00,1.62%, 
1978年12月1日 (十一月)17:00,-1.20%, 
1978年11月1日 (十月)17:00,-1.57%, 
1978年10月1日 (九月)17:00,5.39%, 
1978年9月1日 (八月)17:00,8.07%, 
1978年8月1日 (七月)17:00,-5.91%, 
1978年7月1日 (六月)17:00,3.95%, 
1978年6月1日 (五月)17:00,-2.15%, 
1978年5月1日 (四月)17:00,0.43%, 
1978年4月1日 (三月)17:00,2.65%, 
1978年3月1日 (二月)17:00,-0.88%, 
1978年2月1日 (一月)17:00,-2.56%, 
1978年1月1日 (十二月)17:00,1.74%, 
1977年12月1日 (十一月)17:00,-4.56%, 
1977年11月1日 (十月)17:00,5.24%, 
1977年10月1日 (九月)17:00,-0.43%, 
1977年9月1日 (八月)17:00,4.07%, 
1977年8月1日 (七月)17:00,-4.74%, 
1977年7月1日 (六月)17:00,4.04%, 
1977年6月1日 (五月)17:00,0.45%, 
1977年5月1日 (四月)17:00,-1.77%, 
1977年4月1日 (三月)17:00,2.73%, 
1977年3月1日 (二月)17:00,0.92%, 
1977年2月1日 (一月)17:00,1.87%, 
1977年1月1日 (十二月)17:00,-2.28%, 
1976年12月1日 (十一月)17:00,-1.79%, 
1976年11月1日 (十月)17:00,-2.19%, 
1976年10月1日 (九月)17:00,4.59%, 
1976年9月1日 (八月)17:00,1.87%, 
1976年8月1日 (七月)17:00,3.38%, 
1976年7月1日 (六月)17:00,-0.96%, 
1976年6月1日 (五月)17:00,2.45%, 
1976年5月1日 (四月)17:00,0.00%, 
1976年4月1日 (三月)17:00,3.03%, 
1976年3月1日 (二月)17:00,-2.94%, 
1976年2月1日 (一月)17:00,5.70%, 
1976年1月1日 (十二月)17:00,-3.02%, 
1975年12月1日 (十一月)17:00,8.15%, 
1975年11月1日 (十月)17:00,0.55%, 
1975年10月1日 (九月)17:00,0.00%, 
1975年9月1日 (八月)17:00,-0.54%, 
1975年8月1日 (七月)17:00,-1.60%, 
1975年7月1日 (六月)17:00,2.19%, 
1975年6月1日 (五月)17:00,2.23%, 
1975年5月1日 (四月)17:00,-0.56%, 
1975年4月1日 (三月)17:00,-3.23%, 
1975年3月1日 (二月)17:00,1.09%, 
1975年2月1日 (一月)17:00,-5.64%, 
1975年1月1日 (十二月)17:00,-4.41%, 
1974年12月1日 (十一月)17:00,6.25%, 
1974年11月1日 (十月)17:00,-1.03%, 
1974年10月1日 (九月)17:00,-6.73%, 
1974年9月1日 (八月)17:00,5.58%, 
1974年8月1日 (七月)17:00,3.14%, 
1974年7月1日 (六月)17:00,-3.05%, 
1974年6月1日 (五月)17:00,3.68%, 
1974年5月1日 (四月)17:00,1.60%, 
1974年4月1日 (三月)17:00,2.75%, 
1974年3月1日 (二月)17:00,-0.55%, 
1974年2月1日 (一月)17:00,21.19%, 
1974年1月1日 (十二月)17:00,-9.58%, 
1973年12月1日 (十一月)17:00,3.73%, 
1973年11月1日 (十月)17:00,0.62%, 
1973年10月1日 (九月)17:00,3.90%, 
1973年9月1日 (八月)17:00,5.48%, 
1973年8月1日 (七月)17:00,2.10%, 
1973年7月1日 (六月)17:00,-3.38%, 
1973年6月1日 (五月)17:00,1.37%, 
1973年5月1日 (四月)17:00,7.35%, 
1973年4月1日 (三月)17:00,-3.55%, 
1973年3月1日 (二月)17:00,1.44%, 
1973年2月1日 (一月)17:00,1.46%, 
1973年1月1日 (十二月)17:00,1.48%, 
1972年12月1日 (十一月)17:00,0.75%, 
1972年11月1日 (十月)17:00,7.20%, 
1972年10月1日 (九月)17:00,0.00%, 
1972年9月1日 (八月)17:00,3.31%, 
1972年8月1日 (七月)17:00,0.00%, 
1972年7月1日 (六月)17:00,0.00%, 
1972年6月1日 (五月)17:00,0.83%, 
1972年5月1日 (四月)17:00,1.69%, 
1972年4月1日 (三月)17:00,-0.84%, 
1972年3月1日 (二月)17:00,4.39%, 
1972年2月1日 (一月)17:00,7.55%, 
1972年1月1日 (十二月)17:00,-5.36%, 
1971年12月1日 (十一月)17:00,-1.75%, 
1971年11月1日 (十月)17:00,-2.56%, 
1971年10月1日 (九月)17:00,0.86%, 
1971年9月1日 (八月)17:00,-2.52%, 
1971年8月1日 (七月)17:00,2.59%, 
1971年7月1日 (六月)17:00,5.45%, 
1971年6月1日 (五月)17:00,-1.79%, 
1971年5月1日 (四月)17:00,-1.75%, 
1971年4月1日 (三月)17:00,2.70%, 
1971年3月1日 (二月)17:00,1.83%, 
1971年2月1日 (一月)17:00,-1.80%, 
1971年1月1日 (十二月)17:00,3.74%, 
1970年12月1日 (十一月)17:00,0.00%, 
1970年11月1日 (十月)17:00,1.90%, 
1970年10月1日 (九月)17:00,-0.94%, 
1970年9月1日 (八月)17:00,-2.75%, 
1970年8月1日 (七月)17:00,3.81%, 
1970年7月1日 (六月)17:00,0.00%, 
1970年6月1日 (五月)17:00,6.06%, 
1970年5月1日 (四月)17:00,-4.81%, 
1970年4月1日 (三月)17:00,7.22%, 
1970年3月1日 (二月)17:00,1.04%, 
1970年2月1日 (一月)17:00,2.13%, 
1970年1月1日 (十二月)17:00,-6.00%, 
