时间,今值,预测值
2012年7月24日14:58  ,43.6,45.5
2012年7月2日15:50,45.2,45.3
2012年6月21日14:58  ,45.3,44.5
2012年6月1日15:50,44.7,44.4
2012年5月24日14:58  ,44.4,47.0
2012年5月2日15:50,46.9,47.3
2012年4月23日14:58  ,47.3,47.2
2012年4月2日15:50,46.7,47.6
2012年3月22日15:58  ,47.6,50.3
2012年3月1日16:50,50.0,50.2
2012年2月22日16:00  ,50.2,48.7
2012年2月1日16:50,48.5,48.5
2012年1月24日16:00  ,48.5,49.3
2012年1月2日16:50,48.9,48.7
2011年12月15日16:00  ,48.7,47.1
2011年12月1日16:50,47.3,47.6
2011年11月23日16:00  ,47.6,47.6
2011年11月2日16:50,48.5,49.0
2011年10月24日15:00  ,49.0,48.0
2011年10月3日15:50,48.2,47.3
2011年9月22日15:00  ,47.3,48.5
2011年9月1日15:50,49.1,49.3
2011年8月23日15:00  ,49.3,49.7
2011年8月1日15:50,50.5,50.1
2011年7月21日15:00  ,50.1,52.0
2011年6月23日15:00  ,52.5,54.0
2011年6月1日15:50,54.9,55.0
2011年5月23日15:00  ,55.0,57.0
2011年5月2日15:50,57.5,56.9
2011年4月19日15:00  ,56.9,55.3
2011年3月24日16:00  ,56.6,56.2
2011年2月21日16:00  ,55.3,55.0
2011年2月1日16:50,54.9,54.3
2011年1月24日16:00  ,54.3,56.8
2010年12月16日16:00  ,56.3,58.0
2010年11月23日16:00  ,57.5,55.2
2010年10月21日15:00  ,55.2,55.3
2010年9月23日15:00  ,55.4,55.0
2010年8月23日15:00  ,54.7,53.3
2010年7月22日15:00  ,53.7,54.1
2010年6月23日15:00  ,54.9,55.3
2010年6月1日15:50,55.8,56.2
2010年5月21日15:00  ,56.2,56.8
2010年5月3日15:50,56.6,56.7
2010年4月22日15:00  ,56.7,56.8
2010年3月24日16:00  ,56.3,55.0
2010年2月19日16:00  ,54.6,55.3
2010年1月21日16:00  ,54.7,55.1
2009年12月16日16:00  ,54.4,54.8
2009年12月1日16:50,54.4,54.2
2009年11月23日16:00  ,54.2,55.4
2009年10月23日15:00  ,55.3,53.3
2009年10月1日15:50,53.0,52.5
2009年9月23日15:00  ,52.5,51.4
2009年8月21日15:00  ,50.2,49.1
2009年7月24日15:00  ,47.9,46.4
2009年7月1日15:50,45.9,45.5
2009年6月23日15:00  ,45.5,44.5
2009年5月21日15:00,43.1,41.0
2009年4月23日15:00,40.0,37.0
2009年3月24日16:00,36.3,35.0
2009年2月20日16:00,32.3,38.0
2009年1月23日16:00,38.1,34.0
2008年12月16日16:00,35.9,35.5
2008年11月21日16:00,37.9,40.0
2008年10月24日15:00,40.8,42.3
2008年9月23日15:00,43.6,46.1
2008年8月21日15:00,45.1,47.0
