时间,今值,预测值
1992年11月1日 (十月)17:00,0.00%, 
1992年10月1日 (九月)17:00,0.50%, 
1992年9月1日 (八月)17:00,0.30%, 
1992年8月1日 (七月)17:00,-0.50%, 
1992年7月1日 (六月)17:00,0.30%, 
1992年6月1日 (五月)17:00,0.00%, 
1992年5月1日 (四月)17:00,-0.40%, 
1992年4月1日 (三月)17:00,-0.40%, 
1992年3月1日 (二月)17:00,0.00%, 
1992年2月1日 (一月)17:00,0.10%, 
1992年1月1日 (十二月)17:00,-0.20%, 
1991年12月1日 (十一月)17:00,0.00%, 
1991年11月1日 (十月)17:00,-0.30%, 
1991年10月1日 (九月)17:00,-0.10%, 
1991年9月1日 (八月)17:00,0.00%, 
1991年8月1日 (七月)17:00,-0.20%, 
1991年7月1日 (六月)17:00,-0.20%, 
1991年6月1日 (五月)17:00,-0.30%, 
1991年5月1日 (四月)17:00,-0.10%, 
1991年4月1日 (三月)17:00,-0.30%, 
1991年3月1日 (二月)17:00,0.20%, 
1991年2月1日 (一月)17:00,0.30%, 
1991年1月1日 (十二月)17:00,0.50%, 
1990年12月1日 (十一月)17:00,0.00%, 
1990年11月1日 (十月)17:00,0.50%, 
1990年10月1日 (九月)17:00,0.10%, 
1990年9月1日 (八月)17:00,0.30%, 
1990年8月1日 (七月)17:00,0.80%, 
1990年7月1日 (六月)17:00,0.60%, 
1990年6月1日 (五月)17:00,0.40%, 
1990年5月1日 (四月)17:00,1.30%, 
1990年4月1日 (三月)17:00,1.40%, 
1990年3月1日 (二月)17:00,1.50%, 
1990年2月1日 (一月)17:00,0.30%, 
1990年1月1日 (十二月)17:00,0.80%, 
1989年12月1日 (十一月)17:00,1.00%, 
1989年11月1日 (十月)17:00,0.80%, 
1989年10月1日 (九月)17:00,1.10%, 
1989年9月1日 (八月)17:00,0.90%, 
1989年8月1日 (七月)17:00,1.00%, 
1989年7月1日 (六月)17:00,1.40%, 
1989年6月1日 (五月)17:00,1.90%, 
1989年5月1日 (四月)17:00,1.30%, 
1989年4月1日 (三月)17:00,1.50%, 
1989年3月1日 (二月)17:00,1.60%, 
1989年2月1日 (一月)17:00,1.10%, 
1989年1月1日 (十二月)17:00,1.50%, 
1988年12月1日 (十一月)17:00,1.80%, 
1988年11月1日 (十月)17:00,2.00%, 
1988年10月1日 (九月)17:00,2.00%, 
1988年9月1日 (八月)17:00,1.30%, 
1988年8月1日 (七月)17:00,1.70%, 
1988年7月1日 (六月)17:00,2.00%, 
1988年6月1日 (五月)17:00,1.60%, 
1988年5月1日 (四月)17:00,1.50%, 
1988年4月1日 (三月)17:00,1.60%, 
1988年3月1日 (二月)17:00,1.90%, 
1988年2月1日 (一月)17:00,2.80%, 
1988年1月1日 (十二月)17:00,2.20%, 
1987年12月1日 (十一月)17:00,2.10%, 
1987年11月1日 (十月)17:00,1.50%, 
1987年10月1日 (九月)17:00,1.20%, 
1987年9月1日 (八月)17:00,1.70%, 
1987年8月1日 (七月)17:00,2.00%, 
1987年7月1日 (六月)17:00,0.40%, 
1987年6月1日 (五月)17:00,1.60%, 
1987年5月1日 (四月)17:00,2.10%, 
1987年4月1日 (三月)17:00,1.00%, 
1987年3月1日 (二月)17:00,1.40%, 
1987年2月1日 (一月)17:00,1.30%, 
1987年1月1日 (十二月)17:00,1.30%, 
1986年12月1日 (十一月)17:00,0.80%, 
1986年11月1日 (十月)17:00,1.30%, 
1986年10月1日 (九月)17:00,1.00%, 
1986年9月1日 (八月)17:00,2.00%, 
1986年8月1日 (七月)17:00,2.90%, 
1986年7月1日 (六月)17:00,1.20%, 
1986年6月1日 (五月)17:00,1.30%, 
1986年5月1日 (四月)17:00,1.90%, 
1986年4月1日 (三月)17:00,1.30%, 
1986年3月1日 (二月)17:00,2.00%, 
1986年2月1日 (一月)17:00,1.10%, 
1986年1月1日 (十二月)17:00,1.50%, 
1985年12月1日 (十一月)17:00,1.90%, 
1985年11月1日 (十月)17:00,2.30%, 
1985年10月1日 (九月)17:00,2.00%, 
1985年9月1日 (八月)17:00,1.70%, 
1985年8月1日 (七月)17:00,1.90%, 
1985年7月1日 (六月)17:00,2.00%, 
1985年6月1日 (五月)17:00,1.80%, 
1985年5月1日 (四月)17:00,1.50%, 
1985年4月1日 (三月)17:00,1.60%, 
1985年3月1日 (二月)17:00,1.40%, 
1985年2月1日 (一月)17:00,1.50%, 
1985年1月1日 (十二月)17:00,1.60%, 
1984年12月1日 (十一月)17:00,1.60%, 
1984年11月1日 (十月)17:00,2.00%, 
1984年10月1日 (九月)17:00,1.90%, 
1984年9月1日 (八月)17:00,1.30%, 
1984年8月1日 (七月)17:00,-0.10%, 
1984年7月1日 (六月)17:00,2.50%, 
1984年6月1日 (五月)17:00,0.60%, 
1984年5月1日 (四月)17:00,1.70%, 
1984年4月1日 (三月)17:00,1.70%, 
1984年3月1日 (二月)17:00,0.80%, 
1984年2月1日 (一月)17:00,0.90%, 
1984年1月1日 (十二月)17:00,1.70%, 
1983年12月1日 (十一月)17:00,1.50%, 
1983年11月1日 (十月)17:00,0.30%, 
1983年10月1日 (九月)17:00,0.50%, 
1983年9月1日 (八月)17:00,0.50%, 
1983年8月1日 (七月)17:00,0.30%, 
1983年7月1日 (六月)17:00,0.60%, 
1983年6月1日 (五月)17:00,0.50%, 
1983年5月1日 (四月)17:00,0.40%, 
1983年4月1日 (三月)17:00,2.10%, 
1983年3月1日 (二月)17:00,2.70%, 
1983年2月1日 (一月)17:00,0.80%, 
1983年1月1日 (十二月)17:00,0.30%, 
1982年12月1日 (十一月)17:00,0.70%, 
1982年11月1日 (十月)17:00,0.70%, 
1982年10月1日 (九月)17:00,1.00%, 
1982年9月1日 (八月)17:00,1.00%, 
1982年8月1日 (七月)17:00,1.30%, 
1982年7月1日 (六月)17:00,0.80%, 
1982年6月1日 (五月)17:00,0.60%, 
1982年5月1日 (四月)17:00,2.00%, 
1982年4月1日 (三月)17:00,1.30%, 
1982年3月1日 (二月)17:00,1.30%, 
1982年2月1日 (一月)17:00,1.80%, 
1982年1月1日 (十二月)17:00,1.60%, 
1981年12月1日 (十一月)17:00,1.20%, 
1981年11月1日 (十月)17:00,1.40%, 
1981年10月1日 (九月)17:00,1.30%, 
1981年9月1日 (八月)17:00,1.30%, 
1981年8月1日 (七月)17:00,1.80%, 
1981年7月1日 (六月)17:00,1.30%, 
1981年6月1日 (五月)17:00,1.80%, 
1981年5月1日 (四月)17:00,1.70%, 
1981年4月1日 (三月)17:00,1.40%, 
1981年3月1日 (二月)17:00,1.10%, 
1981年2月1日 (一月)17:00,1.60%, 
1981年1月1日 (十二月)17:00,1.40%, 
1980年12月1日 (十一月)17:00,1.40%, 
1980年11月1日 (十月)17:00,1.70%, 
1980年10月1日 (九月)17:00,1.00%, 
1980年9月1日 (八月)17:00,1.20%, 
1980年8月1日 (七月)17:00,1.70%, 
1980年7月1日 (六月)17:00,0.80%, 
1980年6月1日 (五月)17:00,1.50%, 
1980年5月1日 (四月)17:00,1.40%, 
1980年4月1日 (三月)17:00,1.30%, 
1980年3月1日 (二月)17:00,1.60%, 
1980年2月1日 (一月)17:00,1.10%, 
1980年1月1日 (十二月)17:00,1.20%, 
1979年12月1日 (十一月)17:00,1.70%, 
1979年11月1日 (十月)17:00,1.20%, 
1979年10月1日 (九月)17:00,1.60%, 
1979年9月1日 (八月)17:00,1.50%, 
1979年8月1日 (七月)17:00,1.10%, 
1979年7月1日 (六月)17:00,2.00%, 
1979年6月1日 (五月)17:00,1.00%, 
1979年5月1日 (四月)17:00,1.60%, 
1979年4月1日 (三月)17:00,1.20%, 
1979年3月1日 (二月)17:00,1.60%, 
1979年2月1日 (一月)17:00,0.90%, 
1979年1月1日 (十二月)17:00,1.40%, 
1978年12月1日 (十一月)17:00,1.20%, 
1978年11月1日 (十月)17:00,1.50%, 
1978年10月1日 (九月)17:00,1.30%, 
1978年9月1日 (八月)17:00,1.00%, 
1978年8月1日 (七月)17:00,0.60%, 
1978年7月1日 (六月)17:00,0.80%, 
1978年6月1日 (五月)17:00,1.50%, 
1978年5月1日 (四月)17:00,0.90%, 
1978年4月1日 (三月)17:00,1.20%, 
1978年3月1日 (二月)17:00,1.10%, 
1978年2月1日 (一月)17:00,1.20%, 
1978年1月1日 (十二月)17:00,1.30%, 
1977年12月1日 (十一月)17:00,1.10%, 
1977年11月1日 (十月)17:00,1.00%, 
1977年10月1日 (九月)17:00,1.40%, 
1977年9月1日 (八月)17:00,1.60%, 
1977年8月1日 (七月)17:00,1.50%, 
1977年7月1日 (六月)17:00,1.70%, 
1977年6月1日 (五月)17:00,1.30%, 
1977年5月1日 (四月)17:00,1.60%, 
1977年4月1日 (三月)17:00,1.40%, 
1977年3月1日 (二月)17:00,0.70%, 
1977年2月1日 (一月)17:00,0.70%, 
1977年1月1日 (十二月)17:00,2.10%, 
1976年12月1日 (十一月)17:00,1.60%, 
1976年11月1日 (十月)17:00,1.70%, 
