时间,今值,预测值
1999年5月1日 (四月)17:00,-2.20%, 
1999年4月1日 (三月)17:00,-1.80%, 
1999年3月1日 (二月)17:00,-1.30%, 
1999年2月1日 (一月)17:00,-1.20%, 
1999年1月1日 (十二月)17:00,-1.00%, 
1998年12月1日 (十一月)17:00,-1.20%, 
1998年11月1日 (十月)17:00,-1.10%, 
1998年10月1日 (九月)17:00,-1.50%, 
1998年9月1日 (八月)17:00,-1.40%, 
1998年8月1日 (七月)17:00,-1.40%, 
1998年7月1日 (六月)17:00,-1.30%, 
1998年6月1日 (五月)17:00,-1.00%, 
1998年5月1日 (四月)17:00,-0.30%, 
1998年4月1日 (三月)17:00,0.70%, 
1998年3月1日 (二月)17:00,-0.10%, 
1998年2月1日 (一月)17:00,0.30%, 
1998年1月1日 (十二月)17:00,0.40%, 
1997年12月1日 (十一月)17:00,1.10%, 
1997年11月1日 (十月)17:00,1.50%, 
1997年10月1日 (九月)17:00,1.80%, 
1997年9月1日 (八月)17:00,1.90%, 
1997年8月1日 (七月)17:00,2.70%, 
1997年7月1日 (六月)17:00,2.80%, 
1997年6月1日 (五月)17:00,2.80%, 
1997年5月1日 (四月)17:00,3.20%, 
1997年4月1日 (三月)17:00,4.00%, 
1997年3月1日 (二月)17:00,5.60%, 
1997年2月1日 (一月)17:00,5.90%, 
1997年1月1日 (十二月)17:00,7.00%, 
1996年12月1日 (十一月)17:00,6.90%, 
1996年11月1日 (十月)17:00,7.00%, 
1996年10月1日 (九月)17:00,7.40%, 
1996年9月1日 (八月)17:00,8.10%, 
1996年8月1日 (七月)17:00,8.30%, 
1996年7月1日 (六月)17:00,8.60%, 
1996年6月1日 (五月)17:00,8.90%, 
1996年5月1日 (四月)17:00,9.70%, 
1996年4月1日 (三月)17:00,9.80%, 
1996年3月1日 (二月)17:00,9.30%, 
1996年2月1日 (一月)17:00,9.00%, 
1996年1月1日 (十二月)17:00,10.10%, 
1995年12月1日 (十一月)17:00,11.20%, 
1995年11月1日 (十月)17:00,12.10%, 
1995年10月1日 (九月)17:00,13.20%, 
1995年9月1日 (八月)17:00,14.50%, 
1995年8月1日 (七月)17:00,16.70%, 
1995年7月1日 (六月)17:00,18.20%, 
1995年6月1日 (五月)17:00,20.30%, 
1995年5月1日 (四月)17:00,20.70%, 
1995年4月1日 (三月)17:00,21.30%, 
1995年3月1日 (二月)17:00,22.40%, 
1995年2月1日 (一月)17:00,24.10%, 
1995年1月1日 (十二月)17:00,25.50%, 
1994年12月1日 (十一月)17:00,27.50%, 
1994年11月1日 (十月)17:00,27.70%, 
1994年10月1日 (九月)17:00,27.30%, 
1994年9月1日 (八月)17:00,25.80%, 
1994年8月1日 (七月)17:00,24.00%, 
1994年7月1日 (六月)17:00,22.60%, 
1994年6月1日 (五月)17:00,21.30%, 
1994年5月1日 (四月)17:00,21.70%, 
1994年4月1日 (三月)17:00,22.40%, 
1994年3月1日 (二月)17:00,23.20%, 
1994年2月1日 (一月)17:00,21.10%, 
1994年1月1日 (十二月)17:00,18.80%, 
1993年12月1日 (十一月)17:00,16.70%, 
1993年11月1日 (十月)17:00,15.90%, 
1993年10月1日 (九月)17:00,15.70%, 
1993年9月1日 (八月)17:00,16.40%, 
1993年8月1日 (七月)17:00,16.20%, 
1993年7月1日 (六月)17:00,15.10%, 
1993年6月1日 (五月)17:00,14.00%, 
1993年5月1日 (四月)17:00,12.60%, 
1993年4月1日 (三月)17:00,12.20%, 
1993年3月1日 (二月)17:00,10.80%, 
1993年2月1日 (一月)17:00,10.30%, 
1993年1月1日 (十二月)17:00,8.80%, 
1992年12月1日 (十一月)17:00,8.20%, 
1992年11月1日 (十月)17:00,7.90%, 
1992年10月1日 (九月)17:00,7.50%, 
1992年9月1日 (八月)17:00,5.80%, 
1992年8月1日 (七月)17:00,5.20%, 
1992年7月1日 (六月)17:00,4.80%, 
1992年6月1日 (五月)17:00,4.70%, 
1992年5月1日 (四月)17:00,7.10%, 
1992年4月1日 (三月)17:00,5.30%, 
1992年3月1日 (二月)17:00,5.30%, 
1992年2月1日 (一月)17:00,5.50%, 
1992年1月1日 (十二月)17:00,4.50%, 
1991年12月1日 (十一月)17:00,4.40%, 
1991年11月1日 (十月)17:00,4.80%, 
1991年10月1日 (九月)17:00,4.50%, 
1991年9月1日 (八月)17:00,4.90%, 
1991年8月1日 (七月)17:00,4.70%, 
1991年7月1日 (六月)17:00,4.40%, 
1991年6月1日 (五月)17:00,3.60%, 
1991年5月1日 (四月)17:00,1.30%, 
1991年4月1日 (三月)17:00,1.60%, 
1991年3月1日 (二月)17:00,1.80%, 
1991年2月1日 (一月)17:00,2.20%, 
1991年1月1日 (十二月)17:00,4.30%, 
1990年12月1日 (十一月)17:00,3.70%, 
1990年11月1日 (十月)17:00,3.10%, 
1990年10月1日 (九月)17:00,2.90%, 
1990年9月1日 (八月)17:00,2.50%, 
1990年8月1日 (七月)17:00,1.10%, 
1990年7月1日 (六月)17:00,1.10%, 
1990年6月1日 (五月)17:00,2.70%, 
1990年5月1日 (四月)17:00,3.20%, 
1990年4月1日 (三月)17:00,3.40%, 
1990年3月1日 (二月)17:00,4.40%, 
1990年2月1日 (一月)17:00,4.30%, 
1990年1月1日 (十二月)17:00,6.60%, 
1989年12月1日 (十一月)17:00,7.40%, 
1989年11月1日 (十月)17:00,8.60%, 
1989年10月1日 (九月)17:00,11.50%, 
1989年9月1日 (八月)17:00,15.30%, 
1989年8月1日 (七月)17:00,19.40%, 
1989年7月1日 (六月)17:00,22.80%, 
1989年6月1日 (五月)17:00,24.90%, 
1989年5月1日 (四月)17:00,26.60%, 
1989年4月1日 (三月)17:00,27.10%, 
1989年3月1日 (二月)17:00,28.40%, 
1989年2月1日 (一月)17:00,27.40%, 
1989年1月1日 (十二月)17:00,27.90%, 
1988年12月1日 (十一月)17:00,26.80%, 
1988年11月1日 (十月)17:00,27.10%, 
1988年10月1日 (九月)17:00,26.40%, 
1988年9月1日 (八月)17:00,23.60%, 
1988年8月1日 (七月)17:00,19.20%, 
1988年7月1日 (六月)17:00,16.30%, 
1988年6月1日 (五月)17:00,14.20%, 
1988年5月1日 (四月)17:00,12.20%, 
1988年4月1日 (三月)17:00,11.30%, 
1988年3月1日 (二月)17:00,10.40%, 
1988年2月1日 (一月)17:00,9.30%, 
1988年1月1日 (十二月)17:00,8.90%, 
1987年12月1日 (十一月)17:00,8.30%, 
1987年11月1日 (十月)17:00,7.50%, 
1987年10月1日 (九月)17:00,7.70%, 
1987年9月1日 (八月)17:00,8.20%, 
1987年8月1日 (七月)17:00,7.80%, 
1987年7月1日 (六月)17:00,7.80%, 
1987年6月1日 (五月)17:00,7.60%, 
1987年5月1日 (四月)17:00,6.70%, 
1987年4月1日 (三月)17:00,5.80%, 
1987年3月1日 (二月)17:00,5.40%, 
1987年2月1日 (一月)17:00,5.10%, 
1987年1月1日 (十二月)17:00,7.10%, 
1986年12月1日 (十一月)17:00,7.10%, 
1986年11月1日 (十月)17:00,7.10%, 
1986年10月1日 (九月)17:00,7.10%, 
1986年9月1日 (八月)17:00,7.10%, 
1986年8月1日 (七月)17:00,7.10%, 
1986年7月1日 (六月)17:00,7.10%, 
1986年6月1日 (五月)17:00,7.10%, 
1986年5月1日 (四月)17:00,7.10%, 
1986年4月1日 (三月)17:00,7.10%, 
1986年3月1日 (二月)17:00,7.10%, 
1986年2月1日 (一月)17:00,7.10%, 
