时间,今值,预测值
2010年12月1日 (十一月)17:00,3.84B, 
2010年11月1日 (十月)17:00,3.90B, 
2010年10月1日 (九月)17:00,3.63B, 
2010年9月1日 (八月)17:00,3.56B, 
2010年8月1日 (七月)17:00,3.74B, 
2010年7月1日 (六月)17:00,3.57B, 
2010年6月1日 (五月)17:00,3.43B, 
2010年5月1日 (四月)17:00,3.30B, 
2010年4月1日 (三月)17:00,3.47B, 
2010年3月1日 (二月)17:00,2.99B, 
2010年2月1日 (一月)17:00,2.89B, 
2010年1月1日 (十二月)17:00,3.44B, 
2009年12月1日 (十一月)17:00,3.34B, 
2009年11月1日 (十月)17:00,3.46B, 
2009年10月1日 (九月)17:00,3.38B, 
2009年9月1日 (八月)17:00,3.46B, 
2009年8月1日 (七月)17:00,3.35B, 
2009年7月1日 (六月)17:00,3.56B, 
2009年6月1日 (五月)17:00,3.06B, 
2009年5月1日 (四月)17:00,3.32B, 
2009年4月1日 (三月)17:00,3.61B, 
2009年3月1日 (二月)17:00,2.96B, 
2009年2月1日 (一月)17:00,3.27B, 
2009年1月1日 (十二月)17:00,4.18B, 
2008年12月1日 (十一月)17:00,4.27B, 
2008年11月1日 (十月)17:00,4.82B, 
2008年10月1日 (九月)17:00,4.42B, 
2008年9月1日 (八月)17:00,4.42B, 
2008年8月1日 (七月)17:00,4.23B, 
2008年7月1日 (六月)17:00,3.81B, 
2008年6月1日 (五月)17:00,3.91B, 
2008年5月1日 (四月)17:00,4.12B, 
2008年4月1日 (三月)17:00,3.47B, 
2008年3月1日 (二月)17:00,3.46B, 
2008年2月1日 (一月)17:00,3.39B, 
2008年1月1日 (十二月)17:00,3.64B, 
2007年12月1日 (十一月)17:00,4.00B, 
2007年11月1日 (十月)17:00,4.14B, 
2007年10月1日 (九月)17:00,3.51B, 
2007年9月1日 (八月)17:00,3.61B, 
2007年8月1日 (七月)17:00,3.45B, 
2007年7月1日 (六月)17:00,3.26B, 
2007年6月1日 (五月)17:00,3.34B, 
2007年5月1日 (四月)17:00,3.39B, 
2007年4月1日 (三月)17:00,3.26B, 
2007年3月1日 (二月)17:00,2.97B, 
2007年2月1日 (一月)17:00,3.31B, 
2007年1月1日 (十二月)17:00,3.29B, 
2006年12月1日 (十一月)17:00,3.61B, 
2006年11月1日 (十月)17:00,3.89B, 
2006年10月1日 (九月)17:00,3.45B, 
2006年9月1日 (八月)17:00,3.68B, 
2006年8月1日 (七月)17:00,3.71B, 
2006年7月1日 (六月)17:00,3.16B, 
2006年6月1日 (五月)17:00,3.75B, 
2006年5月1日 (四月)17:00,2.98B, 
2006年4月1日 (三月)17:00,3.11B, 
2006年3月1日 (二月)17:00,2.97B, 
2006年2月1日 (一月)17:00,3.09B, 
2006年1月1日 (十二月)17:00,2.96B, 
2005年12月1日 (十一月)17:00,3.81B, 
2005年11月1日 (十月)17:00,3.35B, 
2005年10月1日 (九月)17:00,3.32B, 
2005年9月1日 (八月)17:00,3.46B, 
2005年8月1日 (七月)17:00,3.05B, 
2005年7月1日 (六月)17:00,3.06B, 
2005年6月1日 (五月)17:00,3.02B, 
2005年5月1日 (四月)17:00,2.94B, 
2005年4月1日 (三月)17:00,2.98B, 
2005年3月1日 (二月)17:00,2.75B, 
2005年2月1日 (一月)17:00,2.55B, 
2005年1月1日 (十二月)17:00,3.07B, 
2004年12月1日 (十一月)17:00,3.30B, 
2004年11月1日 (十月)17:00,3.03B, 
2004年10月1日 (九月)17:00,3.17B, 
2004年9月1日 (八月)17:00,3.07B, 
2004年8月1日 (七月)17:00,2.85B, 
2004年7月1日 (六月)17:00,3.09B, 
2004年6月1日 (五月)17:00,2.70B, 
2004年5月1日 (四月)17:00,2.89B, 
2004年4月1日 (三月)17:00,2.73B, 
2004年3月1日 (二月)17:00,2.42B, 
2004年2月1日 (一月)17:00,2.61B, 
2004年1月1日 (十二月)17:00,2.81B, 
2003年12月1日 (十一月)17:00,2.78B, 
2003年11月1日 (十月)17:00,3.01B, 
2003年10月1日 (九月)17:00,2.95B, 
2003年9月1日 (八月)17:00,2.60B, 
2003年8月1日 (七月)17:00,2.78B, 
2003年7月1日 (六月)17:00,2.50B, 
2003年6月1日 (五月)17:00,2.64B, 
2003年5月1日 (四月)17:00,2.52B, 
2003年4月1日 (三月)17:00,2.48B, 
2003年3月1日 (二月)17:00,2.32B, 
2003年2月1日 (一月)17:00,2.39B, 
2003年1月1日 (十二月)17:00,2.66B, 
2002年12月1日 (十一月)17:00,2.94B, 
2002年11月1日 (十月)17:00,3.17B, 
2002年10月1日 (九月)17:00,2.79B, 
2002年9月1日 (八月)17:00,2.94B, 
2002年8月1日 (七月)17:00,2.83B, 
2002年7月1日 (六月)17:00,2.30B, 
2002年6月1日 (五月)17:00,2.59B, 
2002年5月1日 (四月)17:00,2.77B, 
2002年4月1日 (三月)17:00,2.49B, 
2002年3月1日 (二月)17:00,2.34B, 
2002年2月1日 (一月)17:00,2.52B, 
2002年1月1日 (十二月)17:00,2.55B, 
2001年12月1日 (十一月)17:00,3.03B, 
2001年11月1日 (十月)17:00,3.01B, 
2001年10月1日 (九月)17:00,2.67B, 
2001年9月1日 (八月)17:00,2.74B, 
2001年8月1日 (七月)17:00,2.79B, 
2001年7月1日 (六月)17:00,2.66B, 
2001年6月1日 (五月)17:00,2.56B, 
2001年5月1日 (四月)17:00,2.46B, 
2001年4月1日 (三月)17:00,2.80B, 
2001年3月1日 (二月)17:00,2.19B, 
2001年2月1日 (一月)17:00,2.22B, 
2001年1月1日 (十二月)17:00,2.71B, 
2000年12月1日 (十一月)17:00,3.18B, 
2000年11月1日 (十月)17:00,2.93B, 
2000年10月1日 (九月)17:00,3.04B, 
2000年9月1日 (八月)17:00,2.74B, 
2000年8月1日 (七月)17:00,2.44B, 
2000年7月1日 (六月)17:00,2.45B, 
2000年6月1日 (五月)17:00,2.39B, 
2000年5月1日 (四月)17:00,2.38B, 
2000年4月1日 (三月)17:00,2.48B, 
2000年3月1日 (二月)17:00,2.23B, 
2000年2月1日 (一月)17:00,1.77B, 
2000年1月1日 (十二月)17:00,3.14B, 
1999年12月1日 (十一月)17:00,2.83B, 
1999年11月1日 (十月)17:00,2.48B, 
1999年10月1日 (九月)17:00,2.57B, 
1999年9月1日 (八月)17:00,2.30B, 
1999年8月1日 (七月)17:00,2.16B, 
1999年7月1日 (六月)17:00,2.04B, 
1999年6月1日 (五月)17:00,1.89B, 
1999年5月1日 (四月)17:00,2.01B, 
1999年4月1日 (三月)17:00,2.10B, 
1999年3月1日 (二月)17:00,1.78B, 
1999年2月1日 (一月)17:00,1.79B, 
1999年1月1日 (十二月)17:00,1.93B, 
1998年12月1日 (十一月)17:00,2.38B, 
1998年11月1日 (十月)17:00,2.33B, 
1998年10月1日 (九月)17:00,2.04B, 
1998年9月1日 (八月)17:00,2.00B, 
1998年8月1日 (七月)17:00,1.95B, 
1998年7月1日 (六月)17:00,1.83B, 
1998年6月1日 (五月)17:00,1.74B, 
1998年5月1日 (四月)17:00,1.87B, 
1998年4月1日 (三月)17:00,2.03B, 
1998年3月1日 (二月)17:00,1.69B, 
1998年2月1日 (一月)17:00,1.57B, 
1998年1月1日 (十二月)17:00,1.91B, 
1997年12月1日 (十一月)17:00,1.82B, 
1997年11月1日 (十月)17:00,2.10B, 
1997年10月1日 (九月)17:00,1.98B, 
1997年9月1日 (八月)17:00,1.82B, 
1997年8月1日 (七月)17:00,2.24B, 
1997年7月1日 (六月)17:00,1.67B, 
1997年6月1日 (五月)17:00,1.68B, 
1997年5月1日 (四月)17:00,1.90B, 
1997年4月1日 (三月)17:00,1.74B, 
1997年3月1日 (二月)17:00,1.51B, 
1997年2月1日 (一月)17:00,1.59B, 
1997年1月1日 (十二月)17:00,1.69B, 
1996年12月1日 (十一月)17:00,1.84B, 
1996年11月1日 (十月)17:00,1.90B, 
1996年10月1日 (九月)17:00,1.83B, 
1996年9月1日 (八月)17:00,2.03B, 
1996年8月1日 (七月)17:00,1.94B, 
1996年7月1日 (六月)17:00,1.64B, 
1996年6月1日 (五月)17:00,1.85B, 
1996年5月1日 (四月)17:00,1.68B, 
1996年4月1日 (三月)17:00,1.67B, 
1996年3月1日 (二月)17:00,1.69B, 
1996年2月1日 (一月)17:00,1.65B, 
1996年1月1日 (十二月)17:00,1.70B, 
1995年12月1日 (十一月)17:00,2.00B, 
1995年11月1日 (十月)17:00,1.90B, 
1995年10月1日 (九月)17:00,1.84B, 
1995年9月1日 (八月)17:00,1.95B, 
1995年8月1日 (七月)17:00,1.79B, 
1995年7月1日 (六月)17:00,1.63B, 
1995年6月1日 (五月)17:00,2.05B, 
1995年5月1日 (四月)17:00,1.53B, 
1995年4月1日 (三月)17:00,1.86B, 
1995年3月1日 (二月)17:00,1.58B, 
1995年2月1日 (一月)17:00,1.42B, 
1995年1月1日 (十二月)17:00,1.66B, 
1994年12月1日 (十一月)17:00,2.30B, 
1994年11月1日 (十月)17:00,1.92B, 
1994年10月1日 (九月)17:00,1.80B, 
1994年9月1日 (八月)17:00,1.80B, 
1994年8月1日 (七月)17:00,1.72B, 
1994年7月1日 (六月)17:00,1.52B, 
1994年6月1日 (五月)17:00,1.70B, 
1994年5月1日 (四月)17:00,1.38B, 
1994年4月1日 (三月)17:00,1.59B, 
1994年3月1日 (二月)17:00,1.37B, 
1994年2月1日 (一月)17:00,1.23B, 
1994年1月1日 (十二月)17:00,1.49B, 
1993年12月1日 (十一月)17:00,1.72B, 
1993年11月1日 (十月)17:00,1.50B, 
1993年10月1日 (九月)17:00,1.54B, 
1993年9月1日 (八月)17:00,1.75B, 
1993年8月1日 (七月)17:00,1.69B, 
1993年7月1日 (六月)17:00,1.38B, 
1993年6月1日 (五月)17:00,1.39B, 
1993年5月1日 (四月)17:00,1.42B, 
1993年4月1日 (三月)17:00,1.46B, 
1993年3月1日 (二月)17:00,1.28B, 
1993年2月1日 (一月)17:00,1.16B, 
1993年1月1日 (十二月)17:00,1.41B, 
1992年12月1日 (十一月)17:00,1.52B, 
1992年11月1日 (十月)17:00,1.59B, 
1992年10月1日 (九月)17:00,1.78B, 
1992年9月1日 (八月)17:00,1.38B, 
1992年8月1日 (七月)17:00,1.55B, 
1992年7月1日 (六月)17:00,1.30B, 
1992年6月1日 (五月)17:00,1.25B, 
1992年5月1日 (四月)17:00,1.28B, 
1992年4月1日 (三月)17:00,1.26B, 
1992年3月1日 (二月)17:00,1.63B, 
1992年2月1日 (一月)17:00,1.17B, 
1992年1月1日 (十二月)17:00,1.19B, 
1991年12月1日 (十一月)17:00,1.25B, 
1991年11月1日 (十月)17:00,1.37B, 
1991年10月1日 (九月)17:00,1.14B, 
1991年9月1日 (八月)17:00,1.28B, 
1991年8月1日 (七月)17:00,1.35B, 
1991年7月1日 (六月)17:00,1.00B, 
1991年6月1日 (五月)17:00,1.22B, 
1991年5月1日 (四月)17:00,1.15B, 
1991年4月1日 (三月)17:00,1.10B, 
1991年3月1日 (二月)17:00,1.23B, 
1991年2月1日 (一月)17:00,1.23B, 
1991年1月1日 (十二月)17:00,1.12B, 
1990年12月1日 (十一月)17:00,1.67B, 
1990年11月1日 (十月)17:00,1.46B, 
1990年10月1日 (九月)17:00,1.33B, 
1990年9月1日 (八月)17:00,1.42B, 
1990年8月1日 (七月)17:00,1.38B, 
1990年7月1日 (六月)17:00,1.17B, 
1990年6月1日 (五月)17:00,1.44B, 
1990年5月1日 (四月)17:00,1.20B, 
1990年4月1日 (三月)17:00,1.23B, 
1990年3月1日 (二月)17:00,1.16B, 
1990年2月1日 (一月)17:00,1.32B, 
1990年1月1日 (十二月)17:00,1.64B, 
1989年12月1日 (十一月)17:00,1.57B, 
1989年11月1日 (十月)17:00,1.20B, 
1989年10月1日 (九月)17:00,1.21B, 
1989年9月1日 (八月)17:00,1.32B, 
1989年8月1日 (七月)17:00,1.32B, 
1989年7月1日 (六月)17:00,1.09B, 
1989年6月1日 (五月)17:00,1.18B, 
1989年5月1日 (四月)17:00,1.10B, 
1989年4月1日 (三月)17:00,1.08B, 
1989年3月1日 (二月)17:00,1.03B, 
1989年2月1日 (一月)17:00,0.98B, 
1989年1月1日 (十二月)17:00,0.95B, 
1988年12月1日 (十一月)17:00,1.09B, 
1988年11月1日 (十月)17:00,1.01B, 
1988年10月1日 (九月)17:00,1.05B, 
1988年9月1日 (八月)17:00,0.99B, 
1988年8月1日 (七月)17:00,0.94B, 
1988年7月1日 (六月)17:00,0.91B, 
1988年6月1日 (五月)17:00,0.83B, 
1988年5月1日 (四月)17:00,0.80B, 
1988年4月1日 (三月)17:00,1.02B, 
1988年3月1日 (二月)17:00,0.83B, 
1988年2月1日 (一月)17:00,0.78B, 
1988年1月1日 (十二月)17:00,1.08B, 
1987年12月1日 (十一月)17:00,1.00B, 
1987年11月1日 (十月)17:00,1.19B, 
1987年10月1日 (九月)17:00,1.05B, 
1987年9月1日 (八月)17:00,1.04B, 
1987年8月1日 (七月)17:00,1.08B, 
1987年7月1日 (六月)17:00,1.01B, 
1987年6月1日 (五月)17:00,0.98B, 
1987年5月1日 (四月)17:00,1.00B, 
1987年4月1日 (三月)17:00,1.04B, 
1987年3月1日 (二月)17:00,0.88B, 
1987年2月1日 (一月)17:00,0.89B, 
1987年1月1日 (十二月)17:00,0.90B, 
1986年12月1日 (十一月)17:00,0.96B, 
1986年11月1日 (十月)17:00,1.01B, 
1986年10月1日 (九月)17:00,1.28B, 
1986年9月1日 (八月)17:00,0.90B, 
1986年8月1日 (七月)17:00,0.93B, 
1986年7月1日 (六月)17:00,0.78B, 
1986年6月1日 (五月)17:00,0.84B, 
1986年5月1日 (四月)17:00,0.95B, 
1986年4月1日 (三月)17:00,0.97B, 
1986年3月1日 (二月)17:00,0.94B, 
1986年2月1日 (一月)17:00,1.16B, 
1986年1月1日 (十二月)17:00,0.76B, 
1985年12月1日 (十一月)17:00,0.96B, 
1985年11月1日 (十月)17:00,0.96B, 
1985年10月1日 (九月)17:00,0.95B, 
1985年9月1日 (八月)17:00,1.01B, 
1985年8月1日 (七月)17:00,1.19B, 
1985年7月1日 (六月)17:00,0.99B, 
1985年6月1日 (五月)17:00,1.13B, 
1985年5月1日 (四月)17:00,1.08B, 
1985年4月1日 (三月)17:00,1.05B, 
1985年3月1日 (二月)17:00,0.92B, 
1985年2月1日 (一月)17:00,1.08B, 
1985年1月1日 (十二月)17:00,0.76B, 
1984年12月1日 (十一月)17:00,1.15B, 
1984年11月1日 (十月)17:00,1.13B, 
1984年10月1日 (九月)17:00,1.07B, 
1984年9月1日 (八月)17:00,1.13B, 
1984年8月1日 (七月)17:00,0.99B, 
1984年7月1日 (六月)17:00,0.78B, 
1984年6月1日 (五月)17:00,0.91B, 
1984年5月1日 (四月)17:00,0.66B, 
1984年4月1日 (三月)17:00,0.78B, 
1984年3月1日 (二月)17:00,0.86B, 
1984年2月1日 (一月)17:00,0.71B, 
1984年1月1日 (十二月)17:00,0.66B, 
1983年12月1日 (十一月)17:00,0.83B, 
1983年11月1日 (十月)17:00,0.65B, 
1983年10月1日 (九月)17:00,0.72B, 
1983年9月1日 (八月)17:00,0.74B, 
1983年8月1日 (七月)17:00,0.71B, 
1983年7月1日 (六月)17:00,0.65B, 
1983年6月1日 (五月)17:00,0.70B, 
1983年5月1日 (四月)17:00,0.53B, 
1983年4月1日 (三月)17:00,0.67B, 
1983年3月1日 (二月)17:00,0.56B, 
1983年2月1日 (一月)17:00,0.56B, 
1983年1月1日 (十二月)17:00,0.60B, 
1982年12月1日 (十一月)17:00,0.62B, 
1982年11月1日 (十月)17:00,0.60B, 
1982年10月1日 (九月)17:00,0.65B, 
1982年9月1日 (八月)17:00,0.76B, 
1982年8月1日 (七月)17:00,0.69B, 
1982年7月1日 (六月)17:00,0.73B, 
1982年6月1日 (五月)17:00,0.68B, 
1982年5月1日 (四月)17:00,0.69B, 
1982年4月1日 (三月)17:00,0.69B, 
1982年3月1日 (二月)17:00,0.60B, 
1982年2月1日 (一月)17:00,0.49B, 
1982年1月1日 (十二月)17:00,0.64B, 
1981年12月1日 (十一月)17:00,0.60B, 
1981年11月1日 (十月)17:00,0.60B, 
1981年10月1日 (九月)17:00,0.61B, 
1981年9月1日 (八月)17:00,0.57B, 
1981年8月1日 (七月)17:00,0.56B, 
1981年7月1日 (六月)17:00,0.61B, 
1981年6月1日 (五月)17:00,0.67B, 
1981年5月1日 (四月)17:00,0.45B, 
1981年4月1日 (三月)17:00,0.53B, 
1981年3月1日 (二月)17:00,0.38B, 
1981年2月1日 (一月)17:00,0.42B, 
1981年1月1日 (十二月)17:00,0.51B, 
1980年12月1日 (十一月)17:00,0.47B, 
1980年11月1日 (十月)17:00,0.47B, 
1980年10月1日 (九月)17:00,0.53B, 
1980年9月1日 (八月)17:00,0.43B, 
1980年8月1日 (七月)17:00,0.51B, 
1980年7月1日 (六月)17:00,0.48B, 
1980年6月1日 (五月)17:00,0.44B, 
1980年5月1日 (四月)17:00,0.40B, 
1980年4月1日 (三月)17:00,0.46B, 
1980年3月1日 (二月)17:00,0.50B, 
1980年2月1日 (一月)17:00,0.41B, 
1980年1月1日 (十二月)17:00,0.38B, 
1979年12月1日 (十一月)17:00,0.43B, 
1979年11月1日 (十月)17:00,0.47B, 
1979年10月1日 (九月)17:00,0.38B, 
1979年9月1日 (八月)17:00,0.45B, 
1979年8月1日 (七月)17:00,0.32B, 
1979年7月1日 (六月)17:00,0.42B, 
1979年6月1日 (五月)17:00,0.39B, 
1979年5月1日 (四月)17:00,0.31B, 
1979年4月1日 (三月)17:00,0.30B, 
1979年3月1日 (二月)17:00,0.30B, 
1979年2月1日 (一月)17:00,0.31B, 
1979年1月1日 (十二月)17:00,0.26B, 
1978年12月1日 (十一月)17:00,0.32B, 
1978年11月1日 (十月)17:00,0.39B, 
1978年10月1日 (九月)17:00,0.26B, 
1978年9月1日 (八月)17:00,0.33B, 
1978年8月1日 (七月)17:00,0.23B, 
1978年7月1日 (六月)17:00,0.32B, 
1978年6月1日 (五月)17:00,0.26B, 
1978年5月1日 (四月)17:00,0.23B, 
1978年4月1日 (三月)17:00,0.27B, 
1978年3月1日 (二月)17:00,0.25B, 
1978年2月1日 (一月)17:00,0.23B, 
1978年1月1日 (十二月)17:00,0.26B, 
1977年12月1日 (十一月)17:00,0.26B, 
1977年11月1日 (十月)17:00,0.27B, 
1977年10月1日 (九月)17:00,0.30B, 
1977年9月1日 (八月)17:00,0.33B, 
1977年8月1日 (七月)17:00,0.28B, 
1977年7月1日 (六月)17:00,0.32B, 
1977年6月1日 (五月)17:00,0.30B, 
1977年5月1日 (四月)17:00,0.27B, 
1977年4月1日 (三月)17:00,0.32B, 
1977年3月1日 (二月)17:00,0.29B, 
1977年2月1日 (一月)17:00,0.25B, 
1977年1月1日 (十二月)17:00,0.27B, 
1976年12月1日 (十一月)17:00,0.35B, 
1976年11月1日 (十月)17:00,0.25B, 
1976年10月1日 (九月)17:00,0.31B, 
1976年9月1日 (八月)17:00,0.24B, 
1976年8月1日 (七月)17:00,0.28B, 
1976年7月1日 (六月)17:00,0.26B, 
1976年6月1日 (五月)17:00,0.25B, 
1976年5月1日 (四月)17:00,0.26B, 
1976年4月1日 (三月)17:00,0.38B, 
1976年3月1日 (二月)17:00,0.20B, 
1976年2月1日 (一月)17:00,0.23B, 
1976年1月1日 (十二月)17:00,0.25B, 
1975年12月1日 (十一月)17:00,0.25B, 
1975年11月1日 (十月)17:00,0.26B, 
1975年10月1日 (九月)17:00,0.22B, 
1975年9月1日 (八月)17:00,0.19B, 
1975年8月1日 (七月)17:00,0.20B, 
1975年7月1日 (六月)17:00,0.21B, 
1975年6月1日 (五月)17:00,0.19B, 
1975年5月1日 (四月)17:00,0.21B, 
1975年4月1日 (三月)17:00,0.19B, 
1975年3月1日 (二月)17:00,0.24B, 
1975年2月1日 (一月)17:00,0.22B, 
1975年1月1日 (十二月)17:00,0.26B, 
1974年12月1日 (十一月)17:00,0.27B, 
1974年11月1日 (十月)17:00,0.25B, 
1974年10月1日 (九月)17:00,0.24B, 
1974年9月1日 (八月)17:00,0.23B, 
1974年8月1日 (七月)17:00,0.23B, 
1974年7月1日 (六月)17:00,0.23B, 
1974年6月1日 (五月)17:00,0.23B, 
1974年5月1日 (四月)17:00,0.18B, 
1974年4月1日 (三月)17:00,0.16B, 
1974年3月1日 (二月)17:00,0.16B, 
1974年2月1日 (一月)17:00,0.17B, 
1974年1月1日 (十二月)17:00,0.14B, 
1973年12月1日 (十一月)17:00,0.15B, 
1973年11月1日 (十月)17:00,0.15B, 
1973年10月1日 (九月)17:00,0.14B, 
1973年9月1日 (八月)17:00,0.14B, 
1973年8月1日 (七月)17:00,0.16B, 
1973年7月1日 (六月)17:00,0.13B, 
1973年6月1日 (五月)17:00,0.13B, 
1973年5月1日 (四月)17:00,0.10B, 
1973年4月1日 (三月)17:00,0.12B, 
1973年3月1日 (二月)17:00,0.11B, 
1973年2月1日 (一月)17:00,0.12B, 
1973年1月1日 (十二月)17:00,0.11B, 
1972年12月1日 (十一月)17:00,0.13B, 
1972年11月1日 (十月)17:00,0.11B, 
1972年10月1日 (九月)17:00,0.09B, 
1972年9月1日 (八月)17:00,0.11B, 
1972年8月1日 (七月)17:00,0.10B, 
1972年7月1日 (六月)17:00,0.10B, 
1972年6月1日 (五月)17:00,0.11B, 
1972年5月1日 (四月)17:00,0.10B, 
1972年4月1日 (三月)17:00,0.11B, 
1972年3月1日 (二月)17:00,0.10B, 
1972年2月1日 (一月)17:00,0.09B, 
1972年1月1日 (十二月)17:00,0.10B, 
1971年12月1日 (十一月)17:00,0.11B, 
1971年11月1日 (十月)17:00,0.09B, 
1971年10月1日 (九月)17:00,0.11B, 
1971年9月1日 (八月)17:00,0.10B, 
1971年8月1日 (七月)17:00,0.12B, 
1971年7月1日 (六月)17:00,0.10B, 
1971年6月1日 (五月)17:00,0.09B, 
1971年5月1日 (四月)17:00,0.09B, 
1971年4月1日 (三月)17:00,0.11B, 
1971年3月1日 (二月)17:00,0.09B, 
1971年2月1日 (一月)17:00,0.08B, 
1971年1月1日 (十二月)17:00,0.09B, 
1970年12月1日 (十一月)17:00,0.10B, 
1970年11月1日 (十月)17:00,0.10B, 
1970年10月1日 (九月)17:00,0.10B, 
1970年9月1日 (八月)17:00,0.10B, 
1970年8月1日 (七月)17:00,0.10B, 
1970年7月1日 (六月)17:00,0.10B, 
1970年6月1日 (五月)17:00,0.10B, 
1970年5月1日 (四月)17:00,0.10B, 
1970年4月1日 (三月)17:00,0.08B, 
1970年3月1日 (二月)17:00,0.06B, 
1970年2月1日 (一月)17:00,0.08B, 
1970年1月1日 (十二月)17:00,0.08B, 
