时间,今值,预测值
2003年5月1日 (四月)17:00,3.20%, 
2003年4月1日 (三月)17:00,3.10%, 
2003年3月1日 (二月)17:00,2.40%, 
2003年2月1日 (一月)17:00,2.50%, 
2003年1月1日 (十二月)17:00,2.60%, 
2002年12月1日 (十一月)17:00,2.90%, 
2002年11月1日 (十月)17:00,3.00%, 
2002年10月1日 (九月)17:00,3.30%, 
2002年9月1日 (八月)17:00,3.50%, 
2002年8月1日 (七月)17:00,3.80%, 
2002年7月1日 (六月)17:00,3.70%, 
2002年6月1日 (五月)17:00,3.40%, 
2002年5月1日 (四月)17:00,3.10%, 
2002年4月1日 (三月)17:00,3.10%, 
2002年3月1日 (二月)17:00,3.30%, 
2002年2月1日 (一月)17:00,3.80%, 
2002年1月1日 (十二月)17:00,4.10%, 
2001年12月1日 (十一月)17:00,4.50%, 
2001年11月1日 (十月)17:00,4.70%, 
2001年10月1日 (九月)17:00,4.80%, 
2001年9月1日 (八月)17:00,5.20%, 
2001年8月1日 (七月)17:00,5.20%, 
2001年7月1日 (六月)17:00,5.50%, 
2001年6月1日 (五月)17:00,5.20%, 
2001年5月1日 (四月)17:00,6.30%, 
2001年4月1日 (三月)17:00,6.20%, 
