时间,今值,预测值
2001年4月6日 (三月)20:30,-25K, 
2001年3月9日 (二月)20:30,71K, 
2001年2月2日 (一月)20:30,-27K, 
2001年1月5日 (十二月)20:30,142K, 
2000年12月8日 (十一月)20:30,225K, 
2000年11月3日 (十月)20:30,-15K, 
2000年10月6日 (九月)20:30,135K, 
2000年9月1日 (八月)20:30,-15K, 
2000年8月4日 (七月)20:30,179K, 
2000年7月7日 (六月)20:30,-47K, 
2000年6月2日 (五月)20:30,226K, 
2000年5月5日 (四月)20:30,287K, 
2000年4月7日 (三月)20:30,467K, 
2000年3月3日 (二月)20:30,130K, 
2000年2月4日 (一月)20:30,231K, 
2000年1月7日 (十二月)20:30,295K, 
1999年12月3日 (十一月)20:30,292K, 
1999年11月5日 (十月)20:30,400K, 
1999年10月1日 (九月)20:30,214K, 
1999年9月3日 (八月)20:30,166K, 
1999年8月6日 (七月)20:30,319K, 
1999年7月2日 (六月)20:30,261K, 
1999年6月4日 (五月)20:30,211K, 
1999年5月7日 (四月)20:30,376K, 
1999年4月2日 (三月)20:30,107K, 
1999年3月5日 (二月)20:30,411K, 
1999年2月5日 (一月)20:30,125K, 
1999年1月1日 (十二月)20:30,347K, 
1998年12月4日 (十一月)20:30,282K, 
1998年11月6日 (十月)20:30,198K, 
1998年10月2日 (九月)20:30,223K, 
1998年9月4日 (八月)20:30,347K, 
1998年8月7日 (七月)20:30,124K, 
1998年7月3日 (六月)20:30,218K, 
1998年6月5日 (五月)20:30,406K, 
1998年5月1日 (四月)20:30,279K, 
1998年4月3日 (三月)20:30,151K, 
1998年3月6日 (二月)20:30,196K, 
1998年2月6日 (一月)20:30,276K, 
1998年1月2日 (十二月)20:30,303K, 
1997年12月5日 (十一月)20:30,306K, 
1997年11月7日 (十月)20:30,341K, 
1997年10月3日 (九月)20:30,512K, 
1997年9月5日 (八月)20:30,-39K, 
1997年8月1日 (七月)20:30,313K, 
1997年7月4日 (六月)20:30,267K, 
1997年6月6日 (五月)20:30,259K, 
1997年5月2日 (四月)20:30,292K, 
1997年4月4日 (三月)20:30,316K, 
1997年3月7日 (二月)20:30,303K, 
1997年2月7日 (一月)20:30,235K, 
1997年1月3日 (十二月)20:30,171K, 
1996年12月6日 (十一月)20:30,298K, 
1996年11月1日 (十月)20:30,250K, 
1996年10月4日 (九月)20:30,225K, 
1996年9月6日 (八月)20:30,172K, 
1996年8月2日 (七月)20:30,256K, 
1996年7月5日 (六月)20:30,288K, 
1996年6月7日 (五月)20:30,321K, 
1996年5月3日 (四月)20:30,164K, 
1996年4月5日 (三月)20:30,267K, 
1996年3月1日 (二月)20:30,431K, 
1996年2月2日 (一月)20:30,-19K, 
1996年1月5日 (十二月)20:30,133K, 
1995年12月1日 (十一月)20:30,149K, 
1995年11月3日 (十月)20:30,154K, 
1995年10月6日 (九月)20:30,242K, 
1995年9月1日 (八月)20:30,248K, 
1995年8月4日 (七月)20:30,102K, 
1995年7月7日 (六月)20:30,235K, 
1995年6月2日 (五月)20:30,-16K, 
1995年5月5日 (四月)20:30,162K, 
1995年4月7日 (三月)20:30,222K, 
1995年3月3日 (二月)20:30,203K, 
1995年2月3日 (一月)20:30,326K, 
1995年1月6日 (十二月)20:30,275K, 
1994年12月2日 (十一月)20:30,420K, 
1994年11月4日 (十月)20:30,213K, 
1994年10月7日 (九月)20:30,352K, 
1994年9月2日 (八月)20:30,277K, 
1994年8月5日 (七月)20:30,378K, 
1994年7月1日 (六月)20:30,316K, 
1994年6月3日 (五月)20:30,334K, 
1994年5月6日 (四月)20:30,349K, 
1994年4月1日 (三月)20:30,465K, 
1994年3月4日 (二月)20:30,200K, 
1994年2月4日 (一月)20:30,272K, 
1994年1月7日 (十二月)20:30,312K, 
1993年12月3日 (十一月)20:30,262K, 
1993年11月5日 (十月)20:30,286K, 
1993年10月1日 (九月)20:30,239K, 
1993年9月3日 (八月)20:30,160K, 
1993年8月6日 (七月)20:30,298K, 
1993年7月2日 (六月)20:30,181K, 
1993年6月4日 (五月)20:30,267K, 
1993年5月7日 (四月)20:30,308K, 
1993年4月2日 (三月)20:30,-49K, 
1993年3月5日 (二月)20:30,242K, 
1993年2月5日 (一月)20:30,310K, 
1993年1月1日 (十二月)20:30,211K, 
1992年12月4日 (十一月)20:30,138K, 
1992年11月6日 (十月)20:30,180K, 
1992年10月2日 (九月)20:30,36K, 
1992年9月4日 (八月)20:30,141K, 
1992年8月7日 (七月)20:30,68K, 
1992年7月3日 (六月)20:30,67K, 
1992年6月5日 (五月)20:30,127K, 
1992年5月1日 (四月)20:30,159K, 
1992年4月3日 (三月)20:30,54K, 
1992年3月6日 (二月)20:30,-63K, 
1992年2月7日 (一月)20:30,53K, 
1992年1月3日 (十二月)20:30,25K, 
1991年12月6日 (十一月)20:30,-57K, 
1991年11月1日 (十月)20:30,16K, 
1991年10月4日 (九月)20:30,32K, 
1991年9月6日 (八月)20:30,6K, 
1991年8月2日 (七月)20:30,-36K, 
1991年7月5日 (六月)20:30,97K, 
1991年6月7日 (五月)20:30,-125K, 
1991年5月3日 (四月)20:30,-211K, 
1991年4月5日 (三月)20:30,-158K, 
1991年3月1日 (二月)20:30,-305K, 
1991年2月1日 (一月)20:30,-120K, 
1991年1月4日 (十二月)20:30,-56K, 
1990年12月7日 (十一月)20:30,-150K, 
1990年11月2日 (十月)20:30,-159K, 
1990年10月5日 (九月)20:30,-88K, 
1990年9月7日 (八月)20:30,-221K, 
1990年8月3日 (七月)20:30,-28K, 
1990年7月6日 (六月)20:30,23K, 
1990年6月1日 (五月)20:30,152K, 
1990年5月4日 (四月)20:30,40K, 
1990年4月6日 (三月)20:30,215K, 
1990年3月2日 (二月)20:30,248K, 
1990年2月2日 (一月)20:30,335K, 
1990年1月5日 (十二月)20:30,96K, 
1989年12月1日 (十一月)20:30,277K, 
1989年11月3日 (十月)20:30,111K, 
1989年10月6日 (九月)20:30,250K, 
1989年9月1日 (八月)20:30,49K, 
1989年8月4日 (七月)20:30,40K, 
1989年7月7日 (六月)20:30,116K, 
1989年6月2日 (五月)20:30,118K, 
1989年5月5日 (四月)20:30,173K, 
1989年4月7日 (三月)20:30,193K, 
1989年3月3日 (二月)20:30,258K, 
1989年2月3日 (一月)20:30,262K, 
1989年1月6日 (十二月)20:30,290K, 
1988年12月2日 (十一月)20:30,339K, 
1988年11月4日 (十月)20:30,268K, 
1988年10月7日 (九月)20:30,339K, 
1988年9月2日 (八月)20:30,124K, 
1988年8月5日 (七月)20:30,222K, 
1988年7月1日 (六月)20:30,363K, 
1988年6月3日 (五月)20:30,229K, 
1988年5月6日 (四月)20:30,245K, 
1988年4月1日 (三月)20:30,276K, 
1988年3月4日 (二月)20:30,453K, 
1988年2月5日 (一月)20:30,94K, 
1988年1月1日 (十二月)20:30,294K, 
1987年12月4日 (十一月)20:30,232K, 
1987年11月6日 (十月)20:30,492K, 
1987年10月2日 (九月)20:30,228K, 
1987年9月4日 (八月)20:30,171K, 
1987年8月7日 (七月)20:30,347K, 
1987年7月3日 (六月)20:30,172K, 
1987年6月5日 (五月)20:30,226K, 
1987年5月1日 (四月)20:30,338K, 
1987年4月3日 (三月)20:30,249K, 
1987年3月6日 (二月)20:30,232K, 
1987年2月6日 (一月)20:30,172K, 
1987年1月2日 (十二月)20:30,205K, 
1986年12月5日 (十一月)20:30,186K, 
1986年11月7日 (十月)20:30,186K, 
1986年10月3日 (九月)20:30,347K, 
1986年9月5日 (八月)20:30,114K, 
1986年8月1日 (七月)20:30,318K, 
1986年7月4日 (六月)20:30,-94K, 
1986年6月6日 (五月)20:30,127K, 
1986年5月2日 (四月)20:30,187K, 
1986年4月4日 (三月)20:30,94K, 
1986年3月7日 (二月)20:30,107K, 
1986年2月7日 (一月)20:30,125K, 
1986年1月3日 (十二月)20:30,167K, 
1985年12月6日 (十一月)20:30,209K, 
1985年11月1日 (十月)20:30,188K, 
1985年10月4日 (九月)20:30,203K, 
1985年9月6日 (八月)20:30,193K, 
1985年8月2日 (七月)20:30,190K, 
1985年7月5日 (六月)20:30,146K, 
1985年6月7日 (五月)20:30,274K, 
1985年5月3日 (四月)20:30,196K, 
1985年4月5日 (三月)20:30,346K, 
1985年3月1日 (二月)20:30,124K, 
1985年2月1日 (一月)20:30,266K, 
1985年1月4日 (十二月)20:30,128K, 
1984年12月7日 (十一月)20:30,349K, 
1984年11月2日 (十月)20:30,286K, 
1984年10月5日 (九月)20:30,310K, 
1984年9月7日 (八月)20:30,242K, 
1984年8月3日 (七月)20:30,313K, 
1984年7月6日 (六月)20:30,379K, 
1984年6月1日 (五月)20:30,308K, 
1984年5月4日 (四月)20:30,363K, 
1984年4月6日 (三月)20:30,275K, 
1984年3月2日 (二月)20:30,481K, 
1984年2月3日 (一月)20:30,446K, 
1984年1月6日 (十二月)20:30,356K, 
1983年12月2日 (十一月)20:30,353K, 
1983年11月4日 (十月)20:30,271K, 
1983年10月7日 (九月)20:30,"1,115K", 
1983年9月2日 (八月)20:30,-308K, 
1983年8月5日 (七月)20:30,418K, 
1983年7月1日 (六月)20:30,379K, 
1983年6月3日 (五月)20:30,277K, 
1983年5月6日 (四月)20:30,276K, 
1983年4月1日 (三月)20:30,172K, 
1983年3月4日 (二月)20:30,-75K, 
1983年2月4日 (一月)20:30,224K, 
1983年1月7日 (十二月)20:30,-14K, 
1982年12月3日 (十一月)20:30,-123K, 
1982年11月5日 (十月)20:30,-277K, 
1982年10月1日 (九月)20:30,-181K, 
1982年9月3日 (八月)20:30,-158K, 
1982年8月6日 (七月)20:30,-342K, 
1982年7月2日 (六月)20:30,-243K, 
1982年6月4日 (五月)20:30,-45K, 
1982年5月7日 (四月)20:30,-280K, 
1982年4月2日 (三月)20:30,-130K, 
1982年3月5日 (二月)20:30,-5K, 
1982年2月5日 (一月)20:30,-326K, 
1982年1月1日 (十二月)20:30,-278K, 
1981年12月4日 (十一月)20:30,-209K, 
1981年11月6日 (十月)20:30,-99K, 
1981年10月2日 (九月)20:30,-87K, 
1981年9月4日 (八月)20:30,-36K, 
1981年8月7日 (七月)20:30,112K, 
1981年7月3日 (六月)20:30,197K, 
1981年6月5日 (五月)20:30,10K, 
1981年5月1日 (四月)20:30,73K, 
1981年4月3日 (三月)20:30,105K, 
1981年3月6日 (二月)20:30,68K, 
1981年2月6日 (一月)20:30,94K, 
1981年1月2日 (十二月)20:30,195K, 
1980年12月5日 (十一月)20:30,257K, 
1980年11月7日 (十月)20:30,281K, 
1980年10月3日 (九月)20:30,113K, 
1980年9月5日 (八月)20:30,260K, 
1980年8月1日 (七月)20:30,-262K, 
1980年7月4日 (六月)20:30,-320K, 
1980年6月6日 (五月)20:30,-431K, 
1980年5月2日 (四月)20:30,-144K, 
1980年4月4日 (三月)20:30,112K, 
1980年3月7日 (二月)20:30,80K, 
1980年2月1日 (一月)20:30,129K, 
1980年1月4日 (十二月)20:30,97K, 
1979年12月7日 (十一月)20:30,94K, 
1979年11月2日 (十月)20:30,157K, 
1979年10月5日 (九月)20:30,28K, 
1979年9月7日 (八月)20:30,82K, 
1979年8月3日 (七月)20:30,106K, 
1979年7月6日 (六月)20:30,318K, 
1979年6月1日 (五月)20:30,373K, 
1979年5月4日 (四月)20:30,-62K, 
1979年4月6日 (三月)20:30,426K, 
1979年3月2日 (二月)20:30,244K, 
1979年2月2日 (一月)20:30,137K, 
1979年1月5日 (十二月)20:30,282K, 
1978年12月1日 (十一月)20:30,437K, 
1978年11月3日 (十月)20:30,336K, 
1978年10月6日 (九月)20:30,137K, 
1978年9月1日 (八月)20:30,276K, 
1978年8月4日 (七月)20:30,254K, 
1978年7月7日 (六月)20:30,442K, 
1978年6月2日 (五月)20:30,346K, 
1978年5月5日 (四月)20:30,702K, 
1978年4月7日 (三月)20:30,513K, 
1978年3月3日 (二月)20:30,353K, 
1978年2月3日 (一月)20:30,187K, 
1978年1月6日 (十二月)20:30,235K, 
1977年12月2日 (十一月)20:30,379K, 
1977年11月4日 (十月)20:30,262K, 
1977年10月7日 (九月)20:30,458K, 
1977年9月2日 (八月)20:30,238K, 
1977年8月5日 (七月)20:30,348K, 
1977年7月1日 (六月)20:30,399K, 
1977年6月3日 (五月)20:30,360K, 
1977年5月6日 (四月)20:30,338K, 
1977年4月1日 (三月)20:30,403K, 
1977年3月4日 (二月)20:30,296K, 
1977年2月4日 (一月)20:30,244K, 
1977年1月7日 (十二月)20:30,211K, 
1976年12月3日 (十一月)20:30,332K, 
1976年11月5日 (十月)20:30,13K, 
1976年10月1日 (九月)20:30,188K, 
1976年9月3日 (八月)20:30,157K, 
1976年8月6日 (七月)20:30,171K, 
1976年7月2日 (六月)20:30,65K, 
1976年6月4日 (五月)20:30,19K, 
1976年5月7日 (四月)20:30,243K, 
1976年4月2日 (三月)20:30,232K, 
1976年3月5日 (二月)20:30,311K, 
1976年2月6日 (一月)20:30,488K, 
1976年1月2日 (十二月)20:30,338K, 
1975年12月5日 (十一月)20:30,145K, 
1975年11月7日 (十月)20:30,305K, 
1975年10月3日 (九月)20:30,75K, 
1975年9月5日 (八月)20:30,386K, 
1975年8月1日 (七月)20:30,249K, 
1975年7月4日 (六月)20:30,-103K, 
1975年6月6日 (五月)20:30,162K, 
1975年5月2日 (四月)20:30,-188K, 
1975年4月4日 (三月)20:30,-270K, 
1975年3月7日 (二月)20:30,-378K, 
1975年2月7日 (一月)20:30,-360K, 
1975年1月3日 (十二月)20:30,-604K, 
1974年12月6日 (十一月)20:30,-368K, 
1974年11月1日 (十月)20:30,18K, 
1974年10月4日 (九月)20:30,-8K, 
1974年9月6日 (八月)20:30,-16K, 
1974年8月2日 (七月)20:30,33K, 
1974年7月5日 (六月)20:30,55K, 
1974年6月7日 (五月)20:30,165K, 
1974年5月3日 (四月)20:30,86K, 
1974年4月5日 (三月)20:30,42K, 
1974年3月1日 (二月)20:30,150K, 
1974年2月1日 (一月)20:30,69K, 
1974年1月4日 (十二月)20:30,123K, 
1973年12月7日 (十一月)20:30,306K, 
1973年11月2日 (十月)20:30,330K, 
1973年10月5日 (九月)20:30,110K, 
1973年9月7日 (八月)20:30,255K, 
1973年8月3日 (七月)20:30,24K, 
1973年7月6日 (六月)20:30,241K, 
1973年6月1日 (五月)20:30,191K, 
1973年5月4日 (四月)20:30,170K, 
1973年4月6日 (三月)20:30,268K, 
1973年3月2日 (二月)20:30,396K, 
1973年2月2日 (一月)20:30,351K, 
1973年1月5日 (十二月)20:30,303K, 
1972年12月1日 (十一月)20:30,294K, 
1972年11月3日 (十月)20:30,410K, 
1972年10月6日 (九月)20:30,125K, 
1972年9月1日 (八月)20:30,430K, 
1972年8月4日 (七月)20:30,-52K, 
1972年7月7日 (六月)20:30,293K, 
1972年6月2日 (五月)20:30,304K, 
1972年5月5日 (四月)20:30,218K, 
1972年4月7日 (三月)20:30,293K, 
1972年3月3日 (二月)20:30,207K, 
1972年2月4日 (一月)20:30,337K, 
1972年1月7日 (十二月)20:30,262K, 
1971年12月3日 (十一月)20:30,204K, 
1971年11月5日 (十月)20:30,25K, 
1971年10月1日 (九月)20:30,247K, 
1971年9月3日 (八月)20:30,55K, 
1971年8月6日 (七月)20:30,62K, 
1971年7月2日 (六月)20:30,6K, 
1971年6月4日 (五月)20:30,210K, 
1971年5月7日 (四月)20:30,178K, 
1971年4月2日 (三月)20:30,53K, 
1971年3月5日 (二月)20:30,-60K, 
1971年2月5日 (一月)20:30,76K, 
1971年1月1日 (十二月)20:30,381K, 
1970年12月4日 (十一月)20:30,-110K, 
1970年11月6日 (十月)20:30,-429K, 
1970年10月2日 (九月)20:30,15K, 
1970年9月4日 (八月)20:30,-120K, 
1970年8月7日 (七月)20:30,24K, 
1970年7月3日 (六月)20:30,-94K, 
1970年6月5日 (五月)20:30,-225K, 
1970年5月1日 (四月)20:30,-104K, 
1970年4月3日 (三月)20:30,148K, 
1970年3月6日 (二月)20:30,128K, 
1970年2月6日 (一月)20:30,-64K, 
1970年1月2日 (十二月)20:30,153K, 
