时间,今值,预测值
1997年1月1日 (十二月)17:00,58.40, 
1996年12月1日 (十一月)17:00,57.40, 
1996年11月1日 (十月)17:00,58.00, 
1996年10月1日 (九月)17:00,56.40, 
1996年9月1日 (八月)17:00,57.10, 
1996年8月1日 (七月)17:00,49.80, 
1996年7月1日 (六月)17:00,53.30, 
1996年6月1日 (五月)17:00,52.40, 
1996年5月1日 (四月)17:00,50.80, 
1996年4月1日 (三月)17:00,49.60, 
1996年3月1日 (二月)17:00,46.30, 
1996年2月1日 (一月)17:00,50.70, 
1996年1月1日 (十二月)17:00,55.40, 
1995年12月1日 (十一月)17:00,48.50, 
1995年11月1日 (十月)17:00,54.80, 
1995年10月1日 (九月)17:00,48.20, 
1995年9月1日 (八月)17:00,49.80, 
1995年8月1日 (七月)17:00,51.30, 
1995年7月1日 (六月)17:00,46.60, 
1995年6月1日 (五月)17:00,53.30, 
1995年5月1日 (四月)17:00,56.60, 
1995年4月1日 (三月)17:00,55.90, 
1995年3月1日 (二月)17:00,64.80, 
1995年2月1日 (一月)17:00,63.50, 
1995年1月1日 (十二月)17:00,63.30, 
1994年12月1日 (十一月)17:00,63.40, 
1994年11月1日 (十月)17:00,65.20, 
1994年10月1日 (九月)17:00,63.60, 
1994年9月1日 (八月)17:00,64.60, 
1994年8月1日 (七月)17:00,67.10, 
1994年7月1日 (六月)17:00,65.40, 
1994年6月1日 (五月)17:00,67.50, 
1994年5月1日 (四月)17:00,66.70, 
1994年4月1日 (三月)17:00,64.30, 
1994年3月1日 (二月)17:00,62.20, 
1994年2月1日 (一月)17:00,60.00, 
1994年1月1日 (十二月)17:00,60.20, 
1993年12月1日 (十一月)17:00,60.70, 
1993年11月1日 (十月)17:00,56.30, 
1993年10月1日 (九月)17:00,55.10, 
1993年9月1日 (八月)17:00,52.50, 
1993年8月1日 (七月)17:00,52.00, 
1993年7月1日 (六月)17:00,53.70, 
1993年6月1日 (五月)17:00,53.10, 
1993年5月1日 (四月)17:00,54.80, 
1993年4月1日 (三月)17:00,60.20, 
1993年3月1日 (二月)17:00,61.70, 
1993年2月1日 (一月)17:00,61.70, 
1993年1月1日 (十二月)17:00,58.80, 
1992年12月1日 (十一月)17:00,54.30, 
1992年11月1日 (十月)17:00,49.80, 
1992年10月1日 (九月)17:00,57.90, 
1992年9月1日 (八月)17:00,58.60, 
1992年8月1日 (七月)17:00,58.10, 
1992年7月1日 (六月)17:00,56.40, 
1992年6月1日 (五月)17:00,56.10, 
1992年5月1日 (四月)17:00,53.60, 
1992年4月1日 (三月)17:00,51.50, 
1992年3月1日 (二月)17:00,49.30, 
1992年2月1日 (一月)17:00,48.70, 
1992年1月1日 (十二月)17:00,49.90, 
1991年12月1日 (十一月)17:00,52.90, 
1991年11月1日 (十月)17:00,55.20, 
1991年10月1日 (九月)17:00,54.60, 
1991年9月1日 (八月)17:00,54.00, 
1991年8月1日 (七月)17:00,49.90, 
1991年7月1日 (六月)17:00,48.10, 
1991年6月1日 (五月)17:00,46.80, 
1991年5月1日 (四月)17:00,41.50, 
1991年4月1日 (三月)17:00,44.40, 
1991年3月1日 (二月)17:00,44.80, 
1991年2月1日 (一月)17:00,41.60, 
1991年1月1日 (十二月)17:00,43.90, 
1990年12月1日 (十一月)17:00,45.00, 
1990年11月1日 (十月)17:00,46.20, 
1990年10月1日 (九月)17:00,48.80, 
1990年9月1日 (八月)17:00,48.70, 
1990年8月1日 (七月)17:00,50.30, 
1990年7月1日 (六月)17:00,53.10, 
1990年6月1日 (五月)17:00,55.10, 
1990年5月1日 (四月)17:00,53.50, 
1990年4月1日 (三月)17:00,52.70, 
1990年3月1日 (二月)17:00,50.50, 
1990年2月1日 (一月)17:00,47.60, 
1990年1月1日 (十二月)17:00,49.20, 
1989年12月1日 (十一月)17:00,48.90, 
1989年11月1日 (十月)17:00,51.00, 
1989年10月1日 (九月)17:00,45.80, 
1989年9月1日 (八月)17:00,45.50, 
1989年8月1日 (七月)17:00,49.60, 
1989年7月1日 (六月)17:00,49.70, 
1989年6月1日 (五月)17:00,51.80, 
1989年5月1日 (四月)17:00,54.50, 
1989年4月1日 (三月)17:00,55.10, 
1989年3月1日 (二月)17:00,58.90, 
1989年2月1日 (一月)17:00,61.50, 
1989年1月1日 (十二月)17:00,59.30, 
1988年12月1日 (十一月)17:00,60.70, 
1988年11月1日 (十月)17:00,60.60, 
1988年10月1日 (九月)17:00,62.40, 
1988年9月1日 (八月)17:00,64.00, 
1988年8月1日 (七月)17:00,71.80, 
1988年7月1日 (六月)17:00,62.60, 
1988年6月1日 (五月)17:00,60.10, 
1988年5月1日 (四月)17:00,56.70, 
1988年4月1日 (三月)17:00,63.30, 
1988年3月1日 (二月)17:00,62.30, 
1988年2月1日 (一月)17:00,68.70, 
1988年1月1日 (十二月)17:00,69.60, 
1987年12月1日 (十一月)17:00,67.80, 
1987年11月1日 (十月)17:00,69.50, 
1987年10月1日 (九月)17:00,67.90, 
1987年9月1日 (八月)17:00,66.40, 
1987年8月1日 (七月)17:00,65.10, 
1987年7月1日 (六月)17:00,56.70, 
1987年6月1日 (五月)17:00,60.20, 
1987年5月1日 (四月)17:00,58.60, 
1987年4月1日 (三月)17:00,58.80, 
1987年3月1日 (二月)17:00,54.70, 
1987年2月1日 (一月)17:00,53.30, 
1987年1月1日 (十二月)17:00,55.60, 
1986年12月1日 (十一月)17:00,54.90, 
1986年11月1日 (十月)17:00,54.60, 
1986年10月1日 (九月)17:00,53.30, 
1986年9月1日 (八月)17:00,55.80, 
1986年8月1日 (七月)17:00,53.40, 
1986年7月1日 (六月)17:00,55.90, 
1986年6月1日 (五月)17:00,56.20, 
1986年5月1日 (四月)17:00,54.80, 
1986年4月1日 (三月)17:00,56.40, 
1986年3月1日 (二月)17:00,58.00, 
1986年2月1日 (一月)17:00,55.20, 
1986年1月1日 (十二月)17:00,54.50, 
1985年12月1日 (十一月)17:00,54.40, 
1985年11月1日 (十月)17:00,46.90, 
1985年10月1日 (九月)17:00,51.10, 
1985年9月1日 (八月)17:00,50.90, 
1985年8月1日 (七月)17:00,48.90, 
1985年7月1日 (六月)17:00,51.00, 
1985年6月1日 (五月)17:00,49.00, 
1985年5月1日 (四月)17:00,57.30, 
1985年4月1日 (三月)17:00,48.80, 
1985年3月1日 (二月)17:00,52.60, 
1985年2月1日 (一月)17:00,52.30, 
1985年1月1日 (十二月)17:00,51.50, 
1984年12月1日 (十一月)17:00,53.10, 
1984年11月1日 (十月)17:00,53.70, 
1984年10月1日 (九月)17:00,59.80, 
1984年9月1日 (八月)17:00,56.10, 
1984年8月1日 (七月)17:00,63.30, 
1984年7月1日 (六月)17:00,64.60, 
1984年6月1日 (五月)17:00,67.70, 
1984年5月1日 (四月)17:00,69.80, 
1984年4月1日 (三月)17:00,69.50, 
1984年3月1日 (二月)17:00,65.00, 
1984年2月1日 (一月)17:00,69.90, 
1984年1月1日 (十二月)17:00,74.00, 
1983年12月1日 (十一月)17:00,70.50, 
1983年11月1日 (十月)17:00,69.10, 
1983年10月1日 (九月)17:00,64.90, 
1983年9月1日 (八月)17:00,68.40, 
1983年8月1日 (七月)17:00,63.30, 
1983年7月1日 (六月)17:00,50.70, 
1983年6月1日 (五月)17:00,56.90, 
1983年5月1日 (四月)17:00,55.70, 
1983年4月1日 (三月)17:00,56.10, 
1983年3月1日 (二月)17:00,52.80, 
1983年2月1日 (一月)17:00,46.50, 
1983年1月1日 (十二月)17:00,41.30, 
1982年12月1日 (十一月)17:00,40.20, 
1982年11月1日 (十月)17:00,38.70, 
1982年10月1日 (九月)17:00,43.60, 
1982年9月1日 (八月)17:00,35.40, 
1982年8月1日 (七月)17:00,38.20, 
1982年7月1日 (六月)17:00,36.60, 
1982年6月1日 (五月)17:00,36.20, 
1982年5月1日 (四月)17:00,33.60, 
1982年4月1日 (三月)17:00,32.10, 
1982年3月1日 (二月)17:00,32.20, 
1982年2月1日 (一月)17:00,34.90, 
1982年1月1日 (十二月)17:00,33.90, 
1981年12月1日 (十一月)17:00,34.70, 
1981年11月1日 (十月)17:00,42.20, 
1981年10月1日 (九月)17:00,42.70, 
1981年9月1日 (八月)17:00,50.20, 
1981年8月1日 (七月)17:00,49.10, 
1981年7月1日 (六月)17:00,50.80, 
1981年6月1日 (五月)17:00,51.50, 
1981年5月1日 (四月)17:00,52.60, 
1981年4月1日 (三月)17:00,52.00, 
1981年3月1日 (二月)17:00,52.10, 
1981年2月1日 (一月)17:00,49.90, 
1981年1月1日 (十二月)17:00,51.10, 
1980年12月1日 (十一月)17:00,52.00, 
1980年11月1日 (十月)17:00,45.20, 
1980年10月1日 (九月)17:00,45.30, 
1980年9月1日 (八月)17:00,37.40, 
1980年8月1日 (七月)17:00,26.80, 
1980年7月1日 (六月)17:00,21.40, 
1980年6月1日 (五月)17:00,25.20, 
1980年5月1日 (四月)17:00,35.40, 
1980年4月1日 (三月)17:00,44.20, 
1980年3月1日 (二月)17:00,44.90, 
1980年2月1日 (一月)17:00,43.90, 
1980年1月1日 (十二月)17:00,47.10, 
1979年12月1日 (十一月)17:00,49.10, 
1979年11月1日 (十月)17:00,51.10, 
1979年10月1日 (九月)17:00,49.70, 
1979年9月1日 (八月)17:00,44.60, 
1979年8月1日 (七月)17:00,55.20, 
1979年7月1日 (六月)17:00,60.30, 
1979年6月1日 (五月)17:00,60.70, 
1979年5月1日 (四月)17:00,63.80, 
1979年4月1日 (三月)17:00,66.90, 
1979年3月1日 (二月)17:00,61.30, 
1979年2月1日 (一月)17:00,61.60, 
1979年1月1日 (十二月)17:00,63.80, 
1978年12月1日 (十一月)17:00,66.30, 
1978年11月1日 (十月)17:00,63.70, 
1978年10月1日 (九月)17:00,65.60, 
1978年9月1日 (八月)17:00,61.70, 
1978年8月1日 (七月)17:00,64.90, 
1978年7月1日 (六月)17:00,63.00, 
1978年6月1日 (五月)17:00,62.90, 
1978年5月1日 (四月)17:00,62.50, 
1978年4月1日 (三月)17:00,58.30, 
1978年3月1日 (二月)17:00,61.30, 
1978年2月1日 (一月)17:00,64.70, 
1978年1月1日 (十二月)17:00,64.80, 
1977年12月1日 (十一月)17:00,59.30, 
1977年11月1日 (十月)17:00,59.80, 
1977年10月1日 (九月)17:00,56.50, 
1977年9月1日 (八月)17:00,56.30, 
1977年8月1日 (七月)17:00,58.60, 
1977年7月1日 (六月)17:00,58.50, 
1977年6月1日 (五月)17:00,60.30, 
1977年5月1日 (四月)17:00,57.40, 
1977年4月1日 (三月)17:00,57.80, 
1977年3月1日 (二月)17:00,57.40, 
1977年2月1日 (一月)17:00,61.40, 
1977年1月1日 (十二月)17:00,57.10, 
1976年12月1日 (十一月)17:00,56.30, 
1976年11月1日 (十月)17:00,56.30, 
1976年10月1日 (九月)17:00,57.20, 
1976年9月1日 (八月)17:00,60.90, 
1976年8月1日 (七月)17:00,59.00, 
1976年7月1日 (六月)17:00,59.20, 
1976年6月1日 (五月)17:00,60.10, 
1976年5月1日 (四月)17:00,60.40, 
1976年4月1日 (三月)17:00,62.90, 
1976年3月1日 (二月)17:00,59.50, 
1976年2月1日 (一月)17:00,55.60, 
1976年1月1日 (十二月)17:00,51.50, 
1975年12月1日 (十一月)17:00,51.00, 
1975年11月1日 (十月)17:00,51.00, 
1975年10月1日 (九月)17:00,50.20, 
1975年9月1日 (八月)17:00,51.30, 
1975年8月1日 (七月)17:00,43.60, 
1975年7月1日 (六月)17:00,39.40, 
1975年6月1日 (五月)17:00,36.70, 
1975年5月1日 (四月)17:00,33.10, 
1975年4月1日 (三月)17:00,28.90, 
1975年3月1日 (二月)17:00,23.90, 
1975年2月1日 (一月)17:00,24.40, 
1975年1月1日 (十二月)17:00,25.60, 
1974年12月1日 (十一月)17:00,35.60, 
1974年11月1日 (十月)17:00,41.00, 
1974年10月1日 (九月)17:00,46.60, 
1974年9月1日 (八月)17:00,57.80, 
1974年8月1日 (七月)17:00,63.00, 
1974年7月1日 (六月)17:00,60.40, 
1974年6月1日 (五月)17:00,58.10, 
1974年5月1日 (四月)17:00,63.00, 
1974年4月1日 (三月)17:00,59.00, 
1974年3月1日 (二月)17:00,69.60, 
1974年2月1日 (一月)17:00,68.60, 
1974年1月1日 (十二月)17:00,76.30, 
1973年12月1日 (十一月)17:00,78.80, 
1973年11月1日 (十月)17:00,69.40, 
1973年10月1日 (九月)17:00,69.50, 
1973年9月1日 (八月)17:00,69.10, 
1973年8月1日 (七月)17:00,67.80, 
1973年7月1日 (六月)17:00,72.60, 
1973年6月1日 (五月)17:00,71.50, 
1973年5月1日 (四月)17:00,75.00, 
1973年4月1日 (三月)17:00,74.90, 
1973年3月1日 (二月)17:00,78.10, 
1973年2月1日 (一月)17:00,78.60, 
1973年1月1日 (十二月)17:00,74.40, 
1972年12月1日 (十一月)17:00,73.80, 
1972年11月1日 (十月)17:00,71.60, 
1972年10月1日 (九月)17:00,69.30, 
1972年9月1日 (八月)17:00,66.30, 
1972年8月1日 (七月)17:00,67.90, 
1972年7月1日 (六月)17:00,62.10, 
1972年6月1日 (五月)17:00,64.80, 
1972年5月1日 (四月)17:00,62.90, 
1972年4月1日 (三月)17:00,62.70, 
1972年3月1日 (二月)17:00,57.90, 
1972年2月1日 (一月)17:00,60.40, 
1972年1月1日 (十二月)17:00,58.70, 
1971年12月1日 (十一月)17:00,56.80, 
1971年11月1日 (十月)17:00,55.80, 
1971年10月1日 (九月)17:00,53.30, 
1971年9月1日 (八月)17:00,51.10, 
1971年8月1日 (七月)17:00,49.40, 
1971年7月1日 (六月)17:00,48.10, 
1971年6月1日 (五月)17:00,51.20, 
1971年5月1日 (四月)17:00,49.00, 
1971年4月1日 (三月)17:00,47.60, 
1971年3月1日 (二月)17:00,47.40, 
1971年2月1日 (一月)17:00,41.40, 
1971年1月1日 (十二月)17:00,36.70, 
1970年12月1日 (十一月)17:00,38.10, 
1970年11月1日 (十月)17:00,35.40, 
1970年10月1日 (九月)17:00,41.10, 
1970年9月1日 (八月)17:00,46.80, 
1970年8月1日 (七月)17:00,46.00, 
1970年7月1日 (六月)17:00,43.50, 
1970年6月1日 (五月)17:00,35.20, 
1970年5月1日 (四月)17:00,38.90, 
1970年4月1日 (三月)17:00,41.40, 
1970年3月1日 (二月)17:00,43.20, 
1970年2月1日 (一月)17:00,44.70, 
1970年1月1日 (十二月)17:00,50.30, 
