时间,今值,预测值
2009年12月4日21:30,0.1%,0.2%
2009年11月6日21:30,0.3%,0.1%
2009年10月2日20:30,0.1%,0.2%
2009年9月4日20:30,0.3%,0.1%
2009年8月7日20:30,0.2%,0.1%
2009年7月2日20:30,0.0%,0.2%
2009年6月5日20:30,0.1%,0.1%
2009年5月8日20:30,0.1%,0.2%
2009年4月3日20:30,0.2%,0.2%
2009年3月6日21:30,0.2%,0.3%
2009年2月6日21:30,0.3%,0.2%
2009年1月9日21:30,0.3%,0.2%
2008年12月5日21:30,0.4%,0.2%
2008年11月7日21:30,0.2%,0.2%
2008年10月3日20:30,0.2%,0.3%
2008年9月5日20:30,0.4%,0.3%
2008年8月1日20:30,0.3%,0.3%
2008年7月3日20:30,0.3%,0.3%
2008年6月6日21:30,0.3%,0.2%
2008年5月2日20:30,0.1%,0.3%
2008年4月4日20:30,0.3%,0.3%
2008年3月7日21:30,0.3%,0.3%
2008年2月1日 (一月)17:00,0.10%, 
2008年1月1日 (十二月)17:00,0.30%, 
2007年12月1日 (十一月)17:00,0.20%, 
2007年11月1日 (十月)17:00,0.10%, 
2007年10月1日 (九月)17:00,0.20%, 
2007年9月1日 (八月)17:00,0.10%, 
2007年8月1日 (七月)17:00,0.00%, 
2007年7月1日 (六月)17:00,0.60%, 
2007年6月1日 (五月)17:00,0.30%, 
2007年5月1日 (四月)17:00,0.20%, 
2007年4月1日 (三月)17:00,0.40%, 
2007年3月1日 (二月)17:00,0.40%, 
2007年2月1日 (一月)17:00,0.10%, 
2007年1月1日 (十二月)17:00,0.40%, 
2006年12月1日 (十一月)17:00,0.20%, 
2006年11月1日 (十月)17:00,0.10%, 
2006年10月1日 (九月)17:00,0.40%, 
2006年9月1日 (八月)17:00,0.10%, 
2006年8月1日 (七月)17:00,0.30%, 
2006年7月1日 (六月)17:00,0.50%, 
2006年6月1日 (五月)17:00,-0.10%, 
2006年5月1日 (四月)17:00,0.50%, 
