时间,今值,预测值
2002年6月1日 (五月)17:00,8.50%, 
2002年5月1日 (四月)17:00,8.50%, 
2002年4月1日 (三月)17:00,8.40%, 
2002年3月1日 (二月)17:00,8.40%, 
2002年2月1日 (一月)17:00,8.40%, 
2002年1月1日 (十二月)17:00,8.40%, 
2001年12月1日 (十一月)17:00,8.30%, 
2001年11月1日 (十月)17:00,8.30%, 
2001年10月1日 (九月)17:00,8.30%, 
2001年9月1日 (八月)17:00,8.30%, 
2001年8月1日 (七月)17:00,8.30%, 
2001年7月1日 (六月)17:00,8.30%, 
2001年6月1日 (五月)17:00,8.30%, 
2001年5月1日 (四月)17:00,8.30%, 
2001年4月1日 (三月)17:00,8.30%, 
2001年3月1日 (二月)17:00,8.30%, 
2001年2月1日 (一月)17:00,8.40%, 
2001年1月1日 (十二月)17:00,8.50%, 
2000年12月1日 (十一月)17:00,8.50%, 
2000年11月1日 (十月)17:00,8.60%, 
2000年10月1日 (九月)17:00,8.70%, 
2000年9月1日 (八月)17:00,8.80%, 
2000年8月1日 (七月)17:00,8.80%, 
2000年7月1日 (六月)17:00,8.90%, 
2000年6月1日 (五月)17:00,9.00%, 
2000年5月1日 (四月)17:00,9.00%, 
2000年4月1日 (三月)17:00,9.10%, 
2000年3月1日 (二月)17:00,9.20%, 
2000年2月1日 (一月)17:00,9.30%, 
2000年1月1日 (十二月)17:00,9.40%, 
1999年12月1日 (十一月)17:00,9.40%, 
1999年11月1日 (十月)17:00,9.50%, 
1999年10月1日 (九月)17:00,9.60%, 
1999年9月1日 (八月)17:00,9.60%, 
1999年8月1日 (七月)17:00,9.70%, 
1999年7月1日 (六月)17:00,9.80%, 
1999年6月1日 (五月)17:00,9.80%, 
1999年5月1日 (四月)17:00,9.90%, 
1999年4月1日 (三月)17:00,9.90%, 
1999年3月1日 (二月)17:00,10.00%, 
1999年2月1日 (一月)17:00,10.00%, 
1999年1月1日 (十二月)17:00,10.20%, 
1998年12月1日 (十一月)17:00,10.20%, 
1998年11月1日 (十月)17:00,10.30%, 
1998年10月1日 (九月)17:00,10.30%, 
1998年9月1日 (八月)17:00,10.40%, 
1998年8月1日 (七月)17:00,10.40%, 
1998年7月1日 (六月)17:00,10.50%, 
1998年6月1日 (五月)17:00,10.50%, 
1998年5月1日 (四月)17:00,10.60%, 
