时间,今值,预测值
1997年11月1日 (十月)17:00,1.40%, 
1997年10月1日 (九月)17:00,1.40%, 
1997年9月1日 (八月)17:00,1.50%, 
1997年8月1日 (七月)17:00,1.40%, 
1997年7月1日 (六月)17:00,1.40%, 
1997年6月1日 (五月)17:00,1.50%, 
1997年5月1日 (四月)17:00,1.40%, 
1997年4月1日 (三月)17:00,1.60%, 
1997年3月1日 (二月)17:00,1.60%, 
1997年2月1日 (一月)17:00,1.60%, 
