时间,今值,预测值
1996年9月1日 (八月)17:00,1.20%, 
1996年8月1日 (七月)17:00,0.30%, 
1996年7月1日 (六月)17:00,-2.20%, 
1996年6月1日 (五月)17:00,0.30%, 
1996年5月1日 (四月)17:00,2.60%, 
1996年4月1日 (三月)17:00,3.20%, 
1996年3月1日 (二月)17:00,0.90%, 
1996年2月1日 (一月)17:00,-0.50%, 
1996年1月1日 (十二月)17:00,3.20%, 
1995年12月1日 (十一月)17:00,0.40%, 
1995年11月1日 (十月)17:00,-2.90%, 
1995年10月1日 (九月)17:00,-2.10%, 
1995年9月1日 (八月)17:00,-0.50%, 
1995年8月1日 (七月)17:00,-1.20%, 
1995年7月1日 (六月)17:00,0.00%, 
1995年6月1日 (五月)17:00,-0.70%, 
1995年5月1日 (四月)17:00,0.50%, 
1995年4月1日 (三月)17:00,0.30%, 
1995年3月1日 (二月)17:00,1.20%, 
1995年2月1日 (一月)17:00,3.10%, 
1995年1月1日 (十二月)17:00,0.70%, 
1994年12月1日 (十一月)17:00,3.00%, 
1994年11月1日 (十月)17:00,1.30%, 
1994年10月1日 (九月)17:00,-2.60%, 
1994年9月1日 (八月)17:00,-0.20%, 
1994年8月1日 (七月)17:00,1.50%, 
1994年7月1日 (六月)17:00,1.90%, 
1994年6月1日 (五月)17:00,3.20%, 
1994年5月1日 (四月)17:00,3.50%, 
1994年4月1日 (三月)17:00,0.80%, 
1994年3月1日 (二月)17:00,2.50%, 
1994年2月1日 (一月)17:00,1.70%, 
1994年1月1日 (十二月)17:00,-1.10%, 
1993年12月1日 (十一月)17:00,-2.10%, 
1993年11月1日 (十月)17:00,0.00%, 
1993年10月1日 (九月)17:00,-0.60%, 
1993年9月1日 (八月)17:00,0.20%, 
1993年8月1日 (七月)17:00,-1.80%, 
1993年7月1日 (六月)17:00,0.00%, 
1993年6月1日 (五月)17:00,1.70%, 
1993年5月1日 (四月)17:00,1.10%, 
1993年4月1日 (三月)17:00,1.30%, 
1993年3月1日 (二月)17:00,1.70%, 
1993年2月1日 (一月)17:00,-0.60%, 
1993年1月1日 (十二月)17:00,-1.10%, 
1992年12月1日 (十一月)17:00,1.50%, 
1992年11月1日 (十月)17:00,-1.10%, 
1992年10月1日 (九月)17:00,2.00%, 
1992年9月1日 (八月)17:00,-0.60%, 
1992年8月1日 (七月)17:00,-0.20%, 
1992年7月1日 (六月)17:00,2.40%, 
1992年6月1日 (五月)17:00,3.20%, 
1992年5月1日 (四月)17:00,1.40%, 
1992年4月1日 (三月)17:00,0.20%, 
1992年3月1日 (二月)17:00,2.60%, 
1992年2月1日 (一月)17:00,-1.40%, 
1992年1月1日 (十二月)17:00,-3.00%, 
1991年12月1日 (十一月)17:00,0.20%, 
1991年11月1日 (十月)17:00,0.70%, 
1991年10月1日 (九月)17:00,-0.90%, 
1991年9月1日 (八月)17:00,0.20%, 
1991年8月1日 (七月)17:00,-0.70%, 
1991年7月1日 (六月)17:00,0.20%, 
1991年6月1日 (五月)17:00,-1.30%, 
1991年5月1日 (四月)17:00,-2.00%, 
1991年4月1日 (三月)17:00,-4.00%, 
1991年3月1日 (二月)17:00,-5.20%, 
1991年2月1日 (一月)17:00,-2.70%, 
1991年1月1日 (十二月)17:00,-3.90%, 
1990年12月1日 (十一月)17:00,0.40%, 
1990年11月1日 (十月)17:00,5.80%, 
1990年10月1日 (九月)17:00,7.70%, 
1990年9月1日 (八月)17:00,6.40%, 
1990年8月1日 (七月)17:00,-0.50%, 
1990年7月1日 (六月)17:00,-2.20%, 
1990年6月1日 (五月)17:00,-0.20%, 
1990年5月1日 (四月)17:00,-2.60%, 
1990年4月1日 (三月)17:00,0.00%, 
1990年3月1日 (二月)17:00,2.60%, 
1990年2月1日 (一月)17:00,0.70%, 
1990年1月1日 (十二月)17:00,-0.70%, 
1989年12月1日 (十一月)17:00,-0.70%, 
1989年11月1日 (十月)17:00,0.70%, 
1989年10月1日 (九月)17:00,-1.70%, 
1989年9月1日 (八月)17:00,-0.90%, 
1989年8月1日 (七月)17:00,-0.20%, 
1989年7月1日 (六月)17:00,-0.90%, 
1989年6月1日 (五月)17:00,0.60%, 
1989年5月1日 (四月)17:00,0.90%, 
1989年4月1日 (三月)17:00,3.10%, 
1989年3月1日 (二月)17:00,0.40%, 
1989年2月1日 (一月)17:00,2.80%, 
1989年1月1日 (十二月)17:00,0.90%, 
1988年12月1日 (十一月)17:00,-0.20%, 
1988年11月1日 (十月)17:00,-0.90%, 
1988年10月1日 (九月)17:00,-0.70%, 
1988年9月1日 (八月)17:00,-2.00%, 
1988年8月1日 (七月)17:00,-1.30%, 
1988年7月1日 (六月)17:00,0.20%, 
1988年6月1日 (五月)17:00,1.80%, 
1988年5月1日 (四月)17:00,0.00%, 
1988年4月1日 (三月)17:00,-0.90%, 
1988年3月1日 (二月)17:00,-2.60%, 
1988年2月1日 (一月)17:00,-1.90%, 
1988年1月1日 (十二月)17:00,-0.20%, 
1987年12月1日 (十一月)17:00,0.20%, 
1987年11月1日 (十月)17:00,-0.80%, 
1987年10月1日 (九月)17:00,-0.40%, 
1987年9月1日 (八月)17:00,1.30%, 
1987年8月1日 (七月)17:00,1.10%, 
1987年7月1日 (六月)17:00,1.50%, 
1987年6月1日 (五月)17:00,3.60%, 
1987年5月1日 (四月)17:00,1.10%, 
1987年4月1日 (三月)17:00,-0.70%, 
1987年3月1日 (二月)17:00,1.60%, 
1987年2月1日 (一月)17:00,2.10%, 
1987年1月1日 (十二月)17:00,0.50%, 
1986年12月1日 (十一月)17:00,1.00%, 
1986年11月1日 (十月)17:00,0.50%, 
1986年10月1日 (九月)17:00,2.20%, 
1986年9月1日 (八月)17:00,0.70%, 
1986年8月1日 (七月)17:00,-1.50%, 
1986年7月1日 (六月)17:00,1.20%, 
1986年6月1日 (五月)17:00,0.00%, 
1986年5月1日 (四月)17:00,-7.30%, 
1986年4月1日 (三月)17:00,-7.80%, 
1986年3月1日 (二月)17:00,-6.90%, 
1986年2月1日 (一月)17:00,-3.20%, 
1986年1月1日 (十二月)17:00,1.00%, 
1985年12月1日 (十一月)17:00,1.60%, 
1985年11月1日 (十月)17:00,1.20%, 
1985年10月1日 (九月)17:00,-0.40%, 
1985年9月1日 (八月)17:00,-0.60%, 
1985年8月1日 (七月)17:00,-1.50%, 
1985年7月1日 (六月)17:00,-1.10%, 
1985年6月1日 (五月)17:00,0.00%, 
1985年5月1日 (四月)17:00,-0.20%, 
1985年4月1日 (三月)17:00,0.40%, 
1985年3月1日 (二月)17:00,0.60%, 
1985年2月1日 (一月)17:00,-0.40%, 
1985年1月1日 (十二月)17:00,0.00%, 
1984年12月1日 (十一月)17:00,4.00%, 
1984年11月1日 (十月)17:00,-0.60%, 
1984年10月1日 (九月)17:00,-0.40%, 
1984年9月1日 (八月)17:00,-1.20%, 
1984年8月1日 (七月)17:00,-0.60%, 
1984年7月1日 (六月)17:00,0.00%, 
1984年6月1日 (五月)17:00,0.20%, 
1984年5月1日 (四月)17:00,0.60%, 
1984年4月1日 (三月)17:00,1.00%, 
1984年3月1日 (二月)17:00,0.60%, 
1984年2月1日 (一月)17:00,0.60%, 
1984年1月1日 (十二月)17:00,0.80%, 
1983年12月1日 (十一月)17:00,-0.60%, 
1983年11月1日 (十月)17:00,0.60%, 
1983年10月1日 (九月)17:00,-0.60%, 
1983年9月1日 (八月)17:00,0.80%, 
1983年8月1日 (七月)17:00,-0.40%, 
1983年7月1日 (六月)17:00,0.00%, 
1983年6月1日 (五月)17:00,0.00%, 
1983年5月1日 (四月)17:00,1.20%, 
1983年4月1日 (三月)17:00,-0.40%, 
1983年3月1日 (二月)17:00,1.00%, 
1983年2月1日 (一月)17:00,2.10%, 
1983年1月1日 (十二月)17:00,0.40%, 
1982年12月1日 (十一月)17:00,-0.60%, 
1982年11月1日 (十月)17:00,-1.20%, 
1982年10月1日 (九月)17:00,0.60%, 
1982年9月1日 (八月)17:00,-0.80%, 
1982年8月1日 (七月)17:00,2.50%, 
1982年7月1日 (六月)17:00,-0.40%, 
1982年6月1日 (五月)17:00,1.30%, 
1982年5月1日 (四月)17:00,0.60%, 
1982年4月1日 (三月)17:00,0.00%, 
1982年3月1日 (二月)17:00,1.50%, 
1982年2月1日 (一月)17:00,3.60%, 
1982年1月1日 (十二月)17:00,-3.50%, 
1981年12月1日 (十一月)17:00,-1.10%, 
1981年11月1日 (十月)17:00,2.60%, 
1981年10月1日 (九月)17:00,-0.70%, 
1981年9月1日 (八月)17:00,0.00%, 
1981年8月1日 (七月)17:00,1.80%, 
1981年7月1日 (六月)17:00,4.40%, 
1981年6月1日 (五月)17:00,1.40%, 
1981年5月1日 (四月)17:00,0.00%, 
1981年4月1日 (三月)17:00,0.90%, 
1981年3月1日 (二月)17:00,-0.90%, 
