时间,今值,预测值
2007年3月1日 (二月)17:00,2.90, 
2007年2月1日 (一月)17:00,-3.60, 
2007年1月1日 (十二月)17:00,-19.00, 
2006年12月1日 (十一月)17:00,-28.50, 
2006年11月1日 (十月)17:00,-27.40, 
2006年10月1日 (九月)17:00,-22.20, 
2006年9月1日 (八月)17:00,-5.60, 
2006年8月1日 (七月)17:00,15.10, 
2006年7月1日 (六月)17:00,37.80, 
2006年6月1日 (五月)17:00,50.00, 
2006年5月1日 (四月)17:00,62.70, 
2006年4月1日 (三月)17:00,63.40, 
2006年3月1日 (二月)17:00,69.80, 
2006年2月1日 (一月)17:00,71.00, 
2006年1月1日 (十二月)17:00,61.60, 
2005年12月1日 (十一月)17:00,38.70, 
2005年11月1日 (十月)17:00,39.40, 
2005年10月1日 (九月)17:00,38.60, 
2005年9月1日 (八月)17:00,50.00, 
2005年8月1日 (七月)17:00,37.00, 
2005年7月1日 (六月)17:00,19.50, 
2005年6月1日 (五月)17:00,13.90, 
2005年5月1日 (四月)17:00,20.10, 
2005年4月1日 (三月)17:00,36.30, 
2005年3月1日 (二月)17:00,35.90, 
2005年2月1日 (一月)17:00,26.90, 
2005年1月1日 (十二月)17:00,14.40, 
2004年12月1日 (十一月)17:00,13.90, 
2004年11月1日 (十月)17:00,31.30, 
2004年10月1日 (九月)17:00,38.40, 
2004年9月1日 (八月)17:00,45.30, 
2004年8月1日 (七月)17:00,48.40, 
2004年7月1日 (六月)17:00,47.40, 
2004年6月1日 (五月)17:00,46.40, 
2004年5月1日 (四月)17:00,49.70, 
2004年4月1日 (三月)17:00,57.60, 
2004年3月1日 (二月)17:00,69.90, 
2004年2月1日 (一月)17:00,72.90, 
2004年1月1日 (十二月)17:00,73.40, 
2003年12月1日 (十一月)17:00,67.20, 
2003年11月1日 (十月)17:00,60.30, 
2003年10月1日 (九月)17:00,60.90, 
2003年9月1日 (八月)17:00,52.50, 
2003年8月1日 (七月)17:00,41.90, 
2003年7月1日 (六月)17:00,21.30, 
2003年6月1日 (五月)17:00,18.70, 
2003年5月1日 (四月)17:00,18.40, 
2003年4月1日 (三月)17:00,17.70, 
2003年3月1日 (二月)17:00,15.00, 
2003年2月1日 (一月)17:00,14.00, 
2003年1月1日 (十二月)17:00,0.60, 
2002年12月1日 (十一月)17:00,4.20, 
2002年11月1日 (十月)17:00,23.40, 
2002年10月1日 (九月)17:00,39.50, 
2002年9月1日 (八月)17:00,43.40, 
2002年8月1日 (七月)17:00,69.10, 
2002年7月1日 (六月)17:00,69.60, 
2002年6月1日 (五月)17:00,66.30, 
2002年5月1日 (四月)17:00,70.60, 
2002年4月1日 (三月)17:00,71.20, 
2002年3月1日 (二月)17:00,50.20, 
2002年2月1日 (一月)17:00,35.90, 
2002年1月1日 (十二月)17:00,25.80, 
2001年12月1日 (十一月)17:00,13.10, 
2001年11月1日 (十月)17:00,9.80, 
2001年10月1日 (九月)17:00,13.70, 
2001年9月1日 (八月)17:00,11.40, 
2001年8月1日 (七月)17:00,-1.90, 
2001年7月1日 (六月)17:00,-8.10, 
2001年6月1日 (五月)17:00,-4.30, 
2001年5月1日 (四月)17:00,-4.50, 
2001年4月1日 (三月)17:00,-10.40, 
2001年3月1日 (二月)17:00,-6.10, 
2001年2月1日 (一月)17:00,-4.40, 
2001年1月1日 (十二月)17:00,-0.10, 
2000年12月1日 (十一月)17:00,8.70, 
2000年11月1日 (十月)17:00,20.40, 
2000年10月1日 (九月)17:00,40.80, 
2000年9月1日 (八月)17:00,67.70, 
2000年8月1日 (七月)17:00,71.90, 
2000年7月1日 (六月)17:00,77.10, 
2000年6月1日 (五月)17:00,81.00, 
2000年5月1日 (四月)17:00,83.00, 
2000年4月1日 (三月)17:00,83.70, 
2000年3月1日 (二月)17:00,85.50, 
2000年2月1日 (一月)17:00,89.60, 
2000年1月1日 (十二月)17:00,84.40, 
1999年12月1日 (十一月)17:00,84.50, 
1999年11月1日 (十月)17:00,82.40, 
1999年10月1日 (九月)17:00,80.70, 
1999年9月1日 (八月)17:00,74.00, 
1999年8月1日 (七月)17:00,74.30, 
1999年7月1日 (六月)17:00,56.40, 
1999年6月1日 (五月)17:00,45.10, 
1999年5月1日 (四月)17:00,30.30, 
1999年4月1日 (三月)17:00,9.20, 
1999年3月1日 (二月)17:00,-6.60, 
1999年2月1日 (一月)17:00,-25.10, 
1999年1月1日 (十二月)17:00,-24.90, 
1998年12月1日 (十一月)17:00,-17.90, 
1998年11月1日 (十月)17:00,-6.20, 
1998年10月1日 (九月)17:00,22.80, 
1998年9月1日 (八月)17:00,58.10, 
1998年8月1日 (七月)17:00,68.40, 
1998年7月1日 (六月)17:00,68.70, 
1998年6月1日 (五月)17:00,64.20, 
1998年5月1日 (四月)17:00,63.60, 
1998年4月1日 (三月)17:00,51.00, 
1998年3月1日 (二月)17:00,40.70, 
1998年2月1日 (一月)17:00,49.90, 
1998年1月1日 (十二月)17:00,61.90, 
1997年12月1日 (十一月)17:00,68.30, 
1997年11月1日 (十月)17:00,78.10, 
1997年10月1日 (九月)17:00,71.90, 
1997年9月1日 (八月)17:00,66.30, 
1997年8月1日 (七月)17:00,66.90, 
1997年7月1日 (六月)17:00,68.10, 
1997年6月1日 (五月)17:00,70.10, 
1997年5月1日 (四月)17:00,73.00, 
1997年4月1日 (三月)17:00,65.70, 
1997年3月1日 (二月)17:00,62.30, 
1997年2月1日 (一月)17:00,70.80, 
1997年1月1日 (十二月)17:00,69.30, 
1996年12月1日 (十一月)17:00,74.60, 
1996年11月1日 (十月)17:00,76.20, 
1996年10月1日 (九月)17:00,71.00, 
1996年9月1日 (八月)17:00,62.20, 
1996年8月1日 (七月)17:00,66.40, 
1996年7月1日 (六月)17:00,65.10, 
1996年6月1日 (五月)17:00,54.80, 
1996年5月1日 (四月)17:00,44.90, 
1996年4月1日 (三月)17:00,31.50, 
1996年3月1日 (二月)17:00,19.50, 
1996年2月1日 (一月)17:00,8.40, 
1996年1月1日 (十二月)17:00,-9.10, 
1995年12月1日 (十一月)17:00,-6.50, 
1995年11月1日 (十月)17:00,9.80, 
1995年10月1日 (九月)17:00,17.40, 
1995年9月1日 (八月)17:00,14.10, 
1995年8月1日 (七月)17:00,9.80, 
1995年7月1日 (六月)17:00,6.00, 
1995年6月1日 (五月)17:00,11.50, 
1995年5月1日 (四月)17:00,11.10, 
1995年4月1日 (三月)17:00,30.80, 
1995年3月1日 (二月)17:00,67.30, 
1995年2月1日 (一月)17:00,76.60, 
1995年1月1日 (十二月)17:00,75.00, 
1994年12月1日 (十一月)17:00,74.50, 
1994年11月1日 (十月)17:00,74.60, 
1994年10月1日 (九月)17:00,79.70, 
1994年9月1日 (八月)17:00,87.90, 
1994年8月1日 (七月)17:00,80.60, 
1994年7月1日 (六月)17:00,83.40, 
1994年6月1日 (五月)17:00,86.40, 
1994年5月1日 (四月)17:00,78.50, 
1994年4月1日 (三月)17:00,61.70, 
1994年3月1日 (二月)17:00,44.00, 
1994年2月1日 (一月)17:00,37.20, 
1994年1月1日 (十二月)17:00,29.60, 
1993年12月1日 (十一月)17:00,19.60, 
1993年11月1日 (十月)17:00,31.10, 
1993年10月1日 (九月)17:00,29.60, 
1993年9月1日 (八月)17:00,26.80, 
1993年8月1日 (七月)17:00,24.30, 
1993年7月1日 (六月)17:00,-7.60, 
1993年6月1日 (五月)17:00,-14.00, 
1993年5月1日 (四月)17:00,-24.10, 
1993年4月1日 (三月)17:00,-29.40, 
1993年3月1日 (二月)17:00,-36.80, 
1993年2月1日 (一月)17:00,-49.70, 
1993年1月1日 (十二月)17:00,-62.20, 
1992年12月1日 (十一月)17:00,-59.30, 
1992年11月1日 (十月)17:00,-53.90, 
1992年10月1日 (九月)17:00,-32.10, 
1992年9月1日 (八月)17:00,-36.80, 
1992年8月1日 (七月)17:00,-5.60, 
1992年7月1日 (六月)17:00,3.20, 
1992年6月1日 (五月)17:00,-4.00, 
1992年5月1日 (四月)17:00,-26.50, 
1992年4月1日 (三月)17:00,-41.70, 
1992年3月1日 (二月)17:00,-41.10, 
1992年2月1日 (一月)17:00,-49.20, 
1992年1月1日 (十二月)17:00,-59.00, 
