时间,今值,预测值
1992年4月1日 (三月)17:00,-2.00%, 
1992年3月1日 (二月)17:00,-0.80%, 
1992年2月1日 (一月)17:00,-1.40%, 
1992年1月1日 (十二月)17:00,-2.40%, 
1991年12月1日 (十一月)17:00,0.20%, 
1991年11月1日 (十月)17:00,-0.90%, 
1991年10月1日 (九月)17:00,-1.00%, 
1991年9月1日 (八月)17:00,-1.80%, 
1991年8月1日 (七月)17:00,1.00%, 
1991年7月1日 (六月)17:00,-1.80%, 
1991年6月1日 (五月)17:00,0.30%, 
1991年5月1日 (四月)17:00,-0.20%, 
1991年4月1日 (三月)17:00,-1.20%, 
1991年3月1日 (二月)17:00,-0.20%, 
1991年2月1日 (一月)17:00,-0.20%, 
1991年1月1日 (十二月)17:00,0.20%, 
1990年12月1日 (十一月)17:00,-0.90%, 
1990年11月1日 (十月)17:00,1.40%, 
1990年10月1日 (九月)17:00,-0.50%, 
1990年9月1日 (八月)17:00,-0.20%, 
1990年8月1日 (七月)17:00,0.60%, 
1990年7月1日 (六月)17:00,0.80%, 
1990年6月1日 (五月)17:00,1.40%, 
1990年5月1日 (四月)17:00,0.60%, 
1990年4月1日 (三月)17:00,0.30%, 
1990年3月1日 (二月)17:00,0.10%, 
1990年2月1日 (一月)17:00,-0.40%, 
1990年1月1日 (十二月)17:00,0.80%, 
1989年12月1日 (十一月)17:00,1.00%, 
1989年11月1日 (十月)17:00,-0.50%, 
1989年10月1日 (九月)17:00,0.40%, 
1989年9月1日 (八月)17:00,1.30%, 
1989年8月1日 (七月)17:00,-0.50%, 
1989年7月1日 (六月)17:00,0.60%, 
1989年6月1日 (五月)17:00,-0.40%, 
1989年5月1日 (四月)17:00,-2.50%, 
1989年4月1日 (三月)17:00,4.00%, 
1989年3月1日 (二月)17:00,0.00%, 
1989年2月1日 (一月)17:00,0.40%, 
1989年1月1日 (十二月)17:00,0.30%, 
1988年12月1日 (十一月)17:00,1.50%, 
1988年11月1日 (十月)17:00,0.20%, 
1988年10月1日 (九月)17:00,0.80%, 
1988年9月1日 (八月)17:00,0.70%, 
1988年8月1日 (七月)17:00,0.90%, 
1988年7月1日 (六月)17:00,0.80%, 
1988年6月1日 (五月)17:00,-0.30%, 
1988年5月1日 (四月)17:00,1.80%, 
1988年4月1日 (三月)17:00,-1.10%, 
1988年3月1日 (二月)17:00,2.30%, 
1988年2月1日 (一月)17:00,0.90%, 
1988年1月1日 (十二月)17:00,1.00%, 
1987年12月1日 (十一月)17:00,0.90%, 
1987年11月1日 (十月)17:00,1.10%, 
1987年10月1日 (九月)17:00,1.40%, 
1987年9月1日 (八月)17:00,0.80%, 
1987年8月1日 (七月)17:00,1.10%, 
1987年7月1日 (六月)17:00,1.90%, 
1987年6月1日 (五月)17:00,0.50%, 
1987年5月1日 (四月)17:00,0.20%, 
1987年4月1日 (三月)17:00,0.80%, 
1987年3月1日 (二月)17:00,0.20%, 
1987年2月1日 (一月)17:00,0.30%, 
1987年1月1日 (十二月)17:00,0.80%, 
1986年12月1日 (十一月)17:00,-0.50%, 
1986年11月1日 (十月)17:00,-0.40%, 
1986年10月1日 (九月)17:00,1.10%, 
1986年9月1日 (八月)17:00,-0.50%, 
1986年8月1日 (七月)17:00,-1.00%, 
1986年7月1日 (六月)17:00,0.10%, 
1986年6月1日 (五月)17:00,-0.80%, 
1986年5月1日 (四月)17:00,0.10%, 
1986年4月1日 (三月)17:00,-0.70%, 
1986年3月1日 (二月)17:00,-0.20%, 
1986年2月1日 (一月)17:00,-0.10%, 
1986年1月1日 (十二月)17:00,-0.40%, 
1985年12月1日 (十一月)17:00,-0.20%, 
1985年11月1日 (十月)17:00,0.10%, 
1985年10月1日 (九月)17:00,-0.30%, 
1985年9月1日 (八月)17:00,-0.60%, 
1985年8月1日 (七月)17:00,0.70%, 
1985年7月1日 (六月)17:00,-0.60%, 
1985年6月1日 (五月)17:00,0.20%, 
1985年5月1日 (四月)17:00,0.80%, 
1985年4月1日 (三月)17:00,0.10%, 
1985年3月1日 (二月)17:00,-0.30%, 
