时间,今值,预测值
2005年8月1日 (七月)17:00,5.00%, 
2005年7月1日 (六月)17:00,4.90%, 
2005年6月1日 (五月)17:00,5.10%, 
2005年5月1日 (四月)17:00,5.10%, 
2005年4月1日 (三月)17:00,5.20%, 
2005年3月1日 (二月)17:00,5.00%, 
2005年2月1日 (一月)17:00,5.10%, 
2005年1月1日 (十二月)17:00,5.10%, 
2004年12月1日 (十一月)17:00,5.20%, 
2004年11月1日 (十月)17:00,5.10%, 
2004年10月1日 (九月)17:00,5.40%, 
2004年9月1日 (八月)17:00,5.50%, 
2004年8月1日 (七月)17:00,5.50%, 
2004年7月1日 (六月)17:00,5.50%, 
2004年6月1日 (五月)17:00,5.30%, 
2004年5月1日 (四月)17:00,5.50%, 
2004年4月1日 (三月)17:00,5.40%, 
2004年3月1日 (二月)17:00,5.70%, 
2004年2月1日 (一月)17:00,5.50%, 
2004年1月1日 (十二月)17:00,5.70%, 
2003年12月1日 (十一月)17:00,5.70%, 
2003年11月1日 (十月)17:00,5.80%, 
2003年10月1日 (九月)17:00,5.80%, 
2003年9月1日 (八月)17:00,5.80%, 
2003年8月1日 (七月)17:00,6.10%, 
2003年7月1日 (六月)17:00,6.00%, 
2003年6月1日 (五月)17:00,6.00%, 
2003年5月1日 (四月)17:00,6.00%, 
2003年4月1日 (三月)17:00,6.10%, 
2003年3月1日 (二月)17:00,5.90%, 
2003年2月1日 (一月)17:00,6.10%, 
2003年1月1日 (十二月)17:00,6.20%, 
2002年12月1日 (十一月)17:00,6.20%, 
2002年11月1日 (十月)17:00,6.10%, 
2002年10月1日 (九月)17:00,6.30%, 
2002年9月1日 (八月)17:00,6.30%, 
2002年8月1日 (七月)17:00,6.20%, 
2002年7月1日 (六月)17:00,6.50%, 
2002年6月1日 (五月)17:00,6.30%, 
2002年5月1日 (四月)17:00,6.30%, 
2002年4月1日 (三月)17:00,6.40%, 
2002年3月1日 (二月)17:00,6.60%, 
2002年2月1日 (一月)17:00,6.90%, 
2002年1月1日 (十二月)17:00,6.80%, 
2001年12月1日 (十一月)17:00,6.90%, 
2001年11月1日 (十月)17:00,7.20%, 
2001年10月1日 (九月)17:00,6.80%, 
2001年9月1日 (八月)17:00,6.90%, 
2001年8月1日 (七月)17:00,6.90%, 
2001年7月1日 (六月)17:00,6.90%, 
2001年6月1日 (五月)17:00,6.80%, 
2001年5月1日 (四月)17:00,6.80%, 
2001年4月1日 (三月)17:00,6.50%, 
2001年3月1日 (二月)17:00,6.50%, 
2001年2月1日 (一月)17:00,6.20%, 
2001年1月1日 (十二月)17:00,6.20%, 
2000年12月1日 (十一月)17:00,6.20%, 
2000年11月1日 (十月)17:00,6.00%, 
2000年10月1日 (九月)17:00,5.90%, 
2000年9月1日 (八月)17:00,6.00%, 
2000年8月1日 (七月)17:00,6.00%, 
2000年7月1日 (六月)17:00,6.10%, 
2000年6月1日 (五月)17:00,6.30%, 
2000年5月1日 (四月)17:00,6.40%, 
2000年4月1日 (三月)17:00,6.60%, 
2000年3月1日 (二月)17:00,6.70%, 
2000年2月1日 (一月)17:00,6.80%, 
2000年1月1日 (十二月)17:00,6.70%, 
1999年12月1日 (十一月)17:00,6.40%, 
1999年11月1日 (十月)17:00,6.80%, 
1999年10月1日 (九月)17:00,7.00%, 
1999年9月1日 (八月)17:00,6.90%, 
1999年8月1日 (七月)17:00,6.70%, 
1999年7月1日 (六月)17:00,6.60%, 
1999年6月1日 (五月)17:00,7.00%, 
1999年5月1日 (四月)17:00,7.00%, 
1999年4月1日 (三月)17:00,7.00%, 
1999年3月1日 (二月)17:00,7.10%, 
1999年2月1日 (一月)17:00,7.10%, 
1999年1月1日 (十二月)17:00,7.20%, 
1998年12月1日 (十一月)17:00,7.60%, 
1998年11月1日 (十月)17:00,7.30%, 
1998年10月1日 (九月)17:00,7.60%, 
1998年9月1日 (八月)17:00,7.70%, 
1998年8月1日 (七月)17:00,8.00%, 
1998年7月1日 (六月)17:00,7.90%, 
1998年6月1日 (五月)17:00,7.70%, 
1998年5月1日 (四月)17:00,7.60%, 
1998年4月1日 (三月)17:00,7.90%, 
1998年3月1日 (二月)17:00,7.80%, 
1998年2月1日 (一月)17:00,7.90%, 
1998年1月1日 (十二月)17:00,8.00%, 
1997年12月1日 (十一月)17:00,8.00%, 
1997年11月1日 (十月)17:00,8.00%, 
1997年10月1日 (九月)17:00,8.00%, 
1997年9月1日 (八月)17:00,8.40%, 
1997年8月1日 (七月)17:00,8.60%, 
1997年7月1日 (六月)17:00,8.40%, 
1997年6月1日 (五月)17:00,8.50%, 
1997年5月1日 (四月)17:00,8.50%, 
1997年4月1日 (三月)17:00,8.60%, 
1997年3月1日 (二月)17:00,8.70%, 
1997年2月1日 (一月)17:00,8.50%, 
1997年1月1日 (十二月)17:00,8.70%, 
1996年12月1日 (十一月)17:00,8.50%, 
1996年11月1日 (十月)17:00,8.70%, 
1996年10月1日 (九月)17:00,8.60%, 
1996年9月1日 (八月)17:00,8.60%, 
1996年8月1日 (七月)17:00,8.50%, 
1996年7月1日 (六月)17:00,8.30%, 
1996年6月1日 (五月)17:00,8.40%, 
1996年5月1日 (四月)17:00,8.60%, 
1996年4月1日 (三月)17:00,8.40%, 
1996年3月1日 (二月)17:00,8.30%, 
1996年2月1日 (一月)17:00,8.40%, 
1996年1月1日 (十二月)17:00,8.20%, 
1995年12月1日 (十一月)17:00,8.40%, 
1995年11月1日 (十月)17:00,8.50%, 
1995年10月1日 (九月)17:00,8.50%, 
1995年9月1日 (八月)17:00,8.20%, 
1995年8月1日 (七月)17:00,8.40%, 
1995年7月1日 (六月)17:00,8.40%, 
1995年6月1日 (五月)17:00,8.50%, 
1995年5月1日 (四月)17:00,8.30%, 
1995年4月1日 (三月)17:00,8.60%, 
1995年3月1日 (二月)17:00,8.80%, 
1995年2月1日 (一月)17:00,8.80%, 
1995年1月1日 (十二月)17:00,8.90%, 
1994年12月1日 (十一月)17:00,9.10%, 
1994年11月1日 (十月)17:00,9.00%, 
1994年10月1日 (九月)17:00,9.30%, 
1994年9月1日 (八月)17:00,9.40%, 
1994年8月1日 (七月)17:00,9.60%, 
1994年7月1日 (六月)17:00,9.80%, 
1994年6月1日 (五月)17:00,9.80%, 
1994年5月1日 (四月)17:00,10.10%, 
1994年4月1日 (三月)17:00,10.40%, 
1994年3月1日 (二月)17:00,10.40%, 
1994年2月1日 (一月)17:00,10.60%, 
1994年1月1日 (十二月)17:00,10.70%, 
1993年12月1日 (十一月)17:00,10.90%, 
1993年11月1日 (十月)17:00,10.90%, 
1993年10月1日 (九月)17:00,10.80%, 
1993年9月1日 (八月)17:00,11.00%, 
1993年8月1日 (七月)17:00,10.90%, 
1993年7月1日 (六月)17:00,11.00%, 
1993年6月1日 (五月)17:00,10.80%, 
1993年5月1日 (四月)17:00,10.80%, 
1993年4月1日 (三月)17:00,10.90%, 
1993年3月1日 (二月)17:00,11.00%, 
1993年2月1日 (一月)17:00,10.80%, 
1993年1月1日 (十二月)17:00,11.10%, 
1992年12月1日 (十一月)17:00,11.10%, 
1992年11月1日 (十月)17:00,11.10%, 
1992年10月1日 (九月)17:00,10.70%, 
1992年9月1日 (八月)17:00,10.70%, 
1992年8月1日 (七月)17:00,11.00%, 
1992年7月1日 (六月)17:00,10.90%, 
1992年6月1日 (五月)17:00,10.70%, 
1992年5月1日 (四月)17:00,10.50%, 
1992年4月1日 (三月)17:00,10.50%, 
1992年3月1日 (二月)17:00,10.40%, 
1992年2月1日 (一月)17:00,10.30%, 
1992年1月1日 (十二月)17:00,10.40%, 
1991年12月1日 (十一月)17:00,10.20%, 
1991年11月1日 (十月)17:00,10.00%, 
1991年10月1日 (九月)17:00,10.10%, 
1991年9月1日 (八月)17:00,9.80%, 
1991年8月1日 (七月)17:00,9.70%, 
1991年7月1日 (六月)17:00,9.50%, 
1991年6月1日 (五月)17:00,9.50%, 
1991年5月1日 (四月)17:00,9.90%, 
1991年4月1日 (三月)17:00,9.20%, 
1991年3月1日 (二月)17:00,8.60%, 
1991年2月1日 (一月)17:00,8.40%, 
1991年1月1日 (十二月)17:00,8.00%, 
1990年12月1日 (十一月)17:00,8.00%, 
1990年11月1日 (十月)17:00,7.60%, 
1990年10月1日 (九月)17:00,7.40%, 
1990年9月1日 (八月)17:00,7.20%, 
1990年8月1日 (七月)17:00,7.00%, 
1990年7月1日 (六月)17:00,6.70%, 
1990年6月1日 (五月)17:00,6.50%, 
1990年5月1日 (四月)17:00,6.30%, 
1990年4月1日 (三月)17:00,6.20%, 
1990年3月1日 (二月)17:00,6.40%, 
1990年2月1日 (一月)17:00,6.10%, 
1990年1月1日 (十二月)17:00,5.80%, 
1989年12月1日 (十一月)17:00,5.80%, 
1989年11月1日 (十月)17:00,5.90%, 
1989年10月1日 (九月)17:00,6.10%, 
1989年9月1日 (八月)17:00,6.00%, 
1989年8月1日 (七月)17:00,6.10%, 
1989年7月1日 (六月)17:00,6.00%, 
1989年6月1日 (五月)17:00,6.20%, 
1989年5月1日 (四月)17:00,6.20%, 
1989年4月1日 (三月)17:00,6.30%, 
1989年3月1日 (二月)17:00,6.70%, 
1989年2月1日 (一月)17:00,6.80%, 
1989年1月1日 (十二月)17:00,6.80%, 
1988年12月1日 (十一月)17:00,6.60%, 
1988年11月1日 (十月)17:00,6.80%, 
1988年10月1日 (九月)17:00,7.00%, 
1988年9月1日 (八月)17:00,7.10%, 
1988年8月1日 (七月)17:00,6.70%, 
1988年7月1日 (六月)17:00,7.50%, 
1988年6月1日 (五月)17:00,7.40%, 
1988年5月1日 (四月)17:00,7.90%, 
1988年4月1日 (三月)17:00,7.50%, 
1988年3月1日 (二月)17:00,7.50%, 
1988年2月1日 (一月)17:00,7.60%, 
1988年1月1日 (十二月)17:00,7.70%, 
1987年12月1日 (十一月)17:00,8.00%, 
1987年11月1日 (十月)17:00,8.10%, 
1987年10月1日 (九月)17:00,7.80%, 
1987年9月1日 (八月)17:00,8.10%, 
1987年8月1日 (七月)17:00,8.10%, 
1987年7月1日 (六月)17:00,8.00%, 
1987年6月1日 (五月)17:00,8.20%, 
1987年5月1日 (四月)17:00,8.30%, 
1987年4月1日 (三月)17:00,8.40%, 
1987年3月1日 (二月)17:00,8.30%, 
1987年2月1日 (一月)17:00,8.20%, 
1987年1月1日 (十二月)17:00,8.40%, 
1986年12月1日 (十一月)17:00,8.40%, 
1986年11月1日 (十月)17:00,8.30%, 
1986年10月1日 (九月)17:00,8.30%, 
1986年9月1日 (八月)17:00,8.20%, 
1986年8月1日 (七月)17:00,8.10%, 
1986年7月1日 (六月)17:00,7.60%, 
1986年6月1日 (五月)17:00,7.80%, 
1986年5月1日 (四月)17:00,7.90%, 
1986年4月1日 (三月)17:00,7.90%, 
1986年3月1日 (二月)17:00,8.00%, 
1986年2月1日 (一月)17:00,7.80%, 
1986年1月1日 (十二月)17:00,7.80%, 
1985年12月1日 (十一月)17:00,8.00%, 
1985年11月1日 (十月)17:00,7.80%, 
1985年10月1日 (九月)17:00,8.10%, 
1985年9月1日 (八月)17:00,8.20%, 
1985年8月1日 (七月)17:00,8.20%, 
1985年7月1日 (六月)17:00,8.60%, 
1985年6月1日 (五月)17:00,8.40%, 
1985年5月1日 (四月)17:00,8.40%, 
1985年4月1日 (三月)17:00,8.70%, 
1985年3月1日 (二月)17:00,8.40%, 
1985年2月1日 (一月)17:00,8.60%, 
1985年1月1日 (十二月)17:00,8.50%, 
1984年12月1日 (十一月)17:00,8.70%, 
1984年11月1日 (十月)17:00,8.70%, 
1984年10月1日 (九月)17:00,8.70%, 
1984年9月1日 (八月)17:00,8.80%, 
1984年8月1日 (七月)17:00,8.80%, 
1984年7月1日 (六月)17:00,9.10%, 
1984年6月1日 (五月)17:00,8.90%, 
1984年5月1日 (四月)17:00,9.40%, 
1984年4月1日 (三月)17:00,9.20%, 
1984年3月1日 (二月)17:00,9.40%, 
1984年2月1日 (一月)17:00,9.50%, 
1984年1月1日 (十二月)17:00,9.50%, 
1983年12月1日 (十一月)17:00,9.70%, 
1983年11月1日 (十月)17:00,10.00%, 
1983年10月1日 (九月)17:00,10.30%, 
1983年9月1日 (八月)17:00,10.20%, 
1983年8月1日 (七月)17:00,10.50%, 
1983年7月1日 (六月)17:00,10.20%, 
1983年6月1日 (五月)17:00,10.30%, 
1983年5月1日 (四月)17:00,10.10%, 
1983年4月1日 (三月)17:00,9.90%, 
1983年3月1日 (二月)17:00,9.70%, 
1983年2月1日 (一月)17:00,9.30%, 
1983年1月1日 (十二月)17:00,9.40%, 
1982年12月1日 (十一月)17:00,8.70%, 
1982年11月1日 (十月)17:00,8.30%, 
1982年10月1日 (九月)17:00,7.40%, 
1982年9月1日 (八月)17:00,7.00%, 
1982年8月1日 (七月)17:00,7.00%, 
1982年7月1日 (六月)17:00,6.80%, 
1982年6月1日 (五月)17:00,6.60%, 
1982年5月1日 (四月)17:00,6.30%, 
1982年4月1日 (三月)17:00,6.30%, 
1982年3月1日 (二月)17:00,6.30%, 
1982年2月1日 (一月)17:00,6.00%, 
1982年1月1日 (十二月)17:00,6.00%, 
1981年12月1日 (十一月)17:00,6.00%, 
1981年11月1日 (十月)17:00,5.90%, 
1981年10月1日 (九月)17:00,5.80%, 
1981年9月1日 (八月)17:00,5.80%, 
1981年8月1日 (七月)17:00,5.80%, 
1981年7月1日 (六月)17:00,5.40%, 
1981年6月1日 (五月)17:00,5.60%, 
1981年5月1日 (四月)17:00,5.60%, 
1981年4月1日 (三月)17:00,5.80%, 
1981年3月1日 (二月)17:00,5.60%, 
1981年2月1日 (一月)17:00,5.90%, 
1981年1月1日 (十二月)17:00,6.00%, 
1980年12月1日 (十一月)17:00,5.90%, 
1980年11月1日 (十月)17:00,6.00%, 
1980年10月1日 (九月)17:00,6.10%, 
1980年9月1日 (八月)17:00,6.20%, 
1980年8月1日 (七月)17:00,6.10%, 
1980年7月1日 (六月)17:00,6.30%, 
1980年6月1日 (五月)17:00,6.20%, 
1980年5月1日 (四月)17:00,6.10%, 
1980年4月1日 (三月)17:00,6.00%, 
1980年3月1日 (二月)17:00,6.00%, 
1980年2月1日 (一月)17:00,6.20%, 
1980年1月1日 (十二月)17:00,6.10%, 
1979年12月1日 (十一月)17:00,6.00%, 
1979年11月1日 (十月)17:00,6.40%, 
1979年10月1日 (九月)17:00,6.20%, 
1979年9月1日 (八月)17:00,6.10%, 
1979年8月1日 (七月)17:00,6.30%, 
1979年7月1日 (六月)17:00,6.20%, 
1979年6月1日 (五月)17:00,6.20%, 
1979年5月1日 (四月)17:00,6.50%, 
1979年4月1日 (三月)17:00,6.30%, 
1979年3月1日 (二月)17:00,6.30%, 
1979年2月1日 (一月)17:00,6.40%, 
1979年1月1日 (十二月)17:00,6.40%, 
1978年12月1日 (十一月)17:00,6.30%, 
1978年11月1日 (十月)17:00,6.20%, 
1978年10月1日 (九月)17:00,6.30%, 
1978年9月1日 (八月)17:00,6.50%, 
1978年8月1日 (七月)17:00,6.20%, 
1978年7月1日 (六月)17:00,6.30%, 
1978年6月1日 (五月)17:00,6.20%, 
1978年5月1日 (四月)17:00,6.30%, 
1978年4月1日 (三月)17:00,6.40%, 
1978年3月1日 (二月)17:00,6.60%, 
