时间,今值,预测值
2001年6月1日 (五月)17:00,7.10%, 
2001年5月1日 (四月)17:00,4.50%, 
2001年4月1日 (三月)17:00,4.80%, 
2001年3月1日 (二月)17:00,3.50%, 
2001年2月1日 (一月)17:00,2.90%, 
2001年1月1日 (十二月)17:00,3.40%, 
2000年12月1日 (十一月)17:00,2.00%, 
2000年11月1日 (十月)17:00,1.50%, 
2000年10月1日 (九月)17:00,2.90%, 
2000年9月1日 (八月)17:00,1.70%, 
2000年8月1日 (七月)17:00,2.20%, 
2000年7月1日 (六月)17:00,2.80%, 
2000年6月1日 (五月)17:00,3.20%, 
2000年5月1日 (四月)17:00,7.40%, 
2000年4月1日 (三月)17:00,-0.80%, 
2000年3月1日 (二月)17:00,3.00%, 
2000年2月1日 (一月)17:00,4.00%, 
2000年1月1日 (十二月)17:00,2.90%, 
1999年12月1日 (十一月)17:00,1.50%, 
1999年11月1日 (十月)17:00,1.70%, 
1999年10月1日 (九月)17:00,1.20%, 
1999年9月1日 (八月)17:00,0.70%, 
1999年8月1日 (七月)17:00,0.80%, 
1999年7月1日 (六月)17:00,1.80%, 
1999年6月1日 (五月)17:00,-1.30%, 
1999年5月1日 (四月)17:00,-4.60%, 
1999年4月1日 (三月)17:00,3.90%, 
1999年3月1日 (二月)17:00,1.30%, 
1999年2月1日 (一月)17:00,2.50%, 
1999年1月1日 (十二月)17:00,0.00%, 
1998年12月1日 (十一月)17:00,-0.40%, 
1998年11月1日 (十月)17:00,-0.60%, 
1998年10月1日 (九月)17:00,1.20%, 
1998年9月1日 (八月)17:00,1.30%, 
1998年8月1日 (七月)17:00,1.50%, 
1998年7月1日 (六月)17:00,-0.30%, 
1998年6月1日 (五月)17:00,3.70%, 
1998年5月1日 (四月)17:00,5.70%, 
1998年4月1日 (三月)17:00,0.40%, 
1998年3月1日 (二月)17:00,3.40%, 
1998年2月1日 (一月)17:00,6.10%, 
1998年1月1日 (十二月)17:00,4.80%, 
1997年12月1日 (十一月)17:00,1.10%, 
1997年11月1日 (十月)17:00,5.00%, 
1997年10月1日 (九月)17:00,2.10%, 
1997年9月1日 (八月)17:00,3.90%, 
1997年8月1日 (七月)17:00,5.20%, 
1997年7月1日 (六月)17:00,4.50%, 
1997年6月1日 (五月)17:00,4.80%, 
1997年5月1日 (四月)17:00,4.10%, 
1997年4月1日 (三月)17:00,3.70%, 
1997年3月1日 (二月)17:00,4.30%, 
1997年2月1日 (一月)17:00,4.90%, 
1997年1月1日 (十二月)17:00,4.50%, 
1996年12月1日 (十一月)17:00,4.90%, 
1996年11月1日 (十月)17:00,5.90%, 
1996年10月1日 (九月)17:00,5.20%, 
1996年9月1日 (八月)17:00,6.90%, 
1996年8月1日 (七月)17:00,5.40%, 
1996年7月1日 (六月)17:00,7.10%, 
1996年6月1日 (五月)17:00,6.30%, 
1996年5月1日 (四月)17:00,0.40%, 
1996年4月1日 (三月)17:00,7.50%, 
1996年3月1日 (二月)17:00,3.60%, 
1996年2月1日 (一月)17:00,4.10%, 
1996年1月1日 (十二月)17:00,4.26%, 
1995年12月1日 (十一月)17:00,3.24%, 
1995年11月1日 (十月)17:00,2.37%, 
1995年10月1日 (九月)17:00,3.40%, 
1995年9月1日 (八月)17:00,2.00%, 
1995年8月1日 (七月)17:00,3.40%, 
1995年7月1日 (六月)17:00,3.00%, 
1995年6月1日 (五月)17:00,3.90%, 
1995年5月1日 (四月)17:00,5.90%, 
1995年4月1日 (三月)17:00,-1.20%, 
1995年3月1日 (二月)17:00,3.30%, 
1995年2月1日 (一月)17:00,-1.00%, 
