时间,今值,预测值
1995年12月1日 (十一月)17:00,29.00K, 
1995年11月1日 (十月)17:00,24.00K, 
1995年10月1日 (九月)17:00,41.00K, 
1995年9月1日 (八月)17:00,22.00K, 
1995年8月1日 (七月)17:00,20.00K, 
1995年7月1日 (六月)17:00,42.00K, 
1995年6月1日 (五月)17:00,-1.00K, 
1995年5月1日 (四月)17:00,45.00K, 
1995年4月1日 (三月)17:00,5.00K, 
1995年3月1日 (二月)17:00,-34.00K, 
1995年2月1日 (一月)17:00,-24.00K, 
1995年1月1日 (十二月)17:00,-14.00K, 
1994年12月1日 (十一月)17:00,-38.00K, 
1994年11月1日 (十月)17:00,-35.00K, 
1994年10月1日 (九月)17:00,-39.00K, 
1994年9月1日 (八月)17:00,-30.00K, 
1994年8月1日 (七月)17:00,-14.00K, 
1994年7月1日 (六月)17:00,-25.00K, 
1994年6月1日 (五月)17:00,3.00K, 
1994年5月1日 (四月)17:00,9.00K, 
1994年4月1日 (三月)17:00,20.00K, 
1994年3月1日 (二月)17:00,12.00K, 
1994年2月1日 (一月)17:00,18.00K, 
1994年1月1日 (十二月)17:00,-11.00K, 
1993年12月1日 (十一月)17:00,17.00K, 
1993年11月1日 (十月)17:00,89.00K, 
1993年10月1日 (九月)17:00,67.00K, 
1993年9月1日 (八月)17:00,40.00K, 
1993年8月1日 (七月)17:00,98.00K, 
1993年7月1日 (六月)17:00,66.00K, 
1993年6月1日 (五月)17:00,64.00K, 
1993年5月1日 (四月)17:00,34.00K, 
1993年4月1日 (三月)17:00,49.00K, 
1993年3月1日 (二月)17:00,24.00K, 
1993年2月1日 (一月)17:00,26.00K, 
1993年1月1日 (十二月)17:00,29.00K, 
1992年12月1日 (十一月)17:00,28.00K, 
1992年11月1日 (十月)17:00,42.00K, 
1992年10月1日 (九月)17:00,7.00K, 
1992年9月1日 (八月)17:00,14.00K, 
1992年8月1日 (七月)17:00,54.00K, 
1992年7月1日 (六月)17:00,28.00K, 
1992年6月1日 (五月)17:00,35.00K, 
1992年5月1日 (四月)17:00,28.00K, 
1992年4月1日 (三月)17:00,-14.00K, 
1992年3月1日 (二月)17:00,-55.00K, 
1992年2月1日 (一月)17:00,162.00K, 
