时间,今值,预测值
2010年10月6日18:00,3.4%,0.9%
2010年9月7日18:00,-2.2%,0.6%
2010年8月5日18:00,3.2%,1.5%
2010年7月7日18:00,-0.5%,0.5%
2010年6月7日18:00,2.8%,-0.1%
2010年5月6日18:00,5.0%,1.4%
2010年4月7日18:00,0.0%,-1.0%
2010年3月5日19:00,4.3%,1.5%
2010年2月4日19:00,-2.3%,0.2%
2010年1月7日19:00,0.2%,1.5%
2009年12月7日19:00,-2.1%,0.6%
2009年11月6日19:00,0.9%,1.0%
2009年10月7日18:00,1.4%,1.2%
2009年9月7日18:00,3.5%,2.0%
2009年8月6日18:00,4.5%,0.6%
2009年7月7日18:00,4.4%,0.6%
2009年6月8日18:00,0.0%,0.0%
2009年5月7日18:00,3.3%,-0.9%
2009年4月8日18:00,-3.5%,-2.8%
2009年3月11日19:00,-8.0%,-1.9%
2009年2月5日19:00,-6.9%,-2.2%
2009年1月8日19:00,-6.0%,-1.6%
2008年12月5日19:00,-6.1%,-0.4%
2008年11月6日19:00,-8.0%,-2.2%
2008年10月7日18:00,3.6%,0.2%
2008年9月4日18:00,-1.7%,0.4%
2008年8月6日18:00,-2.9%,0.4%
2008年7月4日18:00,-0.9%,0.8%
2008年6月5日19:00,-1.8%,0.3%
2008年5月7日18:00,-0.6%,0.3%
2008年4月4日18:00,-0.5%,0.8%
2008年3月6日19:00,-1.5%,-0.3%
2008年2月1日 (一月)17:00,-2.40%, 
2008年1月1日 (十二月)17:00,-0.90%, 
2007年12月1日 (十一月)17:00,1.80%, 
2007年11月1日 (十月)17:00,4.50%, 
2007年10月1日 (九月)17:00,0.00%, 
2007年9月1日 (八月)17:00,0.50%, 
2007年8月1日 (七月)17:00,-4.50%, 
2007年7月1日 (六月)17:00,3.60%, 
2007年6月1日 (五月)17:00,3.20%, 
2007年5月1日 (四月)17:00,-1.20%, 
2007年4月1日 (三月)17:00,0.00%, 
2007年3月1日 (二月)17:00,3.00%, 
2007年2月1日 (一月)17:00,1.20%, 
2007年1月1日 (十二月)17:00,0.80%, 
2006年12月1日 (十一月)17:00,0.40%, 
2006年11月1日 (十月)17:00,-0.40%, 
2006年10月1日 (九月)17:00,-1.70%, 
2006年9月1日 (八月)17:00,3.30%, 
2006年8月1日 (七月)17:00,2.80%, 
2006年7月1日 (六月)17:00,-1.50%, 
2006年6月1日 (五月)17:00,0.40%, 
2006年5月1日 (四月)17:00,2.60%, 
2006年4月1日 (三月)17:00,-0.90%, 
2006年3月1日 (二月)17:00,0.40%, 
2006年2月1日 (一月)17:00,0.80%, 
2006年1月1日 (十二月)17:00,-0.50%, 
2005年12月1日 (十一月)17:00,1.30%, 
2005年11月1日 (十月)17:00,1.30%, 
2005年10月1日 (九月)17:00,3.20%, 
2005年9月1日 (八月)17:00,-2.30%, 
2005年8月1日 (七月)17:00,2.20%, 
2005年7月1日 (六月)17:00,3.30%, 
2005年6月1日 (五月)17:00,0.60%, 
2005年5月1日 (四月)17:00,-0.90%, 
2005年4月1日 (三月)17:00,2.00%, 
2005年3月1日 (二月)17:00,-1.90%, 
2005年2月1日 (一月)17:00,-2.60%, 
2005年1月1日 (十二月)17:00,6.50%, 
2004年12月1日 (十一月)17:00,-1.70%, 
2004年11月1日 (十月)17:00,-0.70%, 
2004年10月1日 (九月)17:00,1.80%, 
2004年9月1日 (八月)17:00,-1.90%, 
2004年8月1日 (七月)17:00,1.10%, 
2004年7月1日 (六月)17:00,-1.10%, 
2004年6月1日 (五月)17:00,0.40%, 
2004年5月1日 (四月)17:00,1.20%, 
2004年4月1日 (三月)17:00,1.50%, 
2004年3月1日 (二月)17:00,0.90%, 
2004年2月1日 (一月)17:00,-2.30%, 
2004年1月1日 (十二月)17:00,2.40%, 
2003年12月1日 (十一月)17:00,0.30%, 
2003年11月1日 (十月)17:00,1.30%, 
2003年10月1日 (九月)17:00,2.00%, 
2003年9月1日 (八月)17:00,0.40%, 
2003年8月1日 (七月)17:00,-1.20%, 
2003年7月1日 (六月)17:00,4.00%, 
2003年6月1日 (五月)17:00,-2.40%, 
2003年5月1日 (四月)17:00,0.20%, 
2003年4月1日 (三月)17:00,-2.10%, 
2003年3月1日 (二月)17:00,-0.20%, 
2003年2月1日 (一月)17:00,2.90%, 
2003年1月1日 (十二月)17:00,-3.40%, 
2002年12月1日 (十一月)17:00,1.60%, 
2002年11月1日 (十月)17:00,-0.50%, 
2002年10月1日 (九月)17:00,-1.30%, 
2002年9月1日 (八月)17:00,2.00%, 
2002年8月1日 (七月)17:00,-1.40%, 
2002年7月1日 (六月)17:00,-0.90%, 
2002年6月1日 (五月)17:00,2.80%, 
2002年5月1日 (四月)17:00,0.20%, 
2002年4月1日 (三月)17:00,2.10%, 
2002年3月1日 (二月)17:00,-0.60%, 
2002年2月1日 (一月)17:00,-2.00%, 
2002年1月1日 (十二月)17:00,4.50%, 
2001年12月1日 (十一月)17:00,0.00%, 
2001年11月1日 (十月)17:00,-1.20%, 
2001年10月1日 (九月)17:00,-3.30%, 
2001年9月1日 (八月)17:00,1.10%, 
2001年8月1日 (七月)17:00,-3.00%, 
2001年7月1日 (六月)17:00,0.20%, 
2001年6月1日 (五月)17:00,3.30%, 
2001年5月1日 (四月)17:00,-3.40%, 
2001年4月1日 (三月)17:00,-0.90%, 
2001年3月1日 (二月)17:00,0.50%, 
2001年2月1日 (一月)17:00,-3.40%, 
2001年1月1日 (十二月)17:00,1.60%, 
2000年12月1日 (十一月)17:00,0.30%, 
2000年11月1日 (十月)17:00,0.20%, 
2000年10月1日 (九月)17:00,-0.50%, 
2000年9月1日 (八月)17:00,0.50%, 
2000年8月1日 (七月)17:00,0.00%, 
2000年7月1日 (六月)17:00,2.10%, 
2000年6月1日 (五月)17:00,0.20%, 
2000年5月1日 (四月)17:00,1.00%, 
2000年4月1日 (三月)17:00,2.30%, 
2000年3月1日 (二月)17:00,6.10%, 
2000年2月1日 (一月)17:00,-3.90%, 
2000年1月1日 (十二月)17:00,0.50%, 
1999年12月1日 (十一月)17:00,1.30%, 
1999年11月1日 (十月)17:00,0.80%, 
1999年10月1日 (九月)17:00,-1.50%, 
1999年9月1日 (八月)17:00,4.30%, 
1999年8月1日 (七月)17:00,0.70%, 
1999年7月1日 (六月)17:00,3.10%, 
1999年6月1日 (五月)17:00,0.50%, 
1999年5月1日 (四月)17:00,0.70%, 
1999年4月1日 (三月)17:00,0.60%, 
1999年3月1日 (二月)17:00,0.10%, 
1999年2月1日 (一月)17:00,-1.40%, 
1999年1月1日 (十二月)17:00,3.00%, 
1998年12月1日 (十一月)17:00,-1.00%, 
1998年11月1日 (十月)17:00,-3.60%, 
1998年10月1日 (九月)17:00,3.00%, 
1998年9月1日 (八月)17:00,-3.10%, 
1998年8月1日 (七月)17:00,0.10%, 
1998年7月1日 (六月)17:00,0.10%, 
1998年6月1日 (五月)17:00,-1.50%, 
1998年5月1日 (四月)17:00,-0.30%, 
1998年4月1日 (三月)17:00,2.00%, 
1998年3月1日 (二月)17:00,-0.80%, 
1998年2月1日 (一月)17:00,1.20%, 
1998年1月1日 (十二月)17:00,1.90%, 
1997年12月1日 (十一月)17:00,-0.80%, 
1997年11月1日 (十月)17:00,-0.70%, 
1997年10月1日 (九月)17:00,2.10%, 
1997年9月1日 (八月)17:00,0.80%, 
1997年8月1日 (七月)17:00,-0.10%, 
1997年7月1日 (六月)17:00,1.80%, 
1997年6月1日 (五月)17:00,-1.50%, 
1997年5月1日 (四月)17:00,1.00%, 
1997年4月1日 (三月)17:00,3.40%, 
1997年3月1日 (二月)17:00,0.10%, 
1997年2月1日 (一月)17:00,1.50%, 
1997年1月1日 (十二月)17:00,-0.30%, 
1996年12月1日 (十一月)17:00,-0.70%, 
1996年11月1日 (十月)17:00,1.30%, 
1996年10月1日 (九月)17:00,-0.10%, 
1996年9月1日 (八月)17:00,0.30%, 
1996年8月1日 (七月)17:00,-0.40%, 
1996年7月1日 (六月)17:00,1.80%, 
1996年6月1日 (五月)17:00,0.20%, 
1996年5月1日 (四月)17:00,-0.60%, 
1996年4月1日 (三月)17:00,3.90%, 
1996年3月1日 (二月)17:00,-1.20%, 
1996年2月1日 (一月)17:00,-2.60%, 
1996年1月1日 (十二月)17:00,1.50%, 
1995年12月1日 (十一月)17:00,2.20%, 
1995年11月1日 (十月)17:00,-4.30%, 
1995年10月1日 (九月)17:00,3.60%, 
1995年9月1日 (八月)17:00,-4.60%, 
1995年8月1日 (七月)17:00,3.20%, 
1995年7月1日 (六月)17:00,-3.50%, 
1995年6月1日 (五月)17:00,2.10%, 
1995年5月1日 (四月)17:00,-1.50%, 
1995年4月1日 (三月)17:00,0.10%, 
1995年3月1日 (二月)17:00,1.80%, 
1995年2月1日 (一月)17:00,-7.10%, 
1995年1月1日 (十二月)17:00,3.90%, 
1994年12月1日 (十一月)17:00,0.40%, 
1994年11月1日 (十月)17:00,0.90%, 
1994年10月1日 (九月)17:00,4.50%, 
1994年9月1日 (八月)17:00,-0.90%, 
1994年8月1日 (七月)17:00,-0.60%, 
1994年7月1日 (六月)17:00,2.80%, 
1994年6月1日 (五月)17:00,-1.40%, 
1994年5月1日 (四月)17:00,-0.50%, 
1994年4月1日 (三月)17:00,3.30%, 
1994年3月1日 (二月)17:00,3.30%, 
1994年2月1日 (一月)17:00,-4.70%, 
1994年1月1日 (十二月)17:00,3.70%, 
1993年12月1日 (十一月)17:00,0.00%, 
1993年11月1日 (十月)17:00,-1.10%, 
1993年10月1日 (九月)17:00,4.00%, 
1993年9月1日 (八月)17:00,-0.50%, 
1993年8月1日 (七月)17:00,1.20%, 
1993年7月1日 (六月)17:00,-1.50%, 
1993年6月1日 (五月)17:00,2.20%, 
1993年5月1日 (四月)17:00,0.30%, 
1993年4月1日 (三月)17:00,-2.10%, 
1993年3月1日 (二月)17:00,-2.90%, 
1993年2月1日 (一月)17:00,-1.70%, 
1993年1月1日 (十二月)17:00,2.30%, 
1992年12月1日 (十一月)17:00,1.00%, 
1992年11月1日 (十月)17:00,-5.70%, 
1992年10月1日 (九月)17:00,0.60%, 
1992年9月1日 (八月)17:00,1.10%, 
1992年8月1日 (七月)17:00,-2.30%, 
1992年7月1日 (六月)17:00,-2.20%, 
1992年6月1日 (五月)17:00,-2.20%, 
1992年5月1日 (四月)17:00,-3.00%, 
1992年4月1日 (三月)17:00,-0.80%, 
1992年3月1日 (二月)17:00,0.30%, 
1992年2月1日 (一月)17:00,-1.00%, 
1992年1月1日 (十二月)17:00,1.10%, 
1991年12月1日 (十一月)17:00,1.70%, 
1991年11月1日 (十月)17:00,2.00%, 
1991年10月1日 (九月)17:00,-5.00%, 
1991年9月1日 (八月)17:00,5.40%, 
1991年8月1日 (七月)17:00,-2.40%, 
1991年7月1日 (六月)17:00,1.60%, 
1991年6月1日 (五月)17:00,-0.70%, 
1991年5月1日 (四月)17:00,-2.40%, 
1991年4月1日 (三月)17:00,1.70%, 
1991年3月1日 (二月)17:00,-4.40%, 
1991年2月1日 (一月)17:00,2.40%, 
1991年1月1日 (十二月)17:00,0.80%, 
1990年12月1日 (十一月)17:00,-2.90%, 
1990年11月1日 (十月)17:00,1.40%, 
1990年10月1日 (九月)17:00,-0.70%, 
1990年9月1日 (八月)17:00,4.00%, 
1990年8月1日 (七月)17:00,2.10%, 
1990年7月1日 (六月)17:00,-0.70%, 
1990年6月1日 (五月)17:00,1.50%, 
1990年5月1日 (四月)17:00,-0.40%, 
1990年4月1日 (三月)17:00,1.20%, 
1990年3月1日 (二月)17:00,1.70%, 
1990年2月1日 (一月)17:00,-4.50%, 
1990年1月1日 (十二月)17:00,3.30%, 
1989年12月1日 (十一月)17:00,2.30%, 
1989年11月1日 (十月)17:00,-1.90%, 
1989年10月1日 (九月)17:00,0.60%, 
1989年9月1日 (八月)17:00,0.00%, 
1989年8月1日 (七月)17:00,-0.90%, 
1989年7月1日 (六月)17:00,2.90%, 
1989年6月1日 (五月)17:00,-4.30%, 
1989年5月1日 (四月)17:00,2.70%, 
1989年4月1日 (三月)17:00,2.00%, 
1989年3月1日 (二月)17:00,3.50%, 
1989年2月1日 (一月)17:00,-0.60%, 
1989年1月1日 (十二月)17:00,0.20%, 
1988年12月1日 (十一月)17:00,2.30%, 
1988年11月1日 (十月)17:00,-1.30%, 
1988年10月1日 (九月)17:00,-1.40%, 
1988年9月1日 (八月)17:00,1.80%, 
1988年8月1日 (七月)17:00,1.30%, 
1988年7月1日 (六月)17:00,1.20%, 
1988年6月1日 (五月)17:00,0.50%, 
1988年5月1日 (四月)17:00,1.50%, 
1988年4月1日 (三月)17:00,-0.30%, 
1988年3月1日 (二月)17:00,0.70%, 
1988年2月1日 (一月)17:00,3.70%, 
1988年1月1日 (十二月)17:00,-2.20%, 
1987年12月1日 (十一月)17:00,-0.30%, 
1987年11月1日 (十月)17:00,0.70%, 
1987年10月1日 (九月)17:00,-2.50%, 
1987年9月1日 (八月)17:00,4.90%, 
1987年8月1日 (七月)17:00,1.20%, 
1987年7月1日 (六月)17:00,-0.70%, 
1987年6月1日 (五月)17:00,-1.70%, 
1987年5月1日 (四月)17:00,3.20%, 
1987年4月1日 (三月)17:00,-0.90%, 
1987年3月1日 (二月)17:00,1.60%, 
1987年2月1日 (一月)17:00,-1.40%, 
1987年1月1日 (十二月)17:00,0.70%, 
1986年12月1日 (十一月)17:00,-0.90%, 
1986年11月1日 (十月)17:00,0.20%, 
1986年10月1日 (九月)17:00,-0.50%, 
1986年9月1日 (八月)17:00,-2.60%, 
1986年8月1日 (七月)17:00,0.50%, 
1986年7月1日 (六月)17:00,0.00%, 
1986年6月1日 (五月)17:00,-0.20%, 
1986年5月1日 (四月)17:00,0.20%, 
1986年4月1日 (三月)17:00,0.00%, 
1986年3月1日 (二月)17:00,-1.00%, 
1986年2月1日 (一月)17:00,1.90%, 
1986年1月1日 (十二月)17:00,-1.70%, 
1985年12月1日 (十一月)17:00,1.40%, 
1985年11月1日 (十月)17:00,1.80%, 
1985年10月1日 (九月)17:00,-0.40%, 
1985年9月1日 (八月)17:00,-2.40%, 
1985年8月1日 (七月)17:00,2.30%, 
1985年7月1日 (六月)17:00,-1.40%, 
1985年6月1日 (五月)17:00,0.70%, 
1985年5月1日 (四月)17:00,0.00%, 
1985年4月1日 (三月)17:00,1.20%, 
1985年3月1日 (二月)17:00,-1.10%, 
1985年2月1日 (一月)17:00,-0.30%, 
1985年1月1日 (十二月)17:00,4.40%, 
1984年12月1日 (十一月)17:00,-0.90%, 
1984年11月1日 (十月)17:00,0.20%, 
1984年10月1日 (九月)17:00,1.50%, 
1984年9月1日 (八月)17:00,0.70%, 
1984年8月1日 (七月)17:00,9.50%, 
1984年7月1日 (六月)17:00,-9.00%, 
1984年6月1日 (五月)17:00,1.50%, 
1984年5月1日 (四月)17:00,-1.30%, 
1984年4月1日 (三月)17:00,0.00%, 
1984年3月1日 (二月)17:00,0.90%, 
1984年2月1日 (一月)17:00,3.30%, 
1984年1月1日 (十二月)17:00,-2.60%, 
1983年12月1日 (十一月)17:00,2.50%, 
1983年11月1日 (十月)17:00,1.20%, 
1983年10月1日 (九月)17:00,2.60%, 
1983年9月1日 (八月)17:00,1.40%, 
1983年8月1日 (七月)17:00,-2.20%, 
1983年7月1日 (六月)17:00,2.60%, 
1983年6月1日 (五月)17:00,0.20%, 
1983年5月1日 (四月)17:00,-0.20%, 
1983年4月1日 (三月)17:00,2.50%, 
1983年3月1日 (二月)17:00,-9.60%, 
1983年2月1日 (一月)17:00,2.50%, 
1983年1月1日 (十二月)17:00,5.30%, 
1982年12月1日 (十一月)17:00,4.50%, 
1982年11月1日 (十月)17:00,0.40%, 
1982年10月1日 (九月)17:00,-1.50%, 
1982年9月1日 (八月)17:00,-1.70%, 
1982年8月1日 (七月)17:00,-1.00%, 
1982年7月1日 (六月)17:00,0.20%, 
1982年6月1日 (五月)17:00,-2.80%, 
1982年5月1日 (四月)17:00,-1.40%, 
1982年4月1日 (三月)17:00,0.40%, 
1982年3月1日 (二月)17:00,-1.40%, 
1982年2月1日 (一月)17:00,-2.50%, 
1982年1月1日 (十二月)17:00,1.00%, 
1981年12月1日 (十一月)17:00,0.00%, 
1981年11月1日 (十月)17:00,0.40%, 
1981年10月1日 (九月)17:00,-0.80%, 
1981年9月1日 (八月)17:00,-1.30%, 
1981年8月1日 (七月)17:00,2.50%, 
1981年7月1日 (六月)17:00,0.40%, 
1981年6月1日 (五月)17:00,-7.40%, 
1981年5月1日 (四月)17:00,6.50%, 
1981年4月1日 (三月)17:00,-1.10%, 
1981年3月1日 (二月)17:00,1.90%, 
1981年2月1日 (一月)17:00,1.80%, 
1981年1月1日 (十二月)17:00,1.40%, 
1980年12月1日 (十一月)17:00,-3.60%, 
1980年11月1日 (十月)17:00,2.40%, 
1980年10月1日 (九月)17:00,1.00%, 
1980年9月1日 (八月)17:00,-2.10%, 
1980年8月1日 (七月)17:00,-2.30%, 
1980年7月1日 (六月)17:00,-2.80%, 
1980年6月1日 (五月)17:00,2.30%, 
1980年5月1日 (四月)17:00,-4.30%, 
1980年4月1日 (三月)17:00,0.70%, 
1980年3月1日 (二月)17:00,0.50%, 
1980年2月1日 (一月)17:00,0.90%, 
1980年1月1日 (十二月)17:00,-0.40%, 
1979年12月1日 (十一月)17:00,-1.30%, 
1979年11月1日 (十月)17:00,0.20%, 
1979年10月1日 (九月)17:00,2.60%, 
1979年9月1日 (八月)17:00,-1.60%, 
1979年8月1日 (七月)17:00,-1.30%, 
1979年7月1日 (六月)17:00,1.10%, 
1979年6月1日 (五月)17:00,0.70%, 
1979年5月1日 (四月)17:00,4.00%, 
1979年4月1日 (三月)17:00,1.00%, 
1979年3月1日 (二月)17:00,1.80%, 
1979年2月1日 (一月)17:00,-1.40%, 
1979年1月1日 (十二月)17:00,-2.30%, 
1978年12月1日 (十一月)17:00,1.90%, 
1978年11月1日 (十月)17:00,-2.10%, 
1978年10月1日 (九月)17:00,2.10%, 
1978年9月1日 (八月)17:00,4.70%, 
1978年8月1日 (七月)17:00,0.00%, 
1978年7月1日 (六月)17:00,-0.40%, 
1978年6月1日 (五月)17:00,1.00%, 
1978年5月1日 (四月)17:00,-0.80%, 
1978年4月1日 (三月)17:00,4.40%, 
1978年3月1日 (二月)17:00,-4.80%, 
1978年2月1日 (一月)17:00,-1.60%, 
1978年1月1日 (十二月)17:00,-2.50%, 
1977年12月1日 (十一月)17:00,3.60%, 
1977年11月1日 (十月)17:00,3.10%, 
1977年10月1日 (九月)17:00,0.60%, 
1977年9月1日 (八月)17:00,3.40%, 
1977年8月1日 (七月)17:00,-0.80%, 
1977年7月1日 (六月)17:00,-1.70%, 
1977年6月1日 (五月)17:00,0.00%, 
1977年5月1日 (四月)17:00,-2.60%, 
1977年4月1日 (三月)17:00,5.10%, 
1977年3月1日 (二月)17:00,-1.30%, 
1977年2月1日 (一月)17:00,-4.20%, 
1977年1月1日 (十二月)17:00,2.70%, 
1976年12月1日 (十一月)17:00,-0.60%, 
1976年11月1日 (十月)17:00,-1.60%, 
1976年10月1日 (九月)17:00,-2.20%, 
1976年9月1日 (八月)17:00,-13.30%, 
1976年8月1日 (七月)17:00,22.30%, 
1976年7月1日 (六月)17:00,1.30%, 
1976年6月1日 (五月)17:00,-0.60%, 
1976年5月1日 (四月)17:00,-1.70%, 
1976年4月1日 (三月)17:00,2.80%, 
1976年3月1日 (二月)17:00,-1.90%, 
1976年2月1日 (一月)17:00,5.30%, 
1976年1月1日 (十二月)17:00,-0.90%, 
1975年12月1日 (十一月)17:00,0.90%, 
1975年11月1日 (十月)17:00,0.40%, 
1975年10月1日 (九月)17:00,6.10%, 
1975年9月1日 (八月)17:00,-6.80%, 
1975年8月1日 (七月)17:00,-15.70%, 
1975年7月1日 (六月)17:00,27.10%, 
1975年6月1日 (五月)17:00,-1.80%, 
1975年5月1日 (四月)17:00,0.70%, 
1975年4月1日 (三月)17:00,-2.30%, 
1975年3月1日 (二月)17:00,-0.90%, 
1975年2月1日 (一月)17:00,6.50%, 
1975年1月1日 (十二月)17:00,-5.00%, 
1974年12月1日 (十一月)17:00,-3.50%, 
1974年11月1日 (十月)17:00,0.20%, 
1974年10月1日 (九月)17:00,-6.80%, 
1974年9月1日 (八月)17:00,4.30%, 
1974年8月1日 (七月)17:00,-4.90%, 
1974年7月1日 (六月)17:00,0.60%, 
1974年6月1日 (五月)17:00,0.20%, 
1974年5月1日 (四月)17:00,-2.80%, 
1974年4月1日 (三月)17:00,-1.80%, 
1974年3月1日 (二月)17:00,2.00%, 
1974年2月1日 (一月)17:00,1.20%, 
1974年1月1日 (十二月)17:00,2.70%, 
1973年12月1日 (十一月)17:00,2.30%, 
1973年11月1日 (十月)17:00,-4.30%, 
1973年10月1日 (九月)17:00,1.00%, 
1973年9月1日 (八月)17:00,-1.60%, 
1973年8月1日 (七月)17:00,0.40%, 
1973年7月1日 (六月)17:00,-9.10%, 
1973年6月1日 (五月)17:00,10.20%, 
1973年5月1日 (四月)17:00,-0.60%, 
1973年4月1日 (三月)17:00,-2.20%, 
1973年3月1日 (二月)17:00,-6.70%, 
1973年2月1日 (一月)17:00,8.40%, 
1973年1月1日 (十二月)17:00,5.30%, 
1972年12月1日 (十一月)17:00,1.90%, 
1972年11月1日 (十月)17:00,3.80%, 
1972年10月1日 (九月)17:00,3.90%, 
1972年9月1日 (八月)17:00,-0.50%, 
1972年8月1日 (七月)17:00,-1.10%, 
1972年7月1日 (六月)17:00,1.90%, 
1972年6月1日 (五月)17:00,-0.70%, 
1972年5月1日 (四月)17:00,1.90%, 
1972年4月1日 (三月)17:00,1.40%, 
1972年3月1日 (二月)17:00,1.00%, 
1972年2月1日 (一月)17:00,2.70%, 
1972年1月1日 (十二月)17:00,-2.90%, 
1971年12月1日 (十一月)17:00,-0.70%, 
1971年11月1日 (十月)17:00,-0.50%, 
1971年10月1日 (九月)17:00,1.70%, 
1971年9月1日 (八月)17:00,-4.20%, 
1971年8月1日 (七月)17:00,0.20%, 
1971年7月1日 (六月)17:00,2.10%, 
1971年6月1日 (五月)17:00,-1.20%, 
1971年5月1日 (四月)17:00,0.70%, 
1971年4月1日 (三月)17:00,1.90%, 
1971年3月1日 (二月)17:00,-3.90%, 
1971年2月1日 (一月)17:00,-2.30%, 
1971年1月1日 (十二月)17:00,2.30%, 
1970年12月1日 (十一月)17:00,2.10%, 
1970年11月1日 (十月)17:00,-2.80%, 
1970年10月1日 (九月)17:00,-0.70%, 
1970年9月1日 (八月)17:00,0.70%, 
1970年8月1日 (七月)17:00,1.40%, 
1970年7月1日 (六月)17:00,-1.40%, 
1970年6月1日 (五月)17:00,3.10%, 
1970年5月1日 (四月)17:00,-5.60%, 
1970年4月1日 (三月)17:00,-1.10%, 
1970年3月1日 (二月)17:00,2.30%, 
1970年2月1日 (一月)17:00,-0.70%, 
1970年1月1日 (十二月)17:00,-1.80%, 
