时间,今值,预测值
2014年4月10日10:00,-6.6%,4.0%
2014年3月8日10:00,-18.1%,6.8%
2014年2月12日10:00,10.6%,2.0%
2014年1月10日10:00,4.3%,4.9%
2013年12月8日10:00,12.7%,7.1%
2013年11月8日10:38,5.6%,3.2%
2013年10月12日10:00,-0.3%,6.0%
2013年9月8日10:00,7.2%,6.0%
2013年8月8日11:05,5.1%,3.0%
2013年7月10日10:00,-3.1%,4.0%
2013年6月8日10:00,1.00%,7.30%
2013年5月8日10:00,14.70%,10.30%
2013年4月10日10:00,10.00%,10.50%
2012年9月10日09:00,2.70%,3.00%
2012年8月1日 (七月)17:00,1.00%, 
2012年7月1日 (六月)17:00,11.10%, 
2012年6月1日 (五月)17:00,15.30%, 
2012年5月1日 (四月)17:00,4.80%, 
2012年4月1日 (三月)17:00,8.80%, 
2012年3月1日 (二月)17:00,18.30%, 
2012年2月1日 (一月)17:00,-0.60%, 
2012年1月1日 (十二月)17:00,13.30%, 
2011年12月1日 (十一月)17:00,13.80%, 
2011年11月1日 (十月)17:00,15.70%, 
2011年10月1日 (九月)17:00,17.00%, 
2011年9月1日 (八月)17:00,24.40%, 
2011年8月1日 (七月)17:00,20.40%, 
2011年7月1日 (六月)17:00,17.90%, 
2011年6月1日 (五月)17:00,19.30%, 
2011年5月1日 (四月)17:00,29.80%, 
2011年4月1日 (三月)17:00,35.80%, 
2011年3月1日 (二月)17:00,2.30%, 
2011年2月1日 (一月)17:00,37.60%, 
2011年1月1日 (十二月)17:00,17.90%, 
2010年12月1日 (十一月)17:00,34.90%, 
2010年11月1日 (十月)17:00,22.90%, 
2010年10月1日 (九月)17:00,25.10%, 
2010年9月1日 (八月)17:00,34.30%, 
2010年8月1日 (七月)17:00,38.00%, 
2010年7月1日 (六月)17:00,43.90%, 
2010年6月1日 (五月)17:00,48.50%, 
2010年5月1日 (四月)17:00,30.40%, 
2010年4月1日 (三月)17:00,24.20%, 
2010年3月1日 (二月)17:00,45.60%, 
2010年2月1日 (一月)17:00,21.00%, 
2010年1月1日 (十二月)17:00,17.70%, 
2009年12月1日 (十一月)17:00,-1.20%, 
2009年11月1日 (十月)17:00,-13.90%, 
2009年10月1日 (九月)17:00,-15.30%, 
2009年9月1日 (八月)17:00,-23.40%, 
2009年8月1日 (七月)17:00,-23.00%, 
2009年7月1日 (六月)17:00,-21.30%, 
2009年6月1日 (五月)17:00,-26.50%, 
2009年5月1日 (四月)17:00,-22.80%, 
2009年4月1日 (三月)17:00,-17.20%, 
2009年3月1日 (二月)17:00,-25.70%, 
2009年2月1日 (一月)17:00,-17.60%, 
2009年1月1日 (十二月)17:00,-2.90%, 
2008年12月1日 (十一月)17:00,-2.20%, 
2008年11月1日 (十月)17:00,19.30%, 
2008年10月1日 (九月)17:00,21.70%, 
2008年9月1日 (八月)17:00,21.50%, 
2008年8月1日 (七月)17:00,26.90%, 
2008年7月1日 (六月)17:00,17.30%, 
2008年6月1日 (五月)17:00,28.30%, 
2008年5月1日 (四月)17:00,22.10%, 
2008年4月1日 (三月)17:00,30.40%, 
2008年3月1日 (二月)17:00,6.30%, 
2008年2月1日 (一月)17:00,26.70%, 
2008年1月1日 (十二月)17:00,21.70%, 
2007年12月1日 (十一月)17:00,22.70%, 
2007年11月1日 (十月)17:00,22.30%, 
2007年10月1日 (九月)17:00,22.70%, 
2007年9月1日 (八月)17:00,22.80%, 
2007年8月1日 (七月)17:00,34.30%, 
2007年7月1日 (六月)17:00,27.20%, 
2007年6月1日 (五月)17:00,28.70%, 
2007年5月1日 (四月)17:00,26.90%, 
2007年4月1日 (三月)17:00,7.10%, 
2007年3月1日 (二月)17:00,51.80%, 
2007年2月1日 (一月)17:00,33.00%, 
2007年1月1日 (十二月)17:00,24.70%, 
2006年12月1日 (十一月)17:00,32.70%, 
2006年11月1日 (十月)17:00,29.50%, 
2006年10月1日 (九月)17:00,30.50%, 
2006年9月1日 (八月)17:00,32.70%, 
2006年8月1日 (七月)17:00,22.50%, 
2006年7月1日 (六月)17:00,23.30%, 
2006年6月1日 (五月)17:00,25.10%, 
2006年5月1日 (四月)17:00,23.70%, 
2006年4月1日 (三月)17:00,28.20%, 
2006年3月1日 (二月)17:00,22.20%, 
2006年2月1日 (一月)17:00,28.40%, 
2006年1月1日 (十二月)17:00,18.20%, 
2005年12月1日 (十一月)17:00,18.50%, 
2005年11月1日 (十月)17:00,29.50%, 
2005年10月1日 (九月)17:00,25.80%, 
2005年9月1日 (八月)17:00,33.20%, 
2005年8月1日 (七月)17:00,28.60%, 
2005年7月1日 (六月)17:00,30.50%, 
2005年6月1日 (五月)17:00,30.30%, 
2005年5月1日 (四月)17:00,31.80%, 
2005年4月1日 (三月)17:00,32.70%, 
2005年3月1日 (二月)17:00,30.00%, 
2005年2月1日 (一月)17:00,42.10%, 
2005年1月1日 (十二月)17:00,32.70%, 
2004年12月1日 (十一月)17:00,45.90%, 
2004年11月1日 (十月)17:00,28.40%, 
2004年10月1日 (九月)17:00,33.00%, 
2004年9月1日 (八月)17:00,37.30%, 
2004年8月1日 (七月)17:00,33.80%, 
2004年7月1日 (六月)17:00,46.60%, 
2004年6月1日 (五月)17:00,32.70%, 
2004年5月1日 (四月)17:00,32.40%, 
2004年4月1日 (三月)17:00,42.90%, 
2004年3月1日 (二月)17:00,39.30%, 
2004年2月1日 (一月)17:00,20.00%, 
2004年1月1日 (十二月)17:00,50.70%, 
2003年12月1日 (十一月)17:00,33.80%, 
2003年11月1日 (十月)17:00,36.60%, 
2003年10月1日 (九月)17:00,31.30%, 
2003年9月1日 (八月)17:00,27.10%, 
2003年8月1日 (七月)17:00,30.50%, 
2003年7月1日 (六月)17:00,32.60%, 
2003年6月1日 (五月)17:00,37.10%, 
2003年5月1日 (四月)17:00,33.20%, 
2003年4月1日 (三月)17:00,34.60%, 
2003年3月1日 (二月)17:00,27.80%, 
2003年2月1日 (一月)17:00,37.20%, 
2003年1月1日 (十二月)17:00,30.20%, 
2002年12月1日 (十一月)17:00,30.00%, 
2002年11月1日 (十月)17:00,31.40%, 
2002年10月1日 (九月)17:00,33.20%, 
2002年9月1日 (八月)17:00,25.00%, 
2002年8月1日 (七月)17:00,28.00%, 
2002年7月1日 (六月)17:00,17.80%, 
2002年6月1日 (五月)17:00,18.30%, 
2002年5月1日 (四月)17:00,17.20%, 
2002年4月1日 (三月)17:00,3.50%, 
2002年3月1日 (二月)17:00,0.80%, 
2002年2月1日 (一月)17:00,29.10%, 
2002年1月1日 (十二月)17:00,11.40%, 
2001年12月1日 (十一月)17:00,8.40%, 
2001年11月1日 (十月)17:00,0.00%, 
2001年10月1日 (九月)17:00,4.40%, 
2001年9月1日 (八月)17:00,0.90%, 
2001年8月1日 (七月)17:00,6.20%, 
2001年7月1日 (六月)17:00,-0.60%, 
2001年6月1日 (五月)17:00,3.50%, 
2001年5月1日 (四月)17:00,11.10%, 
2001年4月1日 (三月)17:00,14.40%, 
2001年3月1日 (二月)17:00,28.40%, 
2001年2月1日 (一月)17:00,0.10%, 
2001年1月1日 (十二月)17:00,8.50%, 
2000年12月1日 (十一月)17:00,13.70%, 
2000年11月1日 (十月)17:00,24.90%, 
2000年10月1日 (九月)17:00,23.70%, 
2000年9月1日 (八月)17:00,27.30%, 
2000年8月1日 (七月)17:00,24.00%, 
2000年7月1日 (六月)17:00,45.00%, 
2000年6月1日 (五月)17:00,29.60%, 
2000年5月1日 (四月)17:00,38.80%, 
2000年4月1日 (三月)17:00,35.90%, 
2000年3月1日 (二月)17:00,34.50%, 
2000年2月1日 (一月)17:00,47.60%, 
2000年1月1日 (十二月)17:00,2.20%, 
1999年12月1日 (十一月)17:00,28.80%, 
1999年11月1日 (十月)17:00,23.80%, 
1999年10月1日 (九月)17:00,20.20%, 
1999年9月1日 (八月)17:00,17.70%, 
1999年8月1日 (七月)17:00,7.30%, 
1999年7月1日 (六月)17:00,-1.60%, 
1999年6月1日 (五月)17:00,4.10%, 
1999年5月1日 (四月)17:00,-7.40%, 
1999年4月1日 (三月)17:00,-4.00%, 
1999年3月1日 (二月)17:00,-10.30%, 
1999年2月1日 (一月)17:00,-11.00%, 
1999年1月1日 (十二月)17:00,3.30%, 
1998年12月1日 (十一月)17:00,-9.70%, 
1998年11月1日 (十月)17:00,-17.30%, 
1998年10月1日 (九月)17:00,-6.90%, 
1998年9月1日 (八月)17:00,-2.90%, 
1998年8月1日 (七月)17:00,3.40%, 
1998年7月1日 (六月)17:00,1.30%, 
1998年6月1日 (五月)17:00,-1.70%, 
1998年5月1日 (四月)17:00,8.10%, 
1998年4月1日 (三月)17:00,9.60%, 
1998年3月1日 (二月)17:00,24.90%, 
1998年2月1日 (一月)17:00,9.70%, 
1998年1月1日 (十二月)17:00,4.70%, 
1997年12月1日 (十一月)17:00,23.20%, 
1997年11月1日 (十月)17:00,17.20%, 
1997年10月1日 (九月)17:00,23.90%, 
1997年9月1日 (八月)17:00,13.50%, 
1997年8月1日 (七月)17:00,25.90%, 
1997年7月1日 (六月)17:00,25.40%, 
1997年6月1日 (五月)17:00,24.80%, 
1997年5月1日 (四月)17:00,29.80%, 
1997年4月1日 (三月)17:00,35.30%, 
1997年3月1日 (二月)17:00,13.20%, 
1997年2月1日 (一月)17:00,27.00%, 
1997年1月1日 (十二月)17:00,6.20%, 
1996年12月1日 (十一月)17:00,11.60%, 
1996年11月1日 (十月)17:00,23.10%, 
1996年10月1日 (九月)17:00,7.90%, 
1996年9月1日 (八月)17:00,12.60%, 
1996年8月1日 (七月)17:00,1.00%, 
1996年7月1日 (六月)17:00,-12.70%, 
1996年6月1日 (五月)17:00,-5.20%, 
1996年5月1日 (四月)17:00,-5.00%, 
1996年4月1日 (三月)17:00,-19.20%, 
1996年3月1日 (二月)17:00,-2.50%, 
1996年2月1日 (一月)17:00,-0.10%, 
1996年1月1日 (十二月)17:00,-6.80%, 
1995年12月1日 (十一月)17:00,-3.90%, 
1995年11月1日 (十月)17:00,18.30%, 
1995年10月1日 (九月)17:00,18.80%, 
1995年9月1日 (八月)17:00,22.70%, 
1995年8月1日 (七月)17:00,18.60%, 
1995年7月1日 (六月)17:00,28.80%, 
1995年6月1日 (五月)17:00,35.60%, 
1995年5月1日 (四月)17:00,34.20%, 
1995年4月1日 (三月)17:00,51.70%, 
1995年3月1日 (二月)17:00,55.00%, 
1995年2月1日 (一月)17:00,88.10%, 
1995年1月1日 (十二月)17:00,36.90%, 
1994年12月1日 (十一月)17:00,41.60%, 
1994年11月1日 (十月)17:00,29.60%, 
1994年10月1日 (九月)17:00,18.40%, 
1994年9月1日 (八月)17:00,33.70%, 
1994年8月1日 (七月)17:00,35.70%, 
1994年7月1日 (六月)17:00,56.80%, 
1994年6月1日 (五月)17:00,31.00%, 
1994年5月1日 (四月)17:00,29.60%, 
1994年4月1日 (三月)17:00,22.90%, 
1994年3月1日 (二月)17:00,-1.50%, 
1994年2月1日 (一月)17:00,45.40%, 
1994年1月1日 (十二月)17:00,19.40%, 
1993年12月1日 (十一月)17:00,4.90%, 
1993年11月1日 (十月)17:00,4.70%, 
1993年10月1日 (九月)17:00,25.00%, 
1993年9月1日 (八月)17:00,-0.20%, 
1993年8月1日 (七月)17:00,6.50%, 
1993年7月1日 (六月)17:00,-9.20%, 
1993年6月1日 (五月)17:00,8.80%, 
1993年5月1日 (四月)17:00,8.40%, 
1993年4月1日 (三月)17:00,15.20%, 
1993年3月1日 (二月)17:00,17.20%, 
1993年2月1日 (一月)17:00,-15.40%, 
1993年1月1日 (十二月)17:00,18.40%, 
1992年12月1日 (十一月)17:00,28.80%, 
1992年11月1日 (十月)17:00,23.30%, 
1992年10月1日 (九月)17:00,13.40%, 
1992年9月1日 (八月)17:00,18.10%, 
1992年8月1日 (七月)17:00,12.20%, 
1992年7月1日 (六月)17:00,29.30%, 
1992年6月1日 (五月)17:00,13.00%, 
1992年5月1日 (四月)17:00,20.40%, 
1992年4月1日 (三月)17:00,12.00%, 
1992年3月1日 (二月)17:00,22.40%, 
1992年2月1日 (一月)17:00,-0.30%, 
1992年1月1日 (十二月)17:00,16.60%, 
1991年12月1日 (十一月)17:00,20.00%, 
1991年11月1日 (十月)17:00,6.60%, 
1991年10月1日 (九月)17:00,22.20%, 
1991年9月1日 (八月)17:00,17.60%, 
1991年8月1日 (七月)17:00,24.60%, 
1991年7月1日 (六月)17:00,15.70%, 
1991年6月1日 (五月)17:00,18.90%, 
1991年5月1日 (四月)17:00,10.10%, 
1991年4月1日 (三月)17:00,14.10%, 
1991年3月1日 (二月)17:00,24.90%, 
1991年2月1日 (一月)17:00,40.10%, 
1991年1月1日 (十二月)17:00,36.90%, 
1990年12月1日 (十一月)17:00,14.40%, 
1990年11月1日 (十月)17:00,26.80%, 
1990年10月1日 (九月)17:00,7.40%, 
1990年9月1日 (八月)17:00,14.40%, 
1990年8月1日 (七月)17:00,16.20%, 
1990年7月1日 (六月)17:00,21.30%, 
1990年6月1日 (五月)17:00,11.40%, 
1990年5月1日 (四月)17:00,21.90%, 
1990年4月1日 (三月)17:00,19.30%, 
1990年3月1日 (二月)17:00,11.50%, 
1990年2月1日 (一月)17:00,1.10%, 
1990年1月1日 (十二月)17:00,-6.10%, 
1989年12月1日 (十一月)17:00,20.60%, 
1989年11月1日 (十月)17:00,8.40%, 
1989年10月1日 (九月)17:00,19.20%, 
1989年9月1日 (八月)17:00,19.80%, 
1989年8月1日 (七月)17:00,14.30%, 
1989年7月1日 (六月)17:00,13.20%, 
1989年6月1日 (五月)17:00,0.80%, 
1989年5月1日 (四月)17:00,-1.50%, 
1989年4月1日 (三月)17:00,11.30%, 
1989年3月1日 (二月)17:00,6.90%, 
1989年2月1日 (一月)17:00,4.70%, 
1989年1月1日 (十二月)17:00,12.50%, 
1988年12月1日 (十一月)17:00,4.90%, 
1988年11月1日 (十月)17:00,19.90%, 
1988年10月1日 (九月)17:00,17.50%, 
1988年9月1日 (八月)17:00,24.10%, 
1988年8月1日 (七月)17:00,18.20%, 
1988年7月1日 (六月)17:00,9.00%, 
1988年6月1日 (五月)17:00,44.30%, 
1988年5月1日 (四月)17:00,38.30%, 
1988年4月1日 (三月)17:00,17.50%, 
1988年3月1日 (二月)17:00,8.30%, 
1988年2月1日 (一月)17:00,52.80%, 
1988年1月1日 (十二月)17:00,47.40%, 
1987年12月1日 (十一月)17:00,41.10%, 
1987年11月1日 (十月)17:00,17.70%, 
1987年10月1日 (九月)17:00,27.40%, 
1987年9月1日 (八月)17:00,20.00%, 
1987年8月1日 (七月)17:00,21.70%, 
1987年7月1日 (六月)17:00,23.90%, 
1987年6月1日 (五月)17:00,20.00%, 
1987年5月1日 (四月)17:00,19.80%, 
1987年4月1日 (三月)17:00,41.50%, 
1987年3月1日 (二月)17:00,33.90%, 
1987年2月1日 (一月)17:00,-4.70%, 
1987年1月1日 (十二月)17:00,2.70%, 
1986年12月1日 (十一月)17:00,10.50%, 
1986年11月1日 (十月)17:00,21.10%, 
1986年10月1日 (九月)17:00,14.50%, 
1986年9月1日 (八月)17:00,18.80%, 
1986年8月1日 (七月)17:00,18.90%, 
1986年7月1日 (六月)17:00,33.20%, 
1986年6月1日 (五月)17:00,14.80%, 
1986年5月1日 (四月)17:00,21.50%, 
1986年4月1日 (三月)17:00,-12.70%, 
1986年3月1日 (二月)17:00,25.00%, 
1986年2月1日 (一月)17:00,15.00%, 
1986年1月1日 (十二月)17:00,53.20%, 
1985年12月1日 (十一月)17:00,22.00%, 
1985年11月1日 (十月)17:00,12.90%, 
1985年10月1日 (九月)17:00,16.00%, 
1985年9月1日 (八月)17:00,0.90%, 
1985年8月1日 (七月)17:00,9.20%, 
1985年7月1日 (六月)17:00,-2.10%, 
1985年6月1日 (五月)17:00,0.00%, 
1985年5月1日 (四月)17:00,0.90%, 
1985年4月1日 (三月)17:00,12.90%, 
1985年3月1日 (二月)17:00,-7.60%, 
1985年2月1日 (一月)17:00,-10.40%, 
1985年1月1日 (十二月)17:00,-3.20%, 
1984年12月1日 (十一月)17:00,4.80%, 
1984年11月1日 (十月)17:00,12.10%, 
1984年10月1日 (九月)17:00,22.00%, 
1984年9月1日 (八月)17:00,10.30%, 
1984年8月1日 (七月)17:00,-1.40%, 
1984年7月1日 (六月)17:00,15.60%, 
1984年6月1日 (五月)17:00,11.60%, 
1984年5月1日 (四月)17:00,16.40%, 
1984年4月1日 (三月)17:00,25.00%, 
1984年3月1日 (二月)17:00,30.30%, 
1984年2月1日 (一月)17:00,17.20%, 
1984年1月1日 (十二月)17:00,7.70%, 
1983年12月1日 (十一月)17:00,6.70%, 
1983年11月1日 (十月)17:00,11.40%, 
1983年10月1日 (九月)17:00,-15.80%, 
1983年9月1日 (八月)17:00,19.90%, 
1983年8月1日 (七月)17:00,20.80%, 
1983年7月1日 (六月)17:00,-3.10%, 
1983年6月1日 (五月)17:00,6.90%, 
1983年5月1日 (四月)17:00,2.00%, 
1983年4月1日 (三月)17:00,-7.40%, 
1983年3月1日 (二月)17:00,-21.90%, 
1983年2月1日 (一月)17:00,-11.80%, 
1983年1月1日 (十二月)17:00,-5.10%, 
1982年12月1日 (十一月)17:00,-9.90%, 
1982年11月1日 (十月)17:00,-17.50%, 
1982年10月1日 (九月)17:00,-3.90%, 
1982年9月1日 (八月)17:00,-14.10%, 
1982年8月1日 (七月)17:00,-12.00%, 
1982年7月1日 (六月)17:00,0.80%, 
1982年6月1日 (五月)17:00,41.50%, 
1982年5月1日 (四月)17:00,-2.50%, 
1982年4月1日 (三月)17:00,12.20%, 
1982年3月1日 (二月)17:00,23.20%, 
1982年2月1日 (一月)17:00,8.70%, 
