时间,今值,预测值
2014年4月28日22:00,3.4%,1.0%
2014年3月27日22:00,-0.8%,0.3%
2014年2月28日23:00,0.1%,2.0%
2014年1月30日23:00,-8.7%,0.3%
2013年12月30日23:00,0.2%,1.0%
2013年11月25日23:00,-0.6%,1.3%
2013年10月28日22:00,-5.6%,0.1%
2013年9月26日22:00,-1.6%,-1.0%
2013年8月28日22:00,-1.3%,-0.5%
2013年7月29日22:00,-0.4%,-1.0%
2013年6月27日22:00,6.7%,1.0%
2013年5月30日22:00,0.3%,1.1%
2013年4月29日22:00,1.5%,1.0%
2013年3月27日22:00,-0.4%,-0.2%
2013年2月27日23:00,4.5%,1.5%
2013年1月28日23:00,-4.3%,0.3%
2012年12月28日23:00,1.7%,1.0%
2012年11月29日23:00,5.2%,0.8%
2012年10月25日22:00,0.3%,2.1%
2012年9月27日22:00,-2.6%,-0.7%
2012年8月29日22:00,2.4%,1.0%
2012年7月26日22:00,-1.4%,0.2%
2012年6月27日22:00,5.9%,1.0%
2012年5月30日22:00,-5.5%,0.1%
2012年4月26日22:00,4.1%,1.0%
2012年3月26日22:00,-0.5%,1.0%
2012年2月27日23:00,2.0%,1.0%
2012年1月25日23:00,-3.5%,-1.0%
2011年12月29日23:00,7.3%,1.5%
2011年11月30日23:00,10.4%,1.2%
2011年10月27日22:00,-4.6%,0.2%
2011年9月29日22:00,-1.2%,-2.1%
2011年8月29日22:00,-1.3%,-1.0%
2011年7月28日22:00,2.4%,-2.0%
2011年6月29日22:00,8.2%,2.4%
2011年5月27日22:00,-11.6%,-1.0%
2011年4月28日22:00,5.1%,1.5%
2011年3月28日22:00,2.1%,0.3%
2011年2月28日23:00,-2.8%,-2.5%
2011年1月27日23:00,2.0%,0.8%
2010年12月30日23:00,3.5%,2.1%
2010年12月2日23:00,10.4%,-0.9%
2010年11月6日00:30,-1.8%,0.5%
2010年10月4日22:00,4.3%,2.8%
2010年9月2日22:00,5.2%,0.0%
2010年8月3日22:00,-2.6%,-5.0%
2010年7月1日22:00,-30.0%,-12.5%
2010年6月2日22:00,6.0%,3.5%
2010年5月4日22:00,5.3%,5.0%
2010年4月5日22:00,8.2%,0.0%
2010年3月4日23:00,-7.6%,1.7%
2010年2月2日23:00,1.0%,1.0%
2010年1月5日23:00,-16.0%,-2.8%
2009年12月1日23:00,3.7%,-0.5%
2009年11月2日23:00,6.1%,0.4%
2009年10月1日22:00,6.4%,1.0%
2009年9月1日22:00,3.2%,1.8%
2009年8月4日22:00,3.6%,0.8%
2009年7月1日22:00,0.1%,1.7%
2009年6月2日22:00,6.7%,0.5%
2009年5月4日22:00,3.2%,0.1%
2009年4月1日22:00,2.1%,0.3%
2009年3月3日23:00,-7.7%,-3.0%
2009年2月3日23:00,6.3%,0.0%
2009年1月6日23:00,-4.0%,-0.8%
2008年12月9日23:00,-0.7%,-3.2%
2008年11月7日23:00,-4.6%,-3.4%
2008年10月8日22:00,7.4%,-1.5%
2008年9月9日22:00,3.2%,-1.2%
2008年8月7日22:00,5.3%,-1.0%
2008年7月8日22:00,-4.7%,-2.4%
2008年6月9日23:00,6.3%,-0.5%
2008年5月7日22:00,-1.0%,-1.0%
2008年4月8日22:00,-1.9%,-0.8%
2008年3月6日23:00,0.0%,-1.0%
2008年2月1日 (一月)17:00,0.00%, 
2008年1月1日 (十二月)17:00,-2.40%, 
2007年12月1日 (十一月)17:00,-0.80%, 
2007年11月1日 (十月)17:00,2.40%, 
2007年10月1日 (九月)17:00,2.00%, 
2007年9月1日 (八月)17:00,-8.30%, 
2007年8月1日 (七月)17:00,-7.30%, 
2007年7月1日 (六月)17:00,1.30%, 
2007年6月1日 (五月)17:00,-2.10%, 
2007年5月1日 (四月)17:00,-3.50%, 
2007年4月1日 (三月)17:00,-3.10%, 
2007年3月1日 (二月)17:00,0.70%, 
2007年2月1日 (一月)17:00,-4.50%, 
2007年1月1日 (十二月)17:00,2.80%, 
2006年12月1日 (十一月)17:00,2.20%, 
2006年11月1日 (十月)17:00,-0.80%, 
2006年10月1日 (九月)17:00,-1.10%, 
2006年9月1日 (八月)17:00,-0.20%, 
2006年8月1日 (七月)17:00,-1.90%, 
2006年7月1日 (六月)17:00,-1.20%, 
2006年6月1日 (五月)17:00,-1.10%, 
2006年5月1日 (四月)17:00,-1.50%, 
2006年4月1日 (三月)17:00,-1.70%, 
2006年3月1日 (二月)17:00,-0.70%, 
2006年2月1日 (一月)17:00,0.10%, 
2006年1月1日 (十二月)17:00,-2.00%, 
2005年12月1日 (十一月)17:00,-2.00%, 
2005年11月1日 (十月)17:00,-2.00%, 
2005年10月1日 (九月)17:00,-0.60%, 
2005年9月1日 (八月)17:00,-0.60%, 
2005年8月1日 (七月)17:00,1.00%, 
2005年7月1日 (六月)17:00,0.30%, 
2005年6月1日 (五月)17:00,-1.20%, 
2005年5月1日 (四月)17:00,2.60%, 
2005年4月1日 (三月)17:00,-0.40%, 
2005年3月1日 (二月)17:00,1.70%, 
2005年2月1日 (一月)17:00,-1.50%, 
2005年1月1日 (十二月)17:00,0.30%, 
2004年12月1日 (十一月)17:00,-1.50%, 
2004年11月1日 (十月)17:00,1.20%, 
2004年10月1日 (九月)17:00,1.80%, 
2004年9月1日 (八月)17:00,0.70%, 
2004年8月1日 (七月)17:00,1.20%, 
2004年7月1日 (六月)17:00,-1.80%, 
2004年6月1日 (五月)17:00,3.60%, 
2004年5月1日 (四月)17:00,-2.70%, 
2004年4月1日 (三月)17:00,5.80%, 
2004年3月1日 (二月)17:00,2.70%, 
2004年2月1日 (一月)17:00,2.00%, 
2004年1月1日 (十二月)17:00,-1.10%, 
2003年12月1日 (十一月)17:00,0.00%, 
2003年11月1日 (十月)17:00,2.10%, 
2003年10月1日 (九月)17:00,0.30%, 
2003年9月1日 (八月)17:00,-5.40%, 
2003年8月1日 (七月)17:00,2.50%, 
2003年7月1日 (六月)17:00,4.70%, 
2003年6月1日 (五月)17:00,0.30%, 
2003年5月1日 (四月)17:00,1.50%, 
2003年4月1日 (三月)17:00,4.60%, 
2003年3月1日 (二月)17:00,-5.80%, 
2003年2月1日 (一月)17:00,2.20%, 
2003年1月1日 (十二月)17:00,-0.70%, 
2002年12月1日 (十一月)17:00,2.90%, 
2002年11月1日 (十月)17:00,-1.80%, 
2002年10月1日 (九月)17:00,1.10%, 
2002年9月1日 (八月)17:00,1.20%, 
2002年8月1日 (七月)17:00,1.80%, 
2002年7月1日 (六月)17:00,-0.70%, 
2002年6月1日 (五月)17:00,-3.70%, 
2002年5月1日 (四月)17:00,-0.10%, 
2002年4月1日 (三月)17:00,-2.50%, 
2002年3月1日 (二月)17:00,-0.30%, 
2002年2月1日 (一月)17:00,-2.10%, 
2002年1月1日 (十二月)17:00,6.10%, 
2001年12月1日 (十一月)17:00,4.50%, 
2001年11月1日 (十月)17:00,9.10%, 
2001年10月1日 (九月)17:00,-7.90%, 
2001年9月1日 (八月)17:00,-0.30%, 
2001年8月1日 (七月)17:00,-0.20%, 
2001年7月1日 (六月)17:00,-3.40%, 
2001年6月1日 (五月)17:00,2.70%, 
2001年5月1日 (四月)17:00,-2.90%, 
2001年4月1日 (三月)17:00,-4.70%, 
2001年3月1日 (二月)17:00,5.10%, 
