时间,今值,预测值
2009年3月6日21:30,8.1%,7.9%
2009年2月6日21:30,7.6%,7.5%
2009年1月9日21:30,7.2%,7.0%
2008年12月5日21:30,6.7%,6.8%
2008年11月7日21:30,6.5%,6.3%
2008年10月3日20:30,6.1%,6.1%
2008年9月5日20:30,6.1%,5.7%
2008年8月1日20:30,5.7%,5.6%
2008年7月1日 (六月)20:30,5.6%, 
2008年6月1日 (五月)20:30,5.4%, 
2008年5月1日 (四月)20:30,5%, 
2008年4月1日 (三月)20:30,5.1%, 
2008年3月1日 (二月)20:30,4.9%, 
2008年2月1日 (一月)20:30,5%, 
2008年1月1日 (十二月)20:30,5%, 
2007年12月1日 (十一月)20:30,4.7%, 
2007年11月1日 (十月)20:30,4.7%, 
2007年10月1日 (九月)20:30,4.7%, 
2007年9月1日 (八月)20:30,4.6%, 
2007年8月1日 (七月)20:30,4.7%, 
2007年7月1日 (六月)20:30,4.6%, 
2007年6月1日 (五月)20:30,4.4%, 
2007年5月1日 (四月)20:30,4.5%, 
2007年4月1日 (三月)20:30,4.4%, 
2007年3月1日 (二月)20:30,4.5%, 
2007年2月1日 (一月)20:30,4.6%, 
2007年1月1日 (十二月)20:30,4.4%, 
2006年12月1日 (十一月)20:30,4.5%, 
2006年11月1日 (十月)20:30,4.4%, 
2006年10月1日 (九月)20:30,4.5%, 
2006年9月1日 (八月)20:30,4.7%, 
2006年8月1日 (七月)20:30,4.7%, 
2006年7月1日 (六月)20:30,4.6%, 
2006年6月1日 (五月)20:30,4.6%, 
2006年5月1日 (四月)20:30,4.7%, 
2006年4月1日 (三月)20:30,4.7%, 
2006年3月1日 (二月)20:30,4.8%, 
2006年2月1日 (一月)20:30,4.7%, 
2006年1月1日 (十二月)20:30,4.9%, 
2005年12月1日 (十一月)20:30,5%, 
2005年11月1日 (十月)20:30,5%, 
2005年10月1日 (九月)20:30,5%, 
2005年9月1日 (八月)20:30,4.9%, 
2005年8月1日 (七月)20:30,5%, 
2005年7月1日 (六月)20:30,5%, 
2005年6月1日 (五月)20:30,5.1%, 
2005年5月1日 (四月)20:30,5.2%, 
2005年4月1日 (三月)20:30,5.2%, 
2005年3月1日 (二月)20:30,5.4%, 
2005年2月1日 (一月)20:30,5.3%, 
2005年1月1日 (十二月)20:30,5.4%, 
2004年12月1日 (十一月)20:30,5.4%, 
2004年11月1日 (十月)20:30,5.5%, 
2004年10月1日 (九月)20:30,5.4%, 
2004年9月1日 (八月)20:30,5.4%, 
2004年8月1日 (七月)20:30,5.5%, 
2004年7月1日 (六月)20:30,5.6%, 
2004年6月1日 (五月)20:30,5.6%, 
2004年5月1日 (四月)20:30,5.6%, 
2004年4月1日 (三月)20:30,5.8%, 
2004年3月1日 (二月)20:30,5.6%, 
2004年2月1日 (一月)20:30,5.7%, 
2004年1月1日 (十二月)20:30,5.7%, 
2003年12月1日 (十一月)20:30,5.8%, 
2003年11月1日 (十月)20:30,6%, 
2003年10月1日 (九月)20:30,6.1%, 
2003年9月1日 (八月)20:30,6.1%, 
2003年8月1日 (七月)20:30,6.2%, 
2003年7月1日 (六月)20:30,6.3%, 
2003年6月1日 (五月)20:30,6.1%, 
2003年5月1日 (四月)20:30,6%, 
2003年4月1日 (三月)20:30,5.9%, 
2003年3月1日 (二月)20:30,5.9%, 
2003年2月1日 (一月)20:30,5.8%, 
2003年1月1日 (十二月)20:30,6%, 
2002年12月1日 (十一月)20:30,5.9%, 
2002年11月1日 (十月)20:30,5.7%, 
2002年10月1日 (九月)20:30,5.7%, 
2002年9月1日 (八月)20:30,5.7%, 
2002年8月1日 (七月)20:30,5.8%, 
2002年7月1日 (六月)20:30,5.8%, 
2002年6月1日 (五月)20:30,5.8%, 
2002年5月1日 (四月)20:30,5.9%, 
2002年4月1日 (三月)20:30,5.7%, 
2002年3月1日 (二月)20:30,5.7%, 
2002年2月1日 (一月)20:30,5.7%, 
2002年1月1日 (十二月)20:30,5.7%, 
2001年12月1日 (十一月)20:30,5.5%, 
2001年11月1日 (十月)20:30,5.3%, 
2001年10月1日 (九月)20:30,5%, 
2001年9月1日 (八月)20:30,4.9%, 
2001年8月1日 (七月)20:30,4.6%, 
2001年7月1日 (六月)20:30,4.5%, 
2001年6月1日 (五月)20:30,4.3%, 
2001年5月1日 (四月)20:30,4.4%, 
2001年4月1日 (三月)20:30,4.3%, 
2001年3月1日 (二月)20:30,4.2%, 
2001年2月1日 (一月)20:30,4.2%, 
2001年1月1日 (十二月)20:30,3.9%, 
2000年12月1日 (十一月)20:30,3.9%, 
2000年11月1日 (十月)20:30,3.9%, 
2000年10月1日 (九月)20:30,3.9%, 
2000年9月1日 (八月)20:30,4.1%, 
2000年8月1日 (七月)20:30,4%, 
2000年7月1日 (六月)20:30,4%, 
2000年6月1日 (五月)20:30,4%, 
2000年5月1日 (四月)20:30,3.8%, 
2000年4月1日 (三月)20:30,4%, 
2000年3月1日 (二月)20:30,4.1%, 
2000年2月1日 (一月)20:30,4%, 
2000年1月1日 (十二月)20:30,4%, 
1999年12月1日 (十一月)20:30,4.1%, 
1999年11月1日 (十月)20:30,4.1%, 
1999年10月1日 (九月)20:30,4.2%, 
1999年9月1日 (八月)20:30,4.2%, 
1999年8月1日 (七月)20:30,4.3%, 
1999年7月1日 (六月)20:30,4.3%, 
1999年6月1日 (五月)20:30,4.2%, 
1999年5月1日 (四月)20:30,4.3%, 
1999年4月1日 (三月)20:30,4.2%, 
1999年3月1日 (二月)20:30,4.4%, 
1999年2月1日 (一月)20:30,4.3%, 
1999年1月1日 (十二月)20:30,4.4%, 
1998年12月1日 (十一月)20:30,4.4%, 
1998年11月1日 (十月)20:30,4.5%, 
1998年10月1日 (九月)20:30,4.6%, 
1998年9月1日 (八月)20:30,4.5%, 
1998年8月1日 (七月)20:30,4.5%, 
1998年7月1日 (六月)20:30,4.5%, 
1998年6月1日 (五月)20:30,4.4%, 
1998年5月1日 (四月)20:30,4.3%, 
1998年4月1日 (三月)20:30,4.7%, 
1998年3月1日 (二月)20:30,4.6%, 
1998年2月1日 (一月)20:30,4.6%, 
1998年1月1日 (十二月)20:30,4.7%, 
1997年12月1日 (十一月)20:30,4.6%, 
1997年11月1日 (十月)20:30,4.7%, 
1997年10月1日 (九月)20:30,4.9%, 
1997年9月1日 (八月)20:30,4.8%, 
1997年8月1日 (七月)20:30,4.9%, 
1997年7月1日 (六月)20:30,5%, 
1997年6月1日 (五月)20:30,4.9%, 
1997年5月1日 (四月)20:30,5.1%, 
1997年4月1日 (三月)20:30,5.2%, 
1997年3月1日 (二月)20:30,5.2%, 
1997年2月1日 (一月)20:30,5.3%, 
1997年1月1日 (十二月)20:30,5.4%, 
1996年12月1日 (十一月)20:30,5.4%, 
1996年11月1日 (十月)20:30,5.2%, 
1996年10月1日 (九月)20:30,5.2%, 
1996年9月1日 (八月)20:30,5.1%, 
1996年8月1日 (七月)20:30,5.5%, 
1996年7月1日 (六月)20:30,5.3%, 
1996年6月1日 (五月)20:30,5.6%, 
1996年5月1日 (四月)20:30,5.6%, 
1996年4月1日 (三月)20:30,5.5%, 
1996年3月1日 (二月)20:30,5.5%, 
1996年2月1日 (一月)20:30,5.6%, 
1996年1月1日 (十二月)20:30,5.6%, 
1995年12月1日 (十一月)20:30,5.6%, 
1995年11月1日 (十月)20:30,5.5%, 
1995年10月1日 (九月)20:30,5.6%, 
1995年9月1日 (八月)20:30,5.7%, 
1995年8月1日 (七月)20:30,5.7%, 
1995年7月1日 (六月)20:30,5.6%, 
1995年6月1日 (五月)20:30,5.6%, 
1995年5月1日 (四月)20:30,5.8%, 
1995年4月1日 (三月)20:30,5.4%, 
1995年3月1日 (二月)20:30,5.4%, 
1995年2月1日 (一月)20:30,5.6%, 
1995年1月1日 (十二月)20:30,5.5%, 
1994年12月1日 (十一月)20:30,5.6%, 
1994年11月1日 (十月)20:30,5.8%, 
1994年10月1日 (九月)20:30,5.9%, 
1994年9月1日 (八月)20:30,6%, 
1994年8月1日 (七月)20:30,6.1%, 
1994年7月1日 (六月)20:30,6.1%, 
1994年6月1日 (五月)20:30,6.1%, 
1994年5月1日 (四月)20:30,6.4%, 
1994年4月1日 (三月)20:30,6.5%, 
1994年3月1日 (二月)20:30,6.6%, 
1994年2月1日 (一月)20:30,6.6%, 
1994年1月1日 (十二月)20:30,6.5%, 
1993年12月1日 (十一月)20:30,6.6%, 
1993年11月1日 (十月)20:30,6.8%, 
1993年10月1日 (九月)20:30,6.7%, 
1993年9月1日 (八月)20:30,6.8%, 
1993年8月1日 (七月)20:30,6.9%, 
1993年7月1日 (六月)20:30,7%, 
1993年6月1日 (五月)20:30,7.1%, 
1993年5月1日 (四月)20:30,7.1%, 
1993年4月1日 (三月)20:30,7%, 
1993年3月1日 (二月)20:30,7.1%, 
1993年2月1日 (一月)20:30,7.3%, 
1993年1月1日 (十二月)20:30,7.4%, 
1992年12月1日 (十一月)20:30,7.4%, 
1992年11月1日 (十月)20:30,7.3%, 
1992年10月1日 (九月)20:30,7.6%, 
1992年9月1日 (八月)20:30,7.6%, 
1992年8月1日 (七月)20:30,7.7%, 
1992年7月1日 (六月)20:30,7.8%, 
1992年6月1日 (五月)20:30,7.6%, 
1992年5月1日 (四月)20:30,7.4%, 
1992年4月1日 (三月)20:30,7.4%, 
1992年3月1日 (二月)20:30,7.4%, 
1992年2月1日 (一月)20:30,7.3%, 
1992年1月1日 (十二月)20:30,7.3%, 
1991年12月1日 (十一月)20:30,7%, 
1991年11月1日 (十月)20:30,7%, 
1991年10月1日 (九月)20:30,6.9%, 
1991年9月1日 (八月)20:30,6.9%, 
1991年8月1日 (七月)20:30,6.8%, 
1991年7月1日 (六月)20:30,6.9%, 
1991年6月1日 (五月)20:30,6.9%, 
1991年5月1日 (四月)20:30,6.7%, 
1991年4月1日 (三月)20:30,6.8%, 
1991年3月1日 (二月)20:30,6.6%, 
1991年2月1日 (一月)20:30,6.4%, 
1991年1月1日 (十二月)20:30,6.3%, 
1990年12月1日 (十一月)20:30,6.2%, 
1990年11月1日 (十月)20:30,5.9%, 
1990年10月1日 (九月)20:30,5.9%, 
1990年9月1日 (八月)20:30,5.7%, 
1990年8月1日 (七月)20:30,5.5%, 
1990年7月1日 (六月)20:30,5.2%, 
1990年6月1日 (五月)20:30,5.4%, 
1990年5月1日 (四月)20:30,5.4%, 
1990年4月1日 (三月)20:30,5.2%, 
1990年3月1日 (二月)20:30,5.3%, 
1990年2月1日 (一月)20:30,5.4%, 
1990年1月1日 (十二月)20:30,5.4%, 
1989年12月1日 (十一月)20:30,5.4%, 
1989年11月1日 (十月)20:30,5.3%, 
1989年10月1日 (九月)20:30,5.3%, 
1989年9月1日 (八月)20:30,5.2%, 
1989年8月1日 (七月)20:30,5.2%, 
1989年7月1日 (六月)20:30,5.3%, 
1989年6月1日 (五月)20:30,5.2%, 
1989年5月1日 (四月)20:30,5.2%, 
1989年4月1日 (三月)20:30,5%, 
1989年3月1日 (二月)20:30,5.2%, 
1989年2月1日 (一月)20:30,5.4%, 
1989年1月1日 (十二月)20:30,5.3%, 
1988年12月1日 (十一月)20:30,5.3%, 
1988年11月1日 (十月)20:30,5.4%, 
1988年10月1日 (九月)20:30,5.4%, 
1988年9月1日 (八月)20:30,5.6%, 
1988年8月1日 (七月)20:30,5.4%, 
1988年7月1日 (六月)20:30,5.4%, 
1988年6月1日 (五月)20:30,5.6%, 
1988年5月1日 (四月)20:30,5.4%, 
1988年4月1日 (三月)20:30,5.7%, 
1988年3月1日 (二月)20:30,5.7%, 
1988年2月1日 (一月)20:30,5.7%, 
1988年1月1日 (十二月)20:30,5.7%, 
1987年12月1日 (十一月)20:30,5.8%, 
1987年11月1日 (十月)20:30,6%, 
1987年10月1日 (九月)20:30,5.9%, 
1987年9月1日 (八月)20:30,6%, 
1987年8月1日 (七月)20:30,6.1%, 
1987年7月1日 (六月)20:30,6.2%, 
1987年6月1日 (五月)20:30,6.3%, 
1987年5月1日 (四月)20:30,6.3%, 
1987年4月1日 (三月)20:30,6.6%, 
1987年3月1日 (二月)20:30,6.6%, 
1987年2月1日 (一月)20:30,6.6%, 
1987年1月1日 (十二月)20:30,6.6%, 
1986年12月1日 (十一月)20:30,6.9%, 
1986年11月1日 (十月)20:30,7%, 
1986年10月1日 (九月)20:30,7%, 
1986年9月1日 (八月)20:30,6.9%, 
1986年8月1日 (七月)20:30,7%, 
1986年7月1日 (六月)20:30,7.2%, 
1986年6月1日 (五月)20:30,7.2%, 
1986年5月1日 (四月)20:30,7.1%, 
1986年4月1日 (三月)20:30,7.2%, 
1986年3月1日 (二月)20:30,7.2%, 
1986年2月1日 (一月)20:30,6.7%, 
1986年1月1日 (十二月)20:30,7%, 
1985年12月1日 (十一月)20:30,7%, 
1985年11月1日 (十月)20:30,7.1%, 
1985年10月1日 (九月)20:30,7.1%, 
1985年9月1日 (八月)20:30,7.1%, 
1985年8月1日 (七月)20:30,7.4%, 
1985年7月1日 (六月)20:30,7.4%, 
1985年6月1日 (五月)20:30,7.2%, 
1985年5月1日 (四月)20:30,7.3%, 
1985年4月1日 (三月)20:30,7.2%, 
1985年3月1日 (二月)20:30,7.2%, 
1985年2月1日 (一月)20:30,7.3%, 
1985年1月1日 (十二月)20:30,7.3%, 
1984年12月1日 (十一月)20:30,7.2%, 
1984年11月1日 (十月)20:30,7.4%, 
1984年10月1日 (九月)20:30,7.3%, 
1984年9月1日 (八月)20:30,7.5%, 
1984年8月1日 (七月)20:30,7.5%, 
1984年7月1日 (六月)20:30,7.2%, 
1984年6月1日 (五月)20:30,7.4%, 
1984年5月1日 (四月)20:30,7.7%, 
1984年4月1日 (三月)20:30,7.8%, 
1984年3月1日 (二月)20:30,7.8%, 
1984年2月1日 (一月)20:30,8%, 
1984年1月1日 (十二月)20:30,8.3%, 
1983年12月1日 (十一月)20:30,8.5%, 
1983年11月1日 (十月)20:30,8.8%, 
1983年10月1日 (九月)20:30,9.2%, 
1983年9月1日 (八月)20:30,9.5%, 
1983年8月1日 (七月)20:30,9.4%, 
1983年7月1日 (六月)20:30,10.1%, 
1983年6月1日 (五月)20:30,10.1%, 
1983年5月1日 (四月)20:30,10.2%, 
1983年4月1日 (三月)20:30,10.3%, 
1983年3月1日 (二月)20:30,10.4%, 
1983年2月1日 (一月)20:30,10.4%, 
1983年1月1日 (十二月)20:30,10.8%, 
1982年12月1日 (十一月)20:30,10.8%, 
1982年11月1日 (十月)20:30,10.4%, 
1982年10月1日 (九月)20:30,10.1%, 
1982年9月1日 (八月)20:30,9.8%, 
1982年8月1日 (七月)20:30,9.8%, 
1982年7月1日 (六月)20:30,9.6%, 
1982年6月1日 (五月)20:30,9.4%, 
1982年5月1日 (四月)20:30,9.3%, 
1982年4月1日 (三月)20:30,9%, 
1982年3月1日 (二月)20:30,8.9%, 
1982年2月1日 (一月)20:30,8.6%, 
1982年1月1日 (十二月)20:30,8.5%, 
1981年12月1日 (十一月)20:30,8.3%, 
1981年11月1日 (十月)20:30,7.9%, 
1981年10月1日 (九月)20:30,7.6%, 
1981年9月1日 (八月)20:30,7.4%, 
1981年8月1日 (七月)20:30,7.2%, 
1981年7月1日 (六月)20:30,7.5%, 
1981年6月1日 (五月)20:30,7.5%, 
1981年5月1日 (四月)20:30,7.2%, 
1981年4月1日 (三月)20:30,7.4%, 
1981年3月1日 (二月)20:30,7.4%, 
1981年2月1日 (一月)20:30,7.5%, 
1981年1月1日 (十二月)20:30,7.2%, 
1980年12月1日 (十一月)20:30,7.5%, 
1980年11月1日 (十月)20:30,7.5%, 
1980年10月1日 (九月)20:30,7.5%, 
1980年9月1日 (八月)20:30,7.7%, 
1980年8月1日 (七月)20:30,7.8%, 
1980年7月1日 (六月)20:30,7.6%, 
1980年6月1日 (五月)20:30,7.5%, 
1980年5月1日 (四月)20:30,6.9%, 
1980年4月1日 (三月)20:30,6.3%, 
1980年3月1日 (二月)20:30,6.3%, 
1980年2月1日 (一月)20:30,6.3%, 
1980年1月1日 (十二月)20:30,6%, 
1979年12月1日 (十一月)20:30,5.9%, 
1979年11月1日 (十月)20:30,6%, 
1979年10月1日 (九月)20:30,5.9%, 
1979年9月1日 (八月)20:30,6%, 
1979年8月1日 (七月)20:30,5.7%, 
1979年7月1日 (六月)20:30,5.7%, 
1979年6月1日 (五月)20:30,5.6%, 
1979年5月1日 (四月)20:30,5.8%, 
1979年4月1日 (三月)20:30,5.8%, 
1979年3月1日 (二月)20:30,5.9%, 
1979年2月1日 (一月)20:30,5.9%, 
1979年1月1日 (十二月)20:30,6%, 
1978年12月1日 (十一月)20:30,5.9%, 
1978年11月1日 (十月)20:30,5.8%, 
1978年10月1日 (九月)20:30,6%, 
1978年9月1日 (八月)20:30,5.9%, 
1978年8月1日 (七月)20:30,6.2%, 
1978年7月1日 (六月)20:30,5.9%, 
1978年6月1日 (五月)20:30,6%, 
1978年5月1日 (四月)20:30,6.1%, 
1978年4月1日 (三月)20:30,6.3%, 
1978年3月1日 (二月)20:30,6.3%, 
1978年2月1日 (一月)20:30,6.4%, 
1978年1月1日 (十二月)20:30,6.4%, 
1977年12月1日 (十一月)20:30,6.8%, 
1977年11月1日 (十月)20:30,6.8%, 
1977年10月1日 (九月)20:30,6.8%, 
1977年9月1日 (八月)20:30,7%, 
1977年8月1日 (七月)20:30,6.9%, 
1977年7月1日 (六月)20:30,7.2%, 
1977年6月1日 (五月)20:30,7%, 
1977年5月1日 (四月)20:30,7.2%, 
1977年4月1日 (三月)20:30,7.4%, 
1977年3月1日 (二月)20:30,7.6%, 
1977年2月1日 (一月)20:30,7.5%, 
1977年1月1日 (十二月)20:30,7.8%, 
1976年12月1日 (十一月)20:30,7.8%, 
1976年11月1日 (十月)20:30,7.7%, 
1976年10月1日 (九月)20:30,7.6%, 
1976年9月1日 (八月)20:30,7.8%, 
1976年8月1日 (七月)20:30,7.8%, 
1976年7月1日 (六月)20:30,7.6%, 
1976年6月1日 (五月)20:30,7.4%, 
1976年5月1日 (四月)20:30,7.7%, 
1976年4月1日 (三月)20:30,7.6%, 
1976年3月1日 (二月)20:30,7.7%, 
1976年2月1日 (一月)20:30,7.9%, 
1976年1月1日 (十二月)20:30,8.2%, 
1975年12月1日 (十一月)20:30,8.3%, 
1975年11月1日 (十月)20:30,8.4%, 
1975年10月1日 (九月)20:30,8.4%, 
1975年9月1日 (八月)20:30,8.4%, 
1975年8月1日 (七月)20:30,8.6%, 
1975年7月1日 (六月)20:30,8.8%, 
1975年6月1日 (五月)20:30,9%, 
1975年5月1日 (四月)20:30,8.8%, 
1975年4月1日 (三月)20:30,8.6%, 
1975年3月1日 (二月)20:30,8.1%, 
1975年2月1日 (一月)20:30,8.1%, 
1975年1月1日 (十二月)20:30,7.2%, 
1974年12月1日 (十一月)20:30,6.6%, 
1974年11月1日 (十月)20:30,6%, 
1974年10月1日 (九月)20:30,5.9%, 
1974年9月1日 (八月)20:30,5.5%, 
1974年8月1日 (七月)20:30,5.5%, 
1974年7月1日 (六月)20:30,5.4%, 
1974年6月1日 (五月)20:30,5.1%, 
1974年5月1日 (四月)20:30,5.1%, 
1974年4月1日 (三月)20:30,5.1%, 
1974年3月1日 (二月)20:30,5.2%, 
1974年2月1日 (一月)20:30,5.1%, 
1974年1月1日 (十二月)20:30,4.9%, 
1973年12月1日 (十一月)20:30,4.8%, 
1973年11月1日 (十月)20:30,4.6%, 
1973年10月1日 (九月)20:30,4.8%, 
1973年9月1日 (八月)20:30,4.8%, 
1973年8月1日 (七月)20:30,4.8%, 
1973年7月1日 (六月)20:30,4.9%, 
1973年6月1日 (五月)20:30,4.9%, 
1973年5月1日 (四月)20:30,5%, 
1973年4月1日 (三月)20:30,4.9%, 
1973年3月1日 (二月)20:30,5%, 
1973年2月1日 (一月)20:30,4.9%, 
1973年1月1日 (十二月)20:30,5.2%, 
1972年12月1日 (十一月)20:30,5.3%, 
1972年11月1日 (十月)20:30,5.6%, 
1972年10月1日 (九月)20:30,5.5%, 
1972年9月1日 (八月)20:30,5.6%, 
1972年8月1日 (七月)20:30,5.6%, 
1972年7月1日 (六月)20:30,5.7%, 
1972年6月1日 (五月)20:30,5.7%, 
1972年5月1日 (四月)20:30,5.7%, 
1972年4月1日 (三月)20:30,5.8%, 
1972年3月1日 (二月)20:30,5.7%, 
1972年2月1日 (一月)20:30,5.8%, 
1972年1月1日 (十二月)20:30,6%, 
1971年12月1日 (十一月)20:30,6%, 
1971年11月1日 (十月)20:30,5.8%, 
1971年10月1日 (九月)20:30,6%, 
1971年9月1日 (八月)20:30,6.1%, 
1971年8月1日 (七月)20:30,6%, 
1971年7月1日 (六月)20:30,5.9%, 
1971年6月1日 (五月)20:30,5.9%, 
1971年5月1日 (四月)20:30,5.9%, 
1971年4月1日 (三月)20:30,6%, 
1971年3月1日 (二月)20:30,5.9%, 
1971年2月1日 (一月)20:30,5.9%, 
1971年1月1日 (十二月)20:30,6.1%, 
1970年12月1日 (十一月)20:30,5.9%, 
1970年11月1日 (十月)20:30,5.5%, 
1970年10月1日 (九月)20:30,5.4%, 
1970年9月1日 (八月)20:30,5.1%, 
1970年8月1日 (七月)20:30,5%, 
1970年7月1日 (六月)20:30,4.9%, 
1970年6月1日 (五月)20:30,4.8%, 
1970年5月1日 (四月)20:30,4.6%, 
1970年4月1日 (三月)20:30,4.4%, 
1970年3月1日 (二月)20:30,4.2%, 
1970年2月1日 (一月)20:30,3.9%, 
1970年1月1日 (十二月)20:30,3.5%, 
