时间,今值,预测值
1988年9月1日 (八月)17:00,-1.67B, 
1988年8月1日 (七月)17:00,-2.20B, 
1988年7月1日 (六月)17:00,-1.82B, 
1988年6月1日 (五月)17:00,-1.62B, 
1988年5月1日 (四月)17:00,-1.37B, 
1988年4月1日 (三月)17:00,-1.54B, 
1988年3月1日 (二月)17:00,-1.60B, 
1988年2月1日 (一月)17:00,-1.22B, 
1988年1月1日 (十二月)17:00,-1.56B, 
1987年12月1日 (十一月)17:00,-1.23B, 
1987年11月1日 (十月)17:00,-1.11B, 
1987年10月1日 (九月)17:00,-1.05B, 
1987年9月1日 (八月)17:00,-0.92B, 
1987年8月1日 (七月)17:00,-1.10B, 
1987年7月1日 (六月)17:00,-0.88B, 
1987年6月1日 (五月)17:00,-1.10B, 
1987年5月1日 (四月)17:00,-0.86B, 
1987年4月1日 (三月)17:00,-0.78B, 
1987年3月1日 (二月)17:00,-0.39B, 
1987年2月1日 (一月)17:00,-0.72B, 
1987年1月1日 (十二月)17:00,-1.10B, 
1986年12月1日 (十一月)17:00,-0.80B, 
1986年11月1日 (十月)17:00,-1.05B, 
1986年10月1日 (九月)17:00,-1.09B, 
1986年9月1日 (八月)17:00,-1.04B, 
1986年8月1日 (七月)17:00,-0.78B, 
1986年7月1日 (六月)17:00,-0.65B, 
1986年6月1日 (五月)17:00,-0.75B, 
1986年5月1日 (四月)17:00,-0.77B, 
1986年4月1日 (三月)17:00,-0.74B, 
1986年3月1日 (二月)17:00,-0.48B, 
1986年2月1日 (一月)17:00,-0.37B, 
1986年1月1日 (十二月)17:00,-0.20B, 
1985年12月1日 (十一月)17:00,-0.36B, 
1985年11月1日 (十月)17:00,-0.09B, 
1985年10月1日 (九月)17:00,-0.25B, 
1985年9月1日 (八月)17:00,-0.06B, 
1985年8月1日 (七月)17:00,-0.24B, 
1985年7月1日 (六月)17:00,-0.30B, 
1985年6月1日 (五月)17:00,0.31B, 
1985年5月1日 (四月)17:00,-0.25B, 
1985年4月1日 (三月)17:00,-0.96B, 
1985年3月1日 (二月)17:00,-0.66B, 
1985年2月1日 (一月)17:00,-0.37B, 
1985年1月1日 (十二月)17:00,-0.71B, 
1984年12月1日 (十一月)17:00,-0.34B, 
1984年11月1日 (十月)17:00,-0.94B, 
1984年10月1日 (九月)17:00,-0.89B, 
1984年9月1日 (八月)17:00,-0.40B, 
1984年8月1日 (七月)17:00,-0.26B, 
1984年7月1日 (六月)17:00,-0.22B, 
1984年6月1日 (五月)17:00,-0.42B, 
1984年5月1日 (四月)17:00,-0.76B, 
1984年4月1日 (三月)17:00,-0.31B, 
1984年3月1日 (二月)17:00,0.25B, 
1984年2月1日 (一月)17:00,-0.40B, 
1984年1月1日 (十二月)17:00,0.04B, 
1983年12月1日 (十一月)17:00,-0.17B, 
1983年11月1日 (十月)17:00,-0.49B, 
1983年10月1日 (九月)17:00,0.10B, 
1983年9月1日 (八月)17:00,0.05B, 
1983年8月1日 (七月)17:00,-0.31B, 
1983年7月1日 (六月)17:00,0.08B, 
1983年6月1日 (五月)17:00,-0.46B, 
1983年5月1日 (四月)17:00,-0.22B, 
1983年4月1日 (三月)17:00,0.21B, 
1983年3月1日 (二月)17:00,-0.14B, 
1983年2月1日 (一月)17:00,-0.30B, 
1983年1月1日 (十二月)17:00,0.28B, 
1982年12月1日 (十一月)17:00,0.40B, 
1982年11月1日 (十月)17:00,0.27B, 
1982年10月1日 (九月)17:00,0.25B, 
1982年9月1日 (八月)17:00,0.15B, 
1982年8月1日 (七月)17:00,0.14B, 
1982年7月1日 (六月)17:00,-0.02B, 
1982年6月1日 (五月)17:00,-0.04B, 
1982年5月1日 (四月)17:00,0.19B, 
1982年4月1日 (三月)17:00,0.01B, 
1982年3月1日 (二月)17:00,0.20B, 
1982年2月1日 (一月)17:00,0.05B, 
1982年1月1日 (十二月)17:00,0.16B, 
1981年12月1日 (十一月)17:00,-0.12B, 
1981年11月1日 (十月)17:00,0.38B, 
1981年10月1日 (九月)17:00,0.03B, 
1981年9月1日 (八月)17:00,-0.21B, 
1981年8月1日 (七月)17:00,0.04B, 
1981年7月1日 (六月)17:00,0.18B, 
1981年6月1日 (五月)17:00,0.38B, 
1981年5月1日 (四月)17:00,0.72B, 
1981年4月1日 (三月)17:00,0.54B, 
1981年3月1日 (二月)17:00,0.36B, 
1981年2月1日 (一月)17:00,0.78B, 
1981年1月1日 (十二月)17:00,0.23B, 
1980年12月1日 (十一月)17:00,0.44B, 
1980年11月1日 (十月)17:00,0.45B, 
1980年10月1日 (九月)17:00,0.37B, 
1980年9月1日 (八月)17:00,0.14B, 
1980年8月1日 (七月)17:00,0.35B, 
1980年7月1日 (六月)17:00,0.04B, 
1980年6月1日 (五月)17:00,0.07B, 
1980年5月1日 (四月)17:00,-0.30B, 
1980年4月1日 (三月)17:00,-0.17B, 
1980年3月1日 (二月)17:00,-0.24B, 
1980年2月1日 (一月)17:00,-0.04B, 
1980年1月1日 (十二月)17:00,-0.14B, 
1979年12月1日 (十一月)17:00,-0.22B, 
1979年11月1日 (十月)17:00,-0.46B, 
1979年10月1日 (九月)17:00,-0.33B, 
1979年9月1日 (八月)17:00,-0.27B, 
1979年8月1日 (七月)17:00,-0.13B, 
1979年7月1日 (六月)17:00,-0.11B, 
1979年6月1日 (五月)17:00,-0.23B, 
1979年5月1日 (四月)17:00,-0.14B, 
1979年4月1日 (三月)17:00,-0.61B, 
1979年3月1日 (二月)17:00,-0.78B, 
1979年2月1日 (一月)17:00,-0.05B, 
1979年1月1日 (十二月)17:00,-0.02B, 
1978年12月1日 (十一月)17:00,-0.18B, 
1978年11月1日 (十月)17:00,-0.01B, 
1978年10月1日 (九月)17:00,-0.26B, 
1978年9月1日 (八月)17:00,-0.02B, 
1978年8月1日 (七月)17:00,-0.19B, 
1978年7月1日 (六月)17:00,-0.09B, 
1978年6月1日 (五月)17:00,-0.15B, 
1978年5月1日 (四月)17:00,0.06B, 
1978年4月1日 (三月)17:00,-0.30B, 
1978年3月1日 (二月)17:00,0.05B, 
1978年2月1日 (一月)17:00,-0.37B, 
1978年1月1日 (十二月)17:00,-0.16B, 
1977年12月1日 (十一月)17:00,0.11B, 
1977年11月1日 (十月)17:00,-0.07B, 
1977年10月1日 (九月)17:00,0.03B, 
1977年9月1日 (八月)17:00,0.08B, 
1977年8月1日 (七月)17:00,-0.21B, 
1977年7月1日 (六月)17:00,-0.34B, 
1977年6月1日 (五月)17:00,-0.33B, 
1977年5月1日 (四月)17:00,-0.26B, 
1977年4月1日 (三月)17:00,-0.28B, 
1977年3月1日 (二月)17:00,-0.27B, 
1977年2月1日 (一月)17:00,-0.52B, 
1977年1月1日 (十二月)17:00,-0.23B, 
1976年12月1日 (十一月)17:00,-0.47B, 
1976年11月1日 (十月)17:00,-0.34B, 
1976年10月1日 (九月)17:00,-0.40B, 
1976年9月1日 (八月)17:00,-0.31B, 
1976年8月1日 (七月)17:00,-0.52B, 
1976年7月1日 (六月)17:00,-0.36B, 
1976年6月1日 (五月)17:00,-0.36B, 
1976年5月1日 (四月)17:00,-0.32B, 
1976年4月1日 (三月)17:00,-0.12B, 
1976年3月1日 (二月)17:00,-0.26B, 
1976年2月1日 (一月)17:00,-0.23B, 
1976年1月1日 (十二月)17:00,-0.20B, 
1975年12月1日 (十一月)17:00,-0.26B, 
1975年11月1日 (十月)17:00,-0.23B, 
1975年10月1日 (九月)17:00,-0.23B, 
1975年9月1日 (八月)17:00,-0.41B, 
1975年8月1日 (七月)17:00,-0.39B, 
1975年7月1日 (六月)17:00,-0.27B, 
1975年6月1日 (五月)17:00,-0.10B, 
1975年5月1日 (四月)17:00,-0.34B, 
1975年4月1日 (三月)17:00,-0.15B, 
1975年3月1日 (二月)17:00,-0.34B, 
1975年2月1日 (一月)17:00,-0.43B, 
1975年1月1日 (十二月)17:00,-0.41B, 
1974年12月1日 (十一月)17:00,-0.55B, 
1974年11月1日 (十月)17:00,-0.43B, 
1974年10月1日 (九月)17:00,-0.42B, 
1974年9月1日 (八月)17:00,-0.39B, 
1974年8月1日 (七月)17:00,-0.48B, 
1974年7月1日 (六月)17:00,-0.48B, 
1974年6月1日 (五月)17:00,-0.48B, 
1974年5月1日 (四月)17:00,-0.46B, 
1974年4月1日 (三月)17:00,-0.43B, 
1974年3月1日 (二月)17:00,-0.44B, 
1974年2月1日 (一月)17:00,-0.39B, 
1974年1月1日 (十二月)17:00,-0.36B, 
1973年12月1日 (十一月)17:00,-0.28B, 
1973年11月1日 (十月)17:00,-0.38B, 
1973年10月1日 (九月)17:00,-0.26B, 
1973年9月1日 (八月)17:00,-0.25B, 
1973年8月1日 (七月)17:00,-0.19B, 
1973年7月1日 (六月)17:00,-0.15B, 
1973年6月1日 (五月)17:00,-0.26B, 
1973年5月1日 (四月)17:00,-0.09B, 
1973年4月1日 (三月)17:00,-0.20B, 
1973年3月1日 (二月)17:00,-0.08B, 
1973年2月1日 (一月)17:00,-0.09B, 
1973年1月1日 (十二月)17:00,-0.08B, 
1972年12月1日 (十一月)17:00,-0.09B, 
1972年11月1日 (十月)17:00,-0.04B, 
1972年10月1日 (九月)17:00,-0.16B, 
1972年9月1日 (八月)17:00,-0.19B, 
1972年8月1日 (七月)17:00,0.03B, 
1972年7月1日 (六月)17:00,0.01B, 
1972年6月1日 (五月)17:00,-0.03B, 
1972年5月1日 (四月)17:00,-0.11B, 
1972年4月1日 (三月)17:00,-0.05B, 
1972年3月1日 (二月)17:00,-0.04B, 
1972年2月1日 (一月)17:00,-0.01B, 
1972年1月1日 (十二月)17:00,0.01B, 
1971年12月1日 (十一月)17:00,0.00B, 
1971年11月1日 (十月)17:00,0.02B, 
1971年10月1日 (九月)17:00,0.04B, 
1971年9月1日 (八月)17:00,0.07B, 
1971年8月1日 (七月)17:00,0.05B, 
1971年7月1日 (六月)17:00,0.02B, 
1971年6月1日 (五月)17:00,0.04B, 
1971年5月1日 (四月)17:00,0.00B, 
1971年4月1日 (三月)17:00,0.02B, 
1971年3月1日 (二月)17:00,-0.06B, 
1971年2月1日 (一月)17:00,-0.02B, 
1971年1月1日 (十二月)17:00,0.02B, 
1970年12月1日 (十一月)17:00,0.00B, 
1970年11月1日 (十月)17:00,0.02B, 
1970年10月1日 (九月)17:00,-0.01B, 
1970年9月1日 (八月)17:00,-0.23B, 
1970年8月1日 (七月)17:00,0.15B, 
1970年7月1日 (六月)17:00,-0.02B, 
1970年6月1日 (五月)17:00,-0.04B, 
1970年5月1日 (四月)17:00,-0.01B, 
1970年4月1日 (三月)17:00,0.03B, 
1970年3月1日 (二月)17:00,0.02B, 
1970年2月1日 (一月)17:00,0.03B, 
